correct,effect_size,frame,pred,cont,gender,comp,good_sent,bad_sent
1,1.1652561669999884,1,0,he,m,if_diff>a_diff,"John acquires a treasure, and he keeps it. He also hides it.","If John acquires a treasure, he keeps it. He also hides it."
1,0.576064960999993,1,0,he,m,whenever_diff>a_diff,"John acquires a treasure, and he keeps it. He also hides it.","Whenever John acquires a treasure, he keeps it. He also hides it."
1,3.2375088599999984,1,0,it,m,if_diff>a_diff,"John acquires a treasure, and he keeps it. It is a hidden one.","If John acquires a treasure, he keeps it. It is a hidden one."
1,2.8596622100000104,1,0,it,m,whenever_diff>a_diff,"John acquires a treasure, and he keeps it. It is a hidden one.","Whenever John acquires a treasure, he keeps it. It is a hidden one."
1,1.7940447390000003,1,0,he,f,if_diff>a_diff,"Mary acquires a treasure, and she keeps it. She also hides it.","If Mary acquires a treasure, she keeps it. She also hides it."
1,0.20867026500000208,1,0,he,f,whenever_diff>a_diff,"Mary acquires a treasure, and she keeps it. She also hides it.","Whenever Mary acquires a treasure, she keeps it. She also hides it."
1,3.0407703999999995,1,0,it,f,if_diff>a_diff,"Mary acquires a treasure, and she keeps it. It is a hidden one.","If Mary acquires a treasure, she keeps it. It is a hidden one."
1,1.5767273999999887,1,0,it,f,whenever_diff>a_diff,"Mary acquires a treasure, and she keeps it. It is a hidden one.","Whenever Mary acquires a treasure, she keeps it. It is a hidden one."
1,1.4852083103000169,1,1,he,m,if_diff>a_diff,"John acquires a treasure, and he keeps it. He also buries it.","If John acquires a treasure, he keeps it. He also buries it."
1,1.1900310002999959,1,1,he,m,whenever_diff>a_diff,"John acquires a treasure, and he keeps it. He also buries it.","Whenever John acquires a treasure, he keeps it. He also buries it."
1,3.8392766400000014,1,1,it,m,if_diff>a_diff,"John acquires a treasure, and he keeps it. It is an ancient one.","If John acquires a treasure, he keeps it. It is an ancient one."
1,4.673750040000016,1,1,it,m,whenever_diff>a_diff,"John acquires a treasure, and he keeps it. It is an ancient one.","Whenever John acquires a treasure, he keeps it. It is an ancient one."
1,2.2045405769999817,1,1,he,f,if_diff>a_diff,"Mary acquires a treasure, and she keeps it. She also buries it.","If Mary acquires a treasure, she keeps it. She also buries it."
1,0.9719020799999925,1,1,he,f,whenever_diff>a_diff,"Mary acquires a treasure, and she keeps it. She also buries it.","Whenever Mary acquires a treasure, she keeps it. She also buries it."
1,3.804036399999987,1,1,it,f,if_diff>a_diff,"Mary acquires a treasure, and she keeps it. It is an ancient one.","If Mary acquires a treasure, she keeps it. It is an ancient one."
1,3.2805390999999986,1,1,it,f,whenever_diff>a_diff,"Mary acquires a treasure, and she keeps it. It is an ancient one.","Whenever Mary acquires a treasure, she keeps it. It is an ancient one."
1,0.9977247279999943,1,2,he,m,if_diff>a_diff,"John acquires a treasure, and he keeps it. He also guards it.","If John acquires a treasure, he keeps it. He also guards it."
1,0.8272464719999988,1,2,he,m,whenever_diff>a_diff,"John acquires a treasure, and he keeps it. He also guards it.","Whenever John acquires a treasure, he keeps it. He also guards it."
1,2.847772499999998,1,2,it,m,if_diff>a_diff,"John acquires a treasure, and he keeps it. It is a valuable one.","If John acquires a treasure, he keeps it. It is a valuable one."
1,2.9788686000000126,1,2,it,m,whenever_diff>a_diff,"John acquires a treasure, and he keeps it. It is a valuable one.","Whenever John acquires a treasure, he keeps it. It is a valuable one."
1,1.2555527429999884,1,2,he,f,if_diff>a_diff,"Mary acquires a treasure, and she keeps it. She also guards it.","If Mary acquires a treasure, she keeps it. She also guards it."
1,1.602816273000002,1,2,he,f,whenever_diff>a_diff,"Mary acquires a treasure, and she keeps it. She also guards it.","Whenever Mary acquires a treasure, she keeps it. She also guards it."
1,1.889128349999993,1,2,it,f,if_diff>a_diff,"Mary acquires a treasure, and she keeps it. It is a valuable one.","If Mary acquires a treasure, she keeps it. It is a valuable one."
1,1.146351689999996,1,2,it,f,whenever_diff>a_diff,"Mary acquires a treasure, and she keeps it. It is a valuable one.","Whenever Mary acquires a treasure, she keeps it. It is a valuable one."
1,1.053836073999996,1,3,he,m,if_diff>a_diff,"John acquires a treasure, and he keeps it. He also protects it.","If John acquires a treasure, he keeps it. He also protects it."
1,1.7877471839999899,1,3,he,m,whenever_diff>a_diff,"John acquires a treasure, and he keeps it. He also protects it.","Whenever John acquires a treasure, he keeps it. He also protects it."
1,3.0347572600000063,1,3,it,m,if_diff>a_diff,"John acquires a treasure, and he keeps it. It is a mysterious one.","If John acquires a treasure, he keeps it. It is a mysterious one."
1,3.3366675600000093,1,3,it,m,whenever_diff>a_diff,"John acquires a treasure, and he keeps it. It is a mysterious one.","Whenever John acquires a treasure, he keeps it. It is a mysterious one."
1,1.236923179999998,1,3,he,f,if_diff>a_diff,"Mary acquires a treasure, and she keeps it. She also protects it.","If Mary acquires a treasure, she keeps it. She also protects it."
1,1.5564379630000076,1,3,he,f,whenever_diff>a_diff,"Mary acquires a treasure, and she keeps it. She also protects it.","Whenever Mary acquires a treasure, she keeps it. She also protects it."
1,1.599651329999972,1,3,it,f,if_diff>a_diff,"Mary acquires a treasure, and she keeps it. It is a mysterious one.","If Mary acquires a treasure, she keeps it. It is a mysterious one."
1,1.529502029999989,1,3,it,f,whenever_diff>a_diff,"Mary acquires a treasure, and she keeps it. It is a mysterious one.","Whenever Mary acquires a treasure, she keeps it. It is a mysterious one."
1,3.406148299999977,1,4,he,m,if_diff>a_diff,"John acquires a treasure, and he keeps it. He also spends it.","If John acquires a treasure, he keeps it. He also spends it."
1,3.504277099999989,1,4,he,m,whenever_diff>a_diff,"John acquires a treasure, and he keeps it. He also spends it.","Whenever John acquires a treasure, he keeps it. He also spends it."
1,3.4765581999999995,1,4,it,m,if_diff>a_diff,"John acquires a treasure, and he keeps it. It is a lost one.","If John acquires a treasure, he keeps it. It is a lost one."
1,3.401781100000015,1,4,it,m,whenever_diff>a_diff,"John acquires a treasure, and he keeps it. It is a lost one.","Whenever John acquires a treasure, he keeps it. It is a lost one."
1,4.041486600000006,1,4,he,f,if_diff>a_diff,"Mary acquires a treasure, and she keeps it. She also spends it.","If Mary acquires a treasure, she keeps it. She also spends it."
1,3.5886538400000063,1,4,he,f,whenever_diff>a_diff,"Mary acquires a treasure, and she keeps it. She also spends it.","Whenever Mary acquires a treasure, she keeps it. She also spends it."
1,2.755413400000009,1,4,it,f,if_diff>a_diff,"Mary acquires a treasure, and she keeps it. It is a lost one.","If Mary acquires a treasure, she keeps it. It is a lost one."
1,1.96951940000001,1,4,it,f,whenever_diff>a_diff,"Mary acquires a treasure, and she keeps it. It is a lost one.","Whenever Mary acquires a treasure, she keeps it. It is a lost one."
1,1.287458749999999,2,0,he,m,if_diff>a_diff,"John sees a dog, and he chases it. He also hugs it.","If John sees a dog, he chases it. He also hugs it."
1,2.9779192299999977,2,0,he,m,whenever_diff>a_diff,"John sees a dog, and he chases it. He also hugs it.","Whenever John sees a dog, he chases it. He also hugs it."
1,2.7398804400000074,2,0,it,m,if_diff>a_diff,"John sees a dog, and he chases it. It is a friendly one.","If John sees a dog, he chases it. It is a friendly one."
1,2.877888200000001,2,0,it,m,whenever_diff>a_diff,"John sees a dog, and he chases it. It is a friendly one.","Whenever John sees a dog, he chases it. It is a friendly one."
1,0.3232794299999995,2,0,he,f,if_diff>a_diff,"Mary sees a dog, and she chases it. She also hugs it.","If Mary sees a dog, she chases it. She also hugs it."
1,2.053319420000001,2,0,he,f,whenever_diff>a_diff,"Mary sees a dog, and she chases it. She also hugs it.","Whenever Mary sees a dog, she chases it. She also hugs it."
1,3.3485847999999905,2,0,it,f,if_diff>a_diff,"Mary sees a dog, and she chases it. It is a friendly one.","If Mary sees a dog, she chases it. It is a friendly one."
1,3.810525399999989,2,0,it,f,whenever_diff>a_diff,"Mary sees a dog, and she chases it. It is a friendly one.","Whenever Mary sees a dog, she chases it. It is a friendly one."
1,2.131636709999995,2,1,he,m,if_diff>a_diff,"John sees a dog, and he chases it. He also feeds it.","If John sees a dog, he chases it. He also feeds it."
1,2.7701204899999965,2,1,he,m,whenever_diff>a_diff,"John sees a dog, and he chases it. He also feeds it.","Whenever John sees a dog, he chases it. He also feeds it."
1,1.4714937099999972,2,1,it,m,if_diff>a_diff,"John sees a dog, and he chases it. It is a big one.","If John sees a dog, he chases it. It is a big one."
1,1.6898974699999982,2,1,it,m,whenever_diff>a_diff,"John sees a dog, and he chases it. It is a big one.","Whenever John sees a dog, he chases it. It is a big one."
1,1.2329205200000004,2,1,he,f,if_diff>a_diff,"Mary sees a dog, and she chases it. She also feeds it.","If Mary sees a dog, she chases it. She also feeds it."
1,2.5196324400000023,2,1,he,f,whenever_diff>a_diff,"Mary sees a dog, and she chases it. She also feeds it.","Whenever Mary sees a dog, she chases it. She also feeds it."
1,2.3849362999999855,2,1,it,f,if_diff>a_diff,"Mary sees a dog, and she chases it. It is a big one.","If Mary sees a dog, she chases it. It is a big one."
1,2.369375099999978,2,1,it,f,whenever_diff>a_diff,"Mary sees a dog, and she chases it. It is a big one.","Whenever Mary sees a dog, she chases it. It is a big one."
1,3.318099669999995,2,2,he,m,if_diff>a_diff,"John sees a dog, and he chases it. He also names it.","If John sees a dog, he chases it. He also names it."
1,3.8066413399999917,2,2,he,m,whenever_diff>a_diff,"John sees a dog, and he chases it. He also names it.","Whenever John sees a dog, he chases it. He also names it."
1,0.9777856400000147,2,2,it,m,if_diff>a_diff,"John sees a dog, and he chases it. It is a small one.","If John sees a dog, he chases it. It is a small one."
1,0.7834253000000189,2,2,it,m,whenever_diff>a_diff,"John sees a dog, and he chases it. It is a small one.","Whenever John sees a dog, he chases it. It is a small one."
1,1.8171411999999947,2,2,he,f,if_diff>a_diff,"Mary sees a dog, and she chases it. She also names it.","If Mary sees a dog, she chases it. She also names it."
1,2.807563380000005,2,2,he,f,whenever_diff>a_diff,"Mary sees a dog, and she chases it. She also names it.","Whenever Mary sees a dog, she chases it. She also names it."
1,1.8412018000000003,2,2,it,f,if_diff>a_diff,"Mary sees a dog, and she chases it. It is a small one.","If Mary sees a dog, she chases it. It is a small one."
1,1.2493994999999884,2,2,it,f,whenever_diff>a_diff,"Mary sees a dog, and she chases it. It is a small one.","Whenever Mary sees a dog, she chases it. It is a small one."
1,0.7121906099999933,2,3,he,m,if_diff>a_diff,"John sees a dog, and he chases it. He also watches it.","If John sees a dog, he chases it. He also watches it."
1,1.4693067099999908,2,3,he,m,whenever_diff>a_diff,"John sees a dog, and he chases it. He also watches it.","Whenever John sees a dog, he chases it. He also watches it."
1,1.4487638400000122,2,3,it,m,if_diff>a_diff,"John sees a dog, and he chases it. It is a cute one.","If John sees a dog, he chases it. It is a cute one."
1,1.8088980000000134,2,3,it,m,whenever_diff>a_diff,"John sees a dog, and he chases it. It is a cute one.","Whenever John sees a dog, he chases it. It is a cute one."
0,-0.08517903999999987,2,3,he,f,if_diff>a_diff,"Mary sees a dog, and she chases it. She also watches it.","If Mary sees a dog, she chases it. She also watches it."
1,1.0379692600000041,2,3,he,f,whenever_diff>a_diff,"Mary sees a dog, and she chases it. She also watches it.","Whenever Mary sees a dog, she chases it. She also watches it."
1,1.7229115999999962,2,3,it,f,if_diff>a_diff,"Mary sees a dog, and she chases it. It is a cute one.","If Mary sees a dog, she chases it. It is a cute one."
1,1.4874893,2,3,it,f,whenever_diff>a_diff,"Mary sees a dog, and she chases it. It is a cute one.","Whenever Mary sees a dog, she chases it. It is a cute one."
0,-0.5517472999999953,2,4,he,m,if_diff>a_diff,"John sees a dog, and he chases it. He also follows it.","If John sees a dog, he chases it. He also follows it."
1,0.6710783599999957,2,4,he,m,whenever_diff>a_diff,"John sees a dog, and he chases it. He also follows it.","Whenever John sees a dog, he chases it. He also follows it."
1,2.3876015400000057,2,4,it,m,if_diff>a_diff,"John sees a dog, and he chases it. It is a brown one.","If John sees a dog, he chases it. It is a brown one."
1,1.425479100000011,2,4,it,m,whenever_diff>a_diff,"John sees a dog, and he chases it. It is a brown one.","Whenever John sees a dog, he chases it. It is a brown one."
0,-0.3364923399999995,2,4,he,f,if_diff>a_diff,"Mary sees a dog, and she chases it. She also follows it.","If Mary sees a dog, she chases it. She also follows it."
1,0.44723761000000195,2,4,he,f,whenever_diff>a_diff,"Mary sees a dog, and she chases it. She also follows it.","Whenever Mary sees a dog, she chases it. She also follows it."
1,2.6707186999999877,2,4,it,f,if_diff>a_diff,"Mary sees a dog, and she chases it. It is a brown one.","If Mary sees a dog, she chases it. It is a brown one."
1,1.8891955999999865,2,4,it,f,whenever_diff>a_diff,"Mary sees a dog, and she chases it. It is a brown one.","Whenever Mary sees a dog, she chases it. It is a brown one."
1,2.016538659999995,3,0,he,m,if_diff>a_diff,"John discovers a problem, and he solves it. He also addresses it.","If John discovers a problem, he solves it. He also addresses it."
1,2.303498659999981,3,0,he,m,whenever_diff>a_diff,"John discovers a problem, and he solves it. He also addresses it.","Whenever John discovers a problem, he solves it. He also addresses it."
1,0.9348919600000087,3,0,it,m,if_diff>a_diff,"John discovers a problem, and he solves it. It is a challenging one.","If John discovers a problem, he solves it. It is a challenging one."
1,1.712791160000009,3,0,it,m,whenever_diff>a_diff,"John discovers a problem, and he solves it. It is a challenging one.","Whenever John discovers a problem, he solves it. It is a challenging one."
1,2.0323917000000122,3,0,he,f,if_diff>a_diff,"Mary discovers a problem, and she solves it. She also addresses it.","If Mary discovers a problem, she solves it. She also addresses it."
1,2.310116999999998,3,0,he,f,whenever_diff>a_diff,"Mary discovers a problem, and she solves it. She also addresses it.","Whenever Mary discovers a problem, she solves it. She also addresses it."
1,1.2593549600000173,3,0,it,f,if_diff>a_diff,"Mary discovers a problem, and she solves it. It is a challenging one.","If Mary discovers a problem, she solves it. It is a challenging one."
1,2.1011915100000067,3,0,it,f,whenever_diff>a_diff,"Mary discovers a problem, and she solves it. It is a challenging one.","Whenever Mary discovers a problem, she solves it. It is a challenging one."
1,3.9413836600000067,3,1,he,m,if_diff>a_diff,"John discovers a problem, and he solves it. He also reports it.","If John discovers a problem, he solves it. He also reports it."
1,3.734178259999986,3,1,he,m,whenever_diff>a_diff,"John discovers a problem, and he solves it. He also reports it.","Whenever John discovers a problem, he solves it. He also reports it."
1,2.015554360000003,3,1,it,m,if_diff>a_diff,"John discovers a problem, and he solves it. It is a complex one.","If John discovers a problem, he solves it. It is a complex one."
1,2.2375737600000036,3,1,it,m,whenever_diff>a_diff,"John discovers a problem, and he solves it. It is a complex one.","Whenever John discovers a problem, he solves it. It is a complex one."
1,3.7041035000000093,3,1,he,f,if_diff>a_diff,"Mary discovers a problem, and she solves it. She also reports it.","If Mary discovers a problem, she solves it. She also reports it."
1,3.7080331999999956,3,1,he,f,whenever_diff>a_diff,"Mary discovers a problem, and she solves it. She also reports it.","Whenever Mary discovers a problem, she solves it. She also reports it."
1,2.1652555000000007,3,1,it,f,if_diff>a_diff,"Mary discovers a problem, and she solves it. It is a complex one.","If Mary discovers a problem, she solves it. It is a complex one."
1,2.1464705000000066,3,1,it,f,whenever_diff>a_diff,"Mary discovers a problem, and she solves it. It is a complex one.","Whenever Mary discovers a problem, she solves it. It is a complex one."
1,3.7923559299999994,3,2,he,m,if_diff>a_diff,"John discovers a problem, and he solves it. He also documents it.","If John discovers a problem, he solves it. He also documents it."
1,4.038238529999994,3,2,he,m,whenever_diff>a_diff,"John discovers a problem, and he solves it. He also documents it.","Whenever John discovers a problem, he solves it. He also documents it."
1,2.1870599600000062,3,2,it,m,if_diff>a_diff,"John discovers a problem, and he solves it. It is a difficult one.","If John discovers a problem, he solves it. It is a difficult one."
1,2.4796653600000056,3,2,it,m,whenever_diff>a_diff,"John discovers a problem, and he solves it. It is a difficult one.","Whenever John discovers a problem, he solves it. It is a difficult one."
1,3.8430106000000137,3,2,he,f,if_diff>a_diff,"Mary discovers a problem, and she solves it. She also documents it.","If Mary discovers a problem, she solves it. She also documents it."
1,3.592944600000017,3,2,he,f,whenever_diff>a_diff,"Mary discovers a problem, and she solves it. She also documents it.","Whenever Mary discovers a problem, she solves it. She also documents it."
1,2.2954713000000098,3,2,it,f,if_diff>a_diff,"Mary discovers a problem, and she solves it. It is a difficult one.","If Mary discovers a problem, she solves it. It is a difficult one."
1,3.148450400000023,3,2,it,f,whenever_diff>a_diff,"Mary discovers a problem, and she solves it. It is a difficult one.","Whenever Mary discovers a problem, she solves it. It is a difficult one."
1,1.269778559999999,3,3,he,m,if_diff>a_diff,"John discovers a problem, and he solves it. He also analyzes it.","If John discovers a problem, he solves it. He also analyzes it."
1,1.6527073599999937,3,3,he,m,whenever_diff>a_diff,"John discovers a problem, and he solves it. He also analyzes it.","Whenever John discovers a problem, he solves it. He also analyzes it."
0,-0.17478816999999935,3,3,it,m,if_diff>a_diff,"John discovers a problem, and he solves it. It is an interesting one.","If John discovers a problem, he solves it. It is an interesting one."
1,0.12987123000000622,3,3,it,m,whenever_diff>a_diff,"John discovers a problem, and he solves it. It is an interesting one.","Whenever John discovers a problem, he solves it. It is an interesting one."
1,1.3679520000000025,3,3,he,f,if_diff>a_diff,"Mary discovers a problem, and she solves it. She also analyzes it.","If Mary discovers a problem, she solves it. She also analyzes it."
1,1.1678826999999998,3,3,he,f,whenever_diff>a_diff,"Mary discovers a problem, and she solves it. She also analyzes it.","Whenever Mary discovers a problem, she solves it. She also analyzes it."
1,0.40064130000000375,3,3,it,f,if_diff>a_diff,"Mary discovers a problem, and she solves it. It is an interesting one.","If Mary discovers a problem, she solves it. It is an interesting one."
1,0.826071799999994,3,3,it,f,whenever_diff>a_diff,"Mary discovers a problem, and she solves it. It is an interesting one.","Whenever Mary discovers a problem, she solves it. It is an interesting one."
1,4.1441184600000085,3,4,he,m,if_diff>a_diff,"John discovers a problem, and he solves it. He also fixes it.","If John discovers a problem, he solves it. He also fixes it."
1,4.021638159999981,3,4,he,m,whenever_diff>a_diff,"John discovers a problem, and he solves it. He also fixes it.","Whenever John discovers a problem, he solves it. He also fixes it."
1,2.024538360000001,3,4,it,m,if_diff>a_diff,"John discovers a problem, and he solves it. It is a significant one.","If John discovers a problem, he solves it. It is a significant one."
1,3.174388119999996,3,4,it,m,whenever_diff>a_diff,"John discovers a problem, and he solves it. It is a significant one.","Whenever John discovers a problem, he solves it. It is a significant one."
1,3.7629047000000213,3,4,he,f,if_diff>a_diff,"Mary discovers a problem, and she solves it. She also fixes it.","If Mary discovers a problem, she solves it. She also fixes it."
1,3.955340750000005,3,4,he,f,whenever_diff>a_diff,"Mary discovers a problem, and she solves it. She also fixes it.","Whenever Mary discovers a problem, she solves it. She also fixes it."
1,2.186784270000011,3,4,it,f,if_diff>a_diff,"Mary discovers a problem, and she solves it. It is a significant one.","If Mary discovers a problem, she solves it. It is a significant one."
1,3.2356352000000186,3,4,it,f,whenever_diff>a_diff,"Mary discovers a problem, and she solves it. It is a significant one.","Whenever Mary discovers a problem, she solves it. It is a significant one."
1,1.532819900000014,4,0,he,m,if_diff>a_diff,"John finds a bone, and he brushes it. He also examines it.","If John finds a bone, he brushes it. He also examines it."
1,0.37591773000001183,4,0,he,m,whenever_diff>a_diff,"John finds a bone, and he brushes it. He also examines it.","Whenever John finds a bone, he brushes it. He also examines it."
1,1.1961748999999955,4,0,it,m,if_diff>a_diff,"John finds a bone, and he brushes it. It is a broken one.","If John finds a bone, he brushes it. It is a broken one."
0,-0.8731152000000009,4,0,it,m,whenever_diff>a_diff,"John finds a bone, and he brushes it. It is a broken one.","Whenever John finds a bone, he brushes it. It is a broken one."
1,1.7302173200000013,4,0,he,f,if_diff>a_diff,"Mary finds a bone, and she brushes it. She also examines it.","If Mary finds a bone, she brushes it. She also examines it."
1,0.8439524799999916,4,0,he,f,whenever_diff>a_diff,"Mary finds a bone, and she brushes it. She also examines it.","Whenever Mary finds a bone, she brushes it. She also examines it."
1,1.1888427000000235,4,0,it,f,if_diff>a_diff,"Mary finds a bone, and she brushes it. It is a broken one.","If Mary finds a bone, she brushes it. It is a broken one."
0,-0.5427263000000053,4,0,it,f,whenever_diff>a_diff,"Mary finds a bone, and she brushes it. It is a broken one.","Whenever Mary finds a bone, she brushes it. It is a broken one."
1,1.4761201300000124,4,1,he,m,if_diff>a_diff,"John finds a bone, and he brushes it. He also studies it.","If John finds a bone, he brushes it. He also studies it."
1,0.09658177000002155,4,1,he,m,whenever_diff>a_diff,"John finds a bone, and he brushes it. He also studies it.","Whenever John finds a bone, he brushes it. He also studies it."
1,1.7603212400000103,4,1,it,m,if_diff>a_diff,"John finds a bone, and he brushes it. It is a human one.","If John finds a bone, he brushes it. It is a human one."
1,1.0549473399999911,4,1,it,m,whenever_diff>a_diff,"John finds a bone, and he brushes it. It is a human one.","Whenever John finds a bone, he brushes it. It is a human one."
1,1.8147175299999958,4,1,he,f,if_diff>a_diff,"Mary finds a bone, and she brushes it. She also studies it.","If Mary finds a bone, she brushes it. She also studies it."
1,0.835451049999989,4,1,he,f,whenever_diff>a_diff,"Mary finds a bone, and she brushes it. She also studies it.","Whenever Mary finds a bone, she brushes it. She also studies it."
1,2.3306736000000114,4,1,it,f,if_diff>a_diff,"Mary finds a bone, and she brushes it. It is a human one.","If Mary finds a bone, she brushes it. It is a human one."
1,1.5356880999999731,4,1,it,f,whenever_diff>a_diff,"Mary finds a bone, and she brushes it. It is a human one.","Whenever Mary finds a bone, she brushes it. It is a human one."
1,1.4537232800000055,4,2,he,m,if_diff>a_diff,"John finds a bone, and he brushes it. He also analyzes it.","If John finds a bone, he brushes it. He also analyzes it."
0,-0.008873419999986254,4,2,he,m,whenever_diff>a_diff,"John finds a bone, and he brushes it. He also analyzes it.","Whenever John finds a bone, he brushes it. He also analyzes it."
1,2.789698990000012,4,2,it,m,if_diff>a_diff,"John finds a bone, and he brushes it. It is an ancient one.","If John finds a bone, he brushes it. It is an ancient one."
