correct,effect_size,frame,gender,comp,subject,good_sent,bad_sent
1,0.21573581160943567,4,f,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no flower, or it was planted by the gardener.","Either there was a flower, or it was planted by the gardener."
0,-0.232253687981534,4,f,disjunction_or>disjunction_eitheror_pos,def,"There was no flower, or it was planted by the gardener.","Either there was a flower, or it was planted by the gardener."
1,0.9630708701290676,5,m,disjunction_eitheror>conjunction,def,"Either there was no document, or it was destroyed by the fire.","There was no document, and it was destroyed by the fire."
1,0.2537031629371702,5,m,disjunction_or>conjunction,def,"There was no document, or it was destroyed by the fire.","There was no document, and it was destroyed by the fire."
1,0.7093677071918973,5,m,disjunction_eitheror>disjunction_or,def,"Either there was no document, or it was destroyed by the fire.","There was no document, or it was destroyed by the fire."
1,0.8170127438101602,5,m,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no document, or it was destroyed by the fire.","Either there was a document, or it was destroyed by the fire."
1,0.10764503661826286,5,m,disjunction_or>disjunction_eitheror_pos,def,"There was no document, or it was destroyed by the fire.","Either there was a document, or it was destroyed by the fire."
1,0.9630708701290676,5,f,disjunction_eitheror>conjunction,def,"Either there was no document, or it was destroyed by the fire.","There was no document, and it was destroyed by the fire."
1,0.2537031629371702,5,f,disjunction_or>conjunction,def,"There was no document, or it was destroyed by the fire.","There was no document, and it was destroyed by the fire."
1,0.7093677071918973,5,f,disjunction_eitheror>disjunction_or,def,"Either there was no document, or it was destroyed by the fire.","There was no document, or it was destroyed by the fire."
1,0.8170127438101602,5,f,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no document, or it was destroyed by the fire.","Either there was a document, or it was destroyed by the fire."
1,0.10764503661826286,5,f,disjunction_or>disjunction_eitheror_pos,def,"There was no document, or it was destroyed by the fire.","Either there was a document, or it was destroyed by the fire."
1,0.6713817239637438,6,m,disjunction_eitheror>conjunction,def,"Either there was no plan, or it was leaked by the reporter.","There was no plan, and it was leaked by the reporter."
1,0.10438047543717,6,m,disjunction_or>conjunction,def,"There was no plan, or it was leaked by the reporter.","There was no plan, and it was leaked by the reporter."
1,0.5670012485265739,6,m,disjunction_eitheror>disjunction_or,def,"Either there was no plan, or it was leaked by the reporter.","There was no plan, or it was leaked by the reporter."
1,0.367111014579391,6,m,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no plan, or it was leaked by the reporter.","Either there was a plan, or it was leaked by the reporter."
0,-0.19989023394718286,6,m,disjunction_or>disjunction_eitheror_pos,def,"There was no plan, or it was leaked by the reporter.","Either there was a plan, or it was leaked by the reporter."
1,0.6713817239637438,6,f,disjunction_eitheror>conjunction,def,"Either there was no plan, or it was leaked by the reporter.","There was no plan, and it was leaked by the reporter."
1,0.10438047543717,6,f,disjunction_or>conjunction,def,"There was no plan, or it was leaked by the reporter.","There was no plan, and it was leaked by the reporter."
1,0.5670012485265739,6,f,disjunction_eitheror>disjunction_or,def,"Either there was no plan, or it was leaked by the reporter.","There was no plan, or it was leaked by the reporter."
1,0.367111014579391,6,f,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no plan, or it was leaked by the reporter.","Either there was a plan, or it was leaked by the reporter."
0,-0.19989023394718286,6,f,disjunction_or>disjunction_eitheror_pos,def,"There was no plan, or it was leaked by the reporter.","Either there was a plan, or it was leaked by the reporter."
1,0.5135535944694123,7,m,disjunction_eitheror>conjunction,def,"Either there was no artifact, or it was recovered by the researcher.","There was no artifact, and it was recovered by the researcher."
0,-0.08234037456282906,7,m,disjunction_or>conjunction,def,"There was no artifact, or it was recovered by the researcher.","There was no artifact, and it was recovered by the researcher."
1,0.5958939690322413,7,m,disjunction_eitheror>disjunction_or,def,"Either there was no artifact, or it was recovered by the researcher.","There was no artifact, or it was recovered by the researcher."
1,0.22067000462097042,7,m,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no artifact, or it was recovered by the researcher.","Either there was an artifact, or it was recovered by the researcher."
0,-0.3752239644112709,7,m,disjunction_or>disjunction_eitheror_pos,def,"There was no artifact, or it was recovered by the researcher.","Either there was an artifact, or it was recovered by the researcher."
1,0.5135535944694123,7,f,disjunction_eitheror>conjunction,def,"Either there was no artifact, or it was recovered by the researcher.","There was no artifact, and it was recovered by the researcher."
0,-0.08234037456282906,7,f,disjunction_or>conjunction,def,"There was no artifact, or it was recovered by the researcher.","There was no artifact, and it was recovered by the researcher."
1,0.5958939690322413,7,f,disjunction_eitheror>disjunction_or,def,"Either there was no artifact, or it was recovered by the researcher.","There was no artifact, or it was recovered by the researcher."
1,0.22067000462097042,7,f,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no artifact, or it was recovered by the researcher.","Either there was an artifact, or it was recovered by the researcher."
0,-0.3752239644112709,7,f,disjunction_or>disjunction_eitheror_pos,def,"There was no artifact, or it was recovered by the researcher.","Either there was an artifact, or it was recovered by the researcher."
1,0.8490219695629899,8,m,disjunction_eitheror>conjunction,def,"Either there was no message, or it was intercepted by the spy.","There was no message, and it was intercepted by the spy."
1,0.12319958377050222,8,m,disjunction_or>conjunction,def,"There was no message, or it was intercepted by the spy.","There was no message, and it was intercepted by the spy."
1,0.7258223857924877,8,m,disjunction_eitheror>disjunction_or,def,"Either there was no message, or it was intercepted by the spy.","There was no message, or it was intercepted by the spy."
1,0.5018358853486231,8,m,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no message, or it was intercepted by the spy.","Either there was a message, or it was intercepted by the spy."
0,-0.2239865004438646,8,m,disjunction_or>disjunction_eitheror_pos,def,"There was no message, or it was intercepted by the spy.","Either there was a message, or it was intercepted by the spy."
1,0.8490219695629899,8,f,disjunction_eitheror>conjunction,def,"Either there was no message, or it was intercepted by the spy.","There was no message, and it was intercepted by the spy."
1,0.12319958377050222,8,f,disjunction_or>conjunction,def,"There was no message, or it was intercepted by the spy.","There was no message, and it was intercepted by the spy."
1,0.7258223857924877,8,f,disjunction_eitheror>disjunction_or,def,"Either there was no message, or it was intercepted by the spy.","There was no message, or it was intercepted by the spy."
1,0.5018358853486231,8,f,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no message, or it was intercepted by the spy.","Either there was a message, or it was intercepted by the spy."
0,-0.2239865004438646,8,f,disjunction_or>disjunction_eitheror_pos,def,"There was no message, or it was intercepted by the spy.","Either there was a message, or it was intercepted by the spy."
1,0.6919592124607314,9,m,disjunction_eitheror>conjunction,def,"Either there was no bridge, or it was constructed by the engineer.","There was no bridge, and it was constructed by the engineer."
0,-0.060584417062830465,9,m,disjunction_or>conjunction,def,"There was no bridge, or it was constructed by the engineer.","There was no bridge, and it was constructed by the engineer."
1,0.7525436295235619,9,m,disjunction_eitheror>disjunction_or,def,"Either there was no bridge, or it was constructed by the engineer.","There was no bridge, or it was constructed by the engineer."
1,0.5246977815024683,9,m,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no bridge, or it was constructed by the engineer.","Either there was a bridge, or it was constructed by the engineer."
0,-0.22784584802109364,9,m,disjunction_or>disjunction_eitheror_pos,def,"There was no bridge, or it was constructed by the engineer.","Either there was a bridge, or it was constructed by the engineer."
1,0.6919592124607314,9,f,disjunction_eitheror>conjunction,def,"Either there was no bridge, or it was constructed by the engineer.","There was no bridge, and it was constructed by the engineer."
0,-0.060584417062830465,9,f,disjunction_or>conjunction,def,"There was no bridge, or it was constructed by the engineer.","There was no bridge, and it was constructed by the engineer."
1,0.7525436295235619,9,f,disjunction_eitheror>disjunction_or,def,"Either there was no bridge, or it was constructed by the engineer.","There was no bridge, or it was constructed by the engineer."
1,0.5246977815024683,9,f,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no bridge, or it was constructed by the engineer.","Either there was a bridge, or it was constructed by the engineer."
0,-0.22784584802109364,9,f,disjunction_or>disjunction_eitheror_pos,def,"There was no bridge, or it was constructed by the engineer.","Either there was a bridge, or it was constructed by the engineer."
1,0.45610571990802207,10,m,disjunction_eitheror>conjunction,def,"Either there was no letter, or it was delivered by the postman.","There was no letter, and it was delivered by the postman."
1,0.00784743655738751,10,m,disjunction_or>conjunction,def,"There was no letter, or it was delivered by the postman.","There was no letter, and it was delivered by the postman."
1,0.44825828335063456,10,m,disjunction_eitheror>disjunction_or,def,"Either there was no letter, or it was delivered by the postman.","There was no letter, or it was delivered by the postman."
1,0.3126552992522935,10,m,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no letter, or it was delivered by the postman.","Either there was a letter, or it was delivered by the postman."
0,-0.13560298409834104,10,m,disjunction_or>disjunction_eitheror_pos,def,"There was no letter, or it was delivered by the postman.","Either there was a letter, or it was delivered by the postman."
1,0.45610571990802207,10,f,disjunction_eitheror>conjunction,def,"Either there was no letter, or it was delivered by the postman.","There was no letter, and it was delivered by the postman."
1,0.00784743655738751,10,f,disjunction_or>conjunction,def,"There was no letter, or it was delivered by the postman.","There was no letter, and it was delivered by the postman."
1,0.44825828335063456,10,f,disjunction_eitheror>disjunction_or,def,"Either there was no letter, or it was delivered by the postman.","There was no letter, or it was delivered by the postman."
1,0.3126552992522935,10,f,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no letter, or it was delivered by the postman.","Either there was a letter, or it was delivered by the postman."
0,-0.13560298409834104,10,f,disjunction_or>disjunction_eitheror_pos,def,"There was no letter, or it was delivered by the postman.","Either there was a letter, or it was delivered by the postman."
1,0.5936163205201557,11,m,disjunction_eitheror>conjunction,def,"Either there was no castle, or it was conquered by the army.","There was no castle, and it was conquered by the army."
0,-0.03507430456283078,11,m,disjunction_or>conjunction,def,"There was no castle, or it was conquered by the army.","There was no castle, and it was conquered by the army."
1,0.6286906250829865,11,m,disjunction_eitheror>disjunction_or,def,"Either there was no castle, or it was conquered by the army.","There was no castle, or it was conquered by the army."
1,0.4234590730409291,11,m,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no castle, or it was conquered by the army.","Either there was a castle, or it was conquered by the army."
0,-0.20523155204205734,11,m,disjunction_or>disjunction_eitheror_pos,def,"There was no castle, or it was conquered by the army.","Either there was a castle, or it was conquered by the army."
1,0.5936163205201557,11,f,disjunction_eitheror>conjunction,def,"Either there was no castle, or it was conquered by the army.","There was no castle, and it was conquered by the army."
0,-0.03507430456283078,11,f,disjunction_or>conjunction,def,"There was no castle, or it was conquered by the army.","There was no castle, and it was conquered by the army."
1,0.6286906250829865,11,f,disjunction_eitheror>disjunction_or,def,"Either there was no castle, or it was conquered by the army.","There was no castle, or it was conquered by the army."
1,0.4234590730409291,11,f,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no castle, or it was conquered by the army.","Either there was a castle, or it was conquered by the army."
0,-0.20523155204205734,11,f,disjunction_or>disjunction_eitheror_pos,def,"There was no castle, or it was conquered by the army.","Either there was a castle, or it was conquered by the army."
1,0.3063666834684242,12,m,disjunction_eitheror>conjunction,def,"Either there was no key, or it was made by the craftsman.","There was no key, and it was made by the craftsman."
0,-0.23727128082722881,12,m,disjunction_or>conjunction,def,"There was no key, or it was made by the craftsman.","There was no key, and it was made by the craftsman."
1,0.543637964295653,12,m,disjunction_eitheror>disjunction_or,def,"Either there was no key, or it was made by the craftsman.","There was no key, or it was made by the craftsman."
1,0.13883221639514964,12,m,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no key, or it was made by the craftsman.","Either there was a key, or it was made by the craftsman."
0,-0.4048057479005034,12,m,disjunction_or>disjunction_eitheror_pos,def,"There was no key, or it was made by the craftsman.","Either there was a key, or it was made by the craftsman."
1,0.3063666834684242,12,f,disjunction_eitheror>conjunction,def,"Either there was no key, or it was made by the craftsman.","There was no key, and it was made by the craftsman."
0,-0.23727128082722881,12,f,disjunction_or>conjunction,def,"There was no key, or it was made by the craftsman.","There was no key, and it was made by the craftsman."
1,0.543637964295653,12,f,disjunction_eitheror>disjunction_or,def,"Either there was no key, or it was made by the craftsman.","There was no key, or it was made by the craftsman."
1,0.13883221639514964,12,f,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no key, or it was made by the craftsman.","Either there was a key, or it was made by the craftsman."
0,-0.4048057479005034,12,f,disjunction_or>disjunction_eitheror_pos,def,"There was no key, or it was made by the craftsman.","Either there was a key, or it was made by the craftsman."
1,0.6997787007826526,13,m,disjunction_eitheror>conjunction,def,"Either there was no boat, or it was repaired by the sailor.","There was no boat, and it was repaired by the sailor."
1,0.18501533960383654,13,m,disjunction_or>conjunction,def,"There was no boat, or it was repaired by the sailor.","There was no boat, and it was repaired by the sailor."
1,0.514763361178816,13,m,disjunction_eitheror>disjunction_or,def,"Either there was no boat, or it was repaired by the sailor.","There was no boat, or it was repaired by the sailor."
1,0.42674850150246835,13,m,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no boat, or it was repaired by the sailor.","Either there was a boat, or it was repaired by the sailor."
0,-0.0880148596763477,13,m,disjunction_or>disjunction_eitheror_pos,def,"There was no boat, or it was repaired by the sailor.","Either there was a boat, or it was repaired by the sailor."
1,0.6997787007826526,13,f,disjunction_eitheror>conjunction,def,"Either there was no boat, or it was repaired by the sailor.","There was no boat, and it was repaired by the sailor."
1,0.18501533960383654,13,f,disjunction_or>conjunction,def,"There was no boat, or it was repaired by the sailor.","There was no boat, and it was repaired by the sailor."
1,0.514763361178816,13,f,disjunction_eitheror>disjunction_or,def,"Either there was no boat, or it was repaired by the sailor.","There was no boat, or it was repaired by the sailor."
1,0.42674850150246835,13,f,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no boat, or it was repaired by the sailor.","Either there was a boat, or it was repaired by the sailor."
0,-0.0880148596763477,13,f,disjunction_or>disjunction_eitheror_pos,def,"There was no boat, or it was repaired by the sailor.","Either there was a boat, or it was repaired by the sailor."
1,0.26733847756320506,14,m,disjunction_eitheror>conjunction,def,"Either there was no crime, or it was investigated by the detective.","There was no crime, and it was investigated by the detective."
0,-0.14436731956283033,14,m,disjunction_or>conjunction,def,"There was no crime, or it was investigated by the detective.","There was no crime, and it was investigated by the detective."
1,0.4117057971260354,14,m,disjunction_eitheror>disjunction_or,def,"Either there was no crime, or it was investigated by the detective.","There was no crime, or it was investigated by the detective."
1,0.32320492227169906,14,m,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no crime, or it was investigated by the detective.","Either there was a crime, or it was investigated by the detective."
0,-0.08850087485433633,14,m,disjunction_or>disjunction_eitheror_pos,def,"There was no crime, or it was investigated by the detective.","Either there was a crime, or it was investigated by the detective."
1,0.26733847756320506,14,f,disjunction_eitheror>conjunction,def,"Either there was no crime, or it was investigated by the detective.","There was no crime, and it was investigated by the detective."
0,-0.14436731956283033,14,f,disjunction_or>conjunction,def,"There was no crime, or it was investigated by the detective.","There was no crime, and it was investigated by the detective."
1,0.4117057971260354,14,f,disjunction_eitheror>disjunction_or,def,"Either there was no crime, or it was investigated by the detective.","There was no crime, or it was investigated by the detective."
1,0.32320492227169906,14,f,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no crime, or it was investigated by the detective.","Either there was a crime, or it was investigated by the detective."
0,-0.08850087485433633,14,f,disjunction_or>disjunction_eitheror_pos,def,"There was no crime, or it was investigated by the detective.","Either there was a crime, or it was investigated by the detective."
1,0.6149620937141962,15,m,disjunction_eitheror>conjunction,def,"Either there was no book, or it was borrowed by the student.","There was no book, and it was borrowed by the student."
1,0.04702022793717031,15,m,disjunction_or>conjunction,def,"There was no book, or it was borrowed by the student.","There was no book, and it was borrowed by the student."
1,0.5679418657770259,15,m,disjunction_eitheror>disjunction_or,def,"Either there was no book, or it was borrowed by the student.","There was no book, or it was borrowed by the student."
1,0.4222734884255468,15,m,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no book, or it was borrowed by the student.","Either there was a book, or it was borrowed by the student."
0,-0.14566837735147908,15,m,disjunction_or>disjunction_eitheror_pos,def,"There was no book, or it was borrowed by the student.","Either there was a book, or it was borrowed by the student."
1,0.6149620937141962,15,f,disjunction_eitheror>conjunction,def,"Either there was no book, or it was borrowed by the student.","There was no book, and it was borrowed by the student."
1,0.04702022793717031,15,f,disjunction_or>conjunction,def,"There was no book, or it was borrowed by the student.","There was no book, and it was borrowed by the student."
1,0.5679418657770259,15,f,disjunction_eitheror>disjunction_or,def,"Either there was no book, or it was borrowed by the student.","There was no book, or it was borrowed by the student."
1,0.4222734884255468,15,f,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no book, or it was borrowed by the student.","Either there was a book, or it was borrowed by the student."
0,-0.14566837735147908,15,f,disjunction_or>disjunction_eitheror_pos,def,"There was no book, or it was borrowed by the student.","Either there was a book, or it was borrowed by the student."
1,0.40518974970333943,16,m,disjunction_eitheror>conjunction,def,"Either there was no music, or it was played by the orchestra.","There was no music, and it was played by the orchestra."
1,0.0561205604371704,16,m,disjunction_or>conjunction,def,"There was no music, or it was played by the orchestra.","There was no music, and it was played by the orchestra."
1,0.34906918926616903,16,m,disjunction_eitheror>disjunction_or,def,"Either there was no music, or it was played by the orchestra.","There was no music, or it was played by the orchestra."
1,0.785910229964006,16,m,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no music, or it was played by the orchestra.","Either there was a music, or it was played by the orchestra."
1,0.4368410406978369,16,m,disjunction_or>disjunction_eitheror_pos,def,"There was no music, or it was played by the orchestra.","Either there was a music, or it was played by the orchestra."
1,0.40518974970333943,16,f,disjunction_eitheror>conjunction,def,"Either there was no music, or it was played by the orchestra.","There was no music, and it was played by the orchestra."
1,0.0561205604371704,16,f,disjunction_or>conjunction,def,"There was no music, or it was played by the orchestra.","There was no music, and it was played by the orchestra."
1,0.34906918926616903,16,f,disjunction_eitheror>disjunction_or,def,"Either there was no music, or it was played by the orchestra.","There was no music, or it was played by the orchestra."
1,0.785910229964006,16,f,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no music, or it was played by the orchestra.","Either there was a music, or it was played by the orchestra."
1,0.4368410406978369,16,f,disjunction_or>disjunction_eitheror_pos,def,"There was no music, or it was played by the orchestra.","Either there was a music, or it was played by the orchestra."
1,0.552303674167844,17,m,disjunction_eitheror>conjunction,def,"Either there was no data, or it was analyzed by the scientist.","There was no data, and it was analyzed by the scientist."
0,-0.021693742062831145,17,m,disjunction_or>conjunction,def,"There was no data, or it was analyzed by the scientist.","There was no data, and it was analyzed by the scientist."
1,0.5739974162306751,17,m,disjunction_eitheror>disjunction_or,def,"Either there was no data, or it was analyzed by the scientist.","There was no data, or it was analyzed by the scientist."
1,0.7482453784255445,17,m,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no data, or it was analyzed by the scientist.","Either there was a data, or it was analyzed by the scientist."
1,0.17424796219486938,17,m,disjunction_or>disjunction_eitheror_pos,def,"There was no data, or it was analyzed by the scientist.","Either there was a data, or it was analyzed by the scientist."
1,0.552303674167844,17,f,disjunction_eitheror>conjunction,def,"Either there was no data, or it was analyzed by the scientist.","There was no data, and it was analyzed by the scientist."
0,-0.021693742062831145,17,f,disjunction_or>conjunction,def,"There was no data, or it was analyzed by the scientist.","There was no data, and it was analyzed by the scientist."
1,0.5739974162306751,17,f,disjunction_eitheror>disjunction_or,def,"Either there was no data, or it was analyzed by the scientist.","There was no data, or it was analyzed by the scientist."
1,0.7482453784255445,17,f,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no data, or it was analyzed by the scientist.","Either there was a data, or it was analyzed by the scientist."
1,0.17424796219486938,17,f,disjunction_or>disjunction_eitheror_pos,def,"There was no data, or it was analyzed by the scientist.","Either there was a data, or it was analyzed by the scientist."
1,0.7276699760927521,18,m,disjunction_eitheror>conjunction,def,"Either there was no statue, or it was sculpted by the artist.","There was no statue, and it was sculpted by the artist."
1,0.1318210557881554,18,m,disjunction_or>conjunction,def,"There was no statue, or it was sculpted by the artist.","There was no statue, and it was sculpted by the artist."
1,0.5958489203045967,18,m,disjunction_eitheror>disjunction_or,def,"Either there was no statue, or it was sculpted by the artist.","There was no statue, or it was sculpted by the artist."
1,0.34505328718086403,18,m,disjunction_eitheror>disjunction_eitheror_pos,def,"Either there was no statue, or it was sculpted by the artist.","Either there was a statue, or it was sculpted by the artist."
0,-0.25079563312373265,18,m,disjunction_or>disjunction_eitheror_pos,def,"There was no statue, or it was sculpted by the artist.","Either there was a statue, or it was sculpted by the artist."
1,0.7276699760927521,18,f,disjunction_eitheror>conjunction,def,"Either there was no statue, or it was sculpted by the artist.","There was no statue, and it was sculpted by the artist."
