frame,gender,sent,subject,sentence_type,tokens,logprobs
1,NA,The pirate didn't acquire a treasure. It was hidden in the box.,def,negation2,The| pirate| didn|'t| acquire| a| treasure|.| It| was| hidden| in| the| box|.,"[-11.455799, -7.059265, -0.60357445, -9.883945, -2.3598876, -5.397822, -3.3845425, -2.7754607, -1.1575135, -6.4294734, -1.3229198, -0.8448653, -5.711217, -1.1764091]"
1,NA,"The pirate didn't acquire a treasure. In fact, it was hidden in the box.",def,negation2_infact,"The| pirate| didn|'t| acquire| a| treasure|.| In| fact|,| it| was| hidden| in| the| box|.","[-11.454849, -7.059593, -0.6032616, -9.883613, -2.3597481, -5.397888, -3.3852968, -4.744388, -1.1146963, -0.12353201, -2.6744242, -1.2025728, -6.4364667, -1.2781203, -1.052636, -5.650253, -1.282641]"
1,NA,The pirate didn't acquire a treasure. It was just hidden in the box.,def,negation2_just,The| pirate| didn|'t| acquire| a| treasure|.| It| was| just| hidden| in| the| box|.,"[-11.455799, -7.059265, -0.60357445, -9.883945, -2.3598876, -5.397822, -3.3845425, -2.7754607, -1.1575135, -2.8144531, -7.9394436, -1.5086848, -0.90498936, -5.5906124, -0.9739344]"
1,NA,"The pirate didn't acquire a treasure. In fact, it was just hidden in the box.",def,negation2_just_infact,"The| pirate| didn|'t| acquire| a| treasure|.| In| fact|,| it| was| just| hidden| in| the| box|.","[-11.454849, -7.059593, -0.6032616, -9.883613, -2.3597481, -5.397888, -3.3852968, -4.744388, -1.1146963, -0.12353201, -2.6744242, -1.2025728, -2.7546005, -8.916237, -1.473617, -1.0555247, -5.4537354, -0.9563119]"
1,NA,The pirate acquired a treasure. It was hidden in the box.,def,existential,The| pirate| acquired| a| treasure|.| It| was| hidden| in| the| box|.,"[-11.455799, -11.016275, -1.5891948, -6.3731394, -5.072575, -3.1106546, -0.9595623, -4.844503, -0.839468, -0.96316254, -6.5054054, -1.2967396]"
1,NA,"The pirate acquired a treasure. In fact, it was hidden in the box.",def,existential_infact,"The| pirate| acquired| a| treasure|.| In| fact|,| it| was| hidden| in| the| box|.","[-11.455799, -11.016275, -1.5891948, -6.3731394, -5.072575, -4.449526, -3.5923367, -0.170694, -2.0478764, -0.6057616, -6.260803, -0.9564288, -0.978122, -6.0755606, -1.3992574]"
2,NA,It was not the case that the kid didn't have a dog. It was just out for a walk.,def,DNE,It| was| not| the| case| that| the| kid| didn|'t| have| a| dog|.| It| was| just| out| for| a| walk|.,"[-2.3792396, -3.646462, -2.5976014, -4.041338, -1.7117422, -1.5121084, -9.326126, -3.876855, -0.33792123, -1.8954592, -1.1971467, -6.203124, -1.2569913, -2.3391206, -0.44336715, -2.2521365, -6.7400613, -4.400599, -0.59234715, -0.2878821, -1.4754994]"
2,NA,"It was not the case that the kid didn't have a dog. In fact, it was just out for a walk.",def,DNE_infact,"It| was| not| the| case| that| the| kid| didn|'t| have| a| dog|.| In| fact|,| it| was| just| out| for| a| walk|.","[-2.3792396, -3.646462, -2.5976014, -4.041338, -1.7117422, -1.5121084, -9.326126, -3.876855, -0.33792123, -1.8954592, -1.1971467, -6.203124, -1.2569913, -4.2051744, -0.4032296, -0.14458245, -2.7326496, -0.48300403, -3.8047733, -7.0573587, -3.7620096, -0.30715126, -0.25673205, -1.3516644]"
2,NA,The kid didn't have a dog. It was out for a walk.,def,negation2,The| kid| didn|'t| have| a| dog|.| It| was| out| for| a| walk|.,"[-8.820885, -4.6880903, -0.52023804, -2.5326207, -1.211283, -6.1706963, -1.8282557, -3.519365, -0.5595682, -7.3174033, -3.826435, -0.753434, -0.3610148, -1.1604409]"
2,NA,"The kid didn't have a dog. In fact, it was out for a walk.",def,negation2_infact,"The| kid| didn|'t| have| a| dog|.| In| fact|,| it| was| out| for| a| walk|.","[-8.820475, -4.6872864, -0.5198614, -2.532776, -1.2114043, -6.1713667, -1.8286312, -5.8107347, -0.75928813, -0.10428637, -3.5069613, -0.87628466, -7.8074074, -3.5444727, -0.9031963, -0.50071496, -1.4694993]"
2,NA,The kid didn't have a dog. It was just out for a walk.,def,negation2_just,The| kid| didn|'t| have| a| dog|.| It| was| just| out| for| a| walk|.,"[-8.820885, -4.6880903, -0.52023804, -2.5326207, -1.211283, -6.1706963, -1.8282557, -3.519365, -0.5595682, -1.9236169, -6.559451, -3.6445103, -0.2857307, -0.27507976, -1.1002686]"
2,NA,"The kid didn't have a dog. In fact, it was just out for a walk.",def,negation2_just_infact,"The| kid| didn|'t| have| a| dog|.| In| fact|,| it| was| just| out| for| a| walk|.","[-8.820475, -4.6872864, -0.5198614, -2.532776, -1.2114043, -6.1713667, -1.8286312, -5.8107347, -0.75928813, -0.10428637, -3.5069613, -0.87628466, -3.429887, -6.8730197, -3.2266855, -0.28402746, -0.3810261, -1.19203]"
2,NA,The kid had a dog. It was out for a walk.,def,existential,The| kid| had| a| dog|.| It| was| out| for| a| walk|.,"[-8.820885, -3.880877, -1.4859085, -7.071202, -2.19728, -2.9370134, -0.5933211, -7.0884857, -3.5560184, -0.43987903, -0.25993416, -1.4643502]"
2,NA,"The kid had a dog. In fact, it was out for a walk.",def,existential_infact,"The| kid| had| a| dog|.| In| fact|,| it| was| out| for| a| walk|.","[-8.820885, -3.880877, -1.4859085, -7.071202, -2.19728, -5.69755, -2.2912078, -0.17278588, -2.314723, -0.33291328, -8.081845, -3.424418, -0.45809036, -0.30950275, -1.648694]"
3,NA,It was not the case that the student didn't discover a problem. It was just too hard to solve.,def,DNE,It| was| not| the| case| that| the| student| didn|'t| discover| a| problem|.| It| was| just| too| hard| to| solve|.,"[-2.3792396, -3.646462, -2.5976014, -4.041338, -1.7117422, -1.5121084, -6.942722, -5.247489, -0.6559982, -9.154121, -3.7979698, -3.7270963, -1.784443, -2.3154888, -0.4400822, -3.3447685, -4.7908516, -2.6402166, -0.49279454, -2.3288307, -1.1165997]"
3,NA,"It was not the case that the student didn't discover a problem. In fact, it was just too hard to solve.",def,DNE_infact,"It| was| not| the| case| that| the| student| didn|'t| discover| a| problem|.| In| fact|,| it| was| just| too| hard| to| solve|.","[-2.3792396, -3.646462, -2.5976014, -4.041338, -1.7117422, -1.5121084, -6.942722, -5.247489, -0.6559982, -9.154121, -3.7979698, -3.7270963, -1.784443, -3.3722687, -0.49495533, -0.105828986, -2.478111, -0.522184, -3.870916, -6.0436487, -2.9241812, -0.63142884, -2.343564, -1.0487604]"
3,NA,The student didn't discover a problem. It was too hard to solve.,def,negation2,The| student| didn|'t| discover| a| problem|.| It| was| too| hard| to| solve|.,"[-8.019406, -6.4278126, -0.7024868, -8.340246, -3.4725027, -3.596762, -2.216466, -3.431453, -0.8852142, -5.6647835, -3.3050537, -1.1702362, -3.0097473, -1.142927]"
3,NA,"The student didn't discover a problem. In fact, it was too hard to solve.",def,negation2_infact,"The| student| didn|'t| discover| a| problem|.| In| fact|,| it| was| too| hard| to| solve|.","[-8.019342, -6.428774, -0.7026162, -8.340578, -3.4739525, -3.5962112, -2.2169151, -4.869235, -0.9047815, -0.10639258, -2.881419, -1.117398, -5.6775174, -3.8834877, -1.4577872, -3.1548538, -1.1827096]"
3,NA,The student didn't discover a problem. It was just too hard to solve.,def,negation2_just,The| student| didn|'t| discover| a| problem|.| It| was| just| too| hard| to| solve|.,"[-8.019406, -6.4278126, -0.7024868, -8.340246, -3.4725027, -3.596762, -2.216466, -3.431453, -0.8852142, -3.470235, -4.4704723, -2.506383, -1.170926, -3.2468255, -1.2311124]"
3,NA,"The student didn't discover a problem. In fact, it was just too hard to solve.",def,negation2_just_infact,"The| student| didn|'t| discover| a| problem|.| In| fact|,| it| was| just| too| hard| to| solve|.","[-8.019342, -6.428774, -0.7026162, -8.340578, -3.4739525, -3.5962112, -2.2169151, -4.869235, -0.9047815, -0.10639258, -2.881419, -1.117398, -3.7996817, -5.61647, -2.959487, -1.6364014, -3.141139, -1.1936753]"
3,NA,The student discovered a problem. It was too hard to solve.,def,existential,The| student| discovered| a| problem|.| It| was| too| hard| to| solve|.,"[-8.019406, -9.32347, -2.5865483, -4.64926, -4.0955276, -2.9564104, -0.96979046, -4.41669, -2.1151497, -1.0803368, -2.6642756, -0.89478064]"
3,NA,"The student discovered a problem. In fact, it was too hard to solve.",def,existential_infact,"The| student| discovered| a| problem|.| In| fact|,| it| was| too| hard| to| solve|.","[-8.019406, -9.32347, -2.5865483, -4.64926, -4.0955276, -4.0697823, -3.64785, -0.14398623, -2.1539598, -0.54783475, -5.6140184, -3.7497778, -0.971544, -1.404064, -0.86368]"
4,NA,It was not the case that the doctor didn't find a bone. It was just stored in formalin.,def,DNE,It| was| not| the| case| that| the| doctor| didn|'t| find| a| bone|.| It| was| just| stored| in| formal|in|.,"[-2.3792396, -3.646462, -2.5976014, -4.041338, -1.7117422, -1.5121084, -7.3363256, -5.296436, -0.58656764, -5.2731323, -2.5111532, -4.818613, -2.6211278, -2.2616465, -0.46687376, -3.1056805, -11.989421, -0.9912597, -9.252767, -0.2874321, -1.2949142]"
4,NA,"It was not the case that the doctor didn't find a bone. In fact, it was just stored in formalin.",def,DNE_infact,"It| was| not| the| case| that| the| doctor| didn|'t| find| a| bone|.| In| fact|,| it| was| just| stored| in| formal|in|.","[-2.3792396, -3.646462, -2.5976014, -4.041338, -1.7117422, -1.5121084, -7.3363256, -5.296436, -0.58656764, -5.2731323, -2.5111532, -4.818613, -2.6211278, -3.9210427, -0.40834308, -0.12533809, -2.7270455, -0.47900635, -3.8318114, -11.875223, -0.8559344, -9.383731, -0.31011868, -1.1880319]"
4,NA,The doctor didn't find a bone. It was stored in formalin.,def,negation2,The| doctor| didn|'t| find| a| bone|.| It| was| stored| in| formal|in|.,"[-8.070795, -5.3462067, -0.635645, -4.345676, -2.2550573, -3.6891248, -3.395878, -3.2446864, -0.89631224, -10.465389, -0.75075907, -7.9440813, -0.59736174, -1.2090169]"
4,NA,"The doctor didn't find a bone. In fact, it was stored in formalin.",def,negation2_infact,"The| doctor| didn|'t| find| a| bone|.| In| fact|,| it| was| stored| in| formal|in|.","[-8.070872, -5.3459425, -0.6352934, -4.3447256, -2.2544136, -3.6896942, -3.398731, -4.832085, -0.7220517, -0.09194811, -3.2703679, -1.0402633, -11.686335, -0.6938766, -9.003597, -1.0781927, -1.38862]"
4,NA,The doctor didn't find a bone. It was just stored in formalin.,def,negation2_just,The| doctor| didn|'t| find| a| bone|.| It| was| just| stored| in| formal|in|.,"[-8.070795, -5.3462067, -0.635645, -4.345676, -2.2550573, -3.6891248, -3.395878, -3.2446864, -0.89631224, -2.1923728, -10.887085, -1.1900886, -11.236652, -0.91240007, -1.0780632]"
4,NA,"The doctor didn't find a bone. In fact, it was just stored in formalin.",def,negation2_just_infact,"The| doctor| didn|'t| find| a| bone|.| In| fact|,| it| was| just| stored| in| formal|in|.","[-8.070872, -5.3459425, -0.6352934, -4.3447256, -2.2544136, -3.6896942, -3.398731, -4.832085, -0.7220517, -0.09194811, -3.2703679, -1.0402633, -3.3559098, -12.011807, -1.0428389, -10.892308, -1.1178596, -1.2006278]"
4,NA,The doctor found a bone. It was stored in formalin.,def,existential,The| doctor| found| a| bone|.| It| was| stored| in| formal|in|.,"[-8.070795, -6.269185, -1.5573361, -5.044197, -6.4962187, -2.2605977, -0.506777, -11.997316, -0.52028453, -6.723908, -0.5366545, -1.2006257]"
4,NA,"The doctor found a bone. In fact, it was stored in formalin.",def,existential_infact,"The| doctor| found| a| bone|.| In| fact|,| it| was| stored| in| formal|in|.","[-8.070795, -6.269185, -1.5573361, -5.044197, -6.4962187, -4.84313, -2.564889, -0.18710303, -1.7027111, -0.33153296, -12.799199, -0.564601, -8.081283, -1.0375662, -1.2336774]"
5,NA,It was not the case that the photographer didn't capture a moment. It was just gone in a flash.,def,DNE,It| was| not| the| case| that| the| photographer| didn|'t| capture| a| moment|.| It| was| just| gone| in| a| flash|.,"[-2.3792396, -3.646462, -2.5976014, -4.041338, -1.7117422, -1.5121084, -9.580324, -5.1980906, -0.6821619, -6.1487303, -2.8987012, -2.9703343, -1.9934826, -1.8808105, -0.3232337, -3.2071645, -8.576014, -2.7030618, -0.84942144, -1.1787748, -0.90836304]"
5,NA,"It was not the case that the photographer didn't capture a moment. In fact, it was just gone in a flash.",def,DNE_infact,"It| was| not| the| case| that| the| photographer| didn|'t| capture| a| moment|.| In| fact|,| it| was| just| gone| in| a| flash|.","[-2.3792396, -3.646462, -2.5976014, -4.041338, -1.7117422, -1.5121084, -9.580324, -5.1980906, -0.6821619, -6.1487303, -2.8987012, -2.9703343, -1.9934826, -3.6487873, -0.5749652, -0.11466843, -2.527924, -0.63173085, -3.446443, -9.372886, -2.0864072, -0.8559349, -1.1494356, -0.76992095]"
5,NA,The photographer didn't capture a moment. It was gone in a flash.,def,negation2,The| photographer| didn|'t| capture| a| moment|.| It| was| gone| in| a| flash|.,"[-9.936317, -5.840391, -0.7429232, -4.7180243, -3.161447, -3.0425525, -2.9746737, -2.8321655, -0.9282986, -6.0560017, -1.8170252, -1.0201873, -1.1104736, -0.7694236]"
5,NA,"The photographer didn't capture a moment. In fact, it was gone in a flash.",def,negation2_infact,"The| photographer| didn|'t| capture| a| moment|.| In| fact|,| it| was| gone| in| a| flash|.","[-9.936201, -5.840649, -0.7437637, -4.717495, -3.1621249, -3.0428505, -2.9743948, -4.8475504, -1.090239, -0.13612919, -2.7951176, -1.4799095, -7.958799, -1.1101927, -1.0825639, -1.228043, -0.7034753]"
5,NA,The photographer didn't capture a moment. It was just gone in a flash.,def,negation2_just,The| photographer| didn|'t| capture| a| moment|.| It| was| just| gone| in| a| flash|.,"[-9.936317, -5.840391, -0.7429232, -4.7180243, -3.161447, -3.0425525, -2.9746737, -2.8321655, -0.9282986, -2.3323078, -5.734131, -2.9649131, -0.88541555, -1.1142503, -0.7193152]"
5,NA,"The photographer didn't capture a moment. In fact, it was just gone in a flash.",def,negation2_just_infact,"The| photographer| didn|'t| capture| a| moment|.| In| fact|,| it| was| just| gone| in| a| flash|.","[-9.936201, -5.840649, -0.7437637, -4.717495, -3.1621249, -3.0428505, -2.9743948, -4.8475504, -1.090239, -0.13612919, -2.7951176, -1.4799095, -3.1498852, -7.909705, -2.0806932, -0.88785845, -1.1956494, -0.67055726]"
5,NA,The photographer captured a moment. It was gone in a flash.,def,existential,The| photographer| captured| a| moment|.| It| was| gone| in| a| flash|.,"[-9.936317, -5.1340475, -2.2635663, -2.6451614, -4.1877337, -2.7051709, -1.1104516, -6.068306, -1.7395053, -1.215971, -0.9384578, -0.7730623]"
5,NA,"The photographer captured a moment. In fact, it was gone in a flash.",def,existential_infact,"The| photographer| captured| a| moment|.| In| fact|,| it| was| gone| in| a| flash|.","[-9.936317, -5.1340475, -2.2635663, -2.6451614, -4.1877337, -4.536868, -3.8243012, -0.1645543, -2.0845504, -0.9075779, -10.343025, -1.0688851, -1.047965, -0.9673979, -0.6669951]"
6,NA,It was not the case that the surgeon didn't detect a tumor. It was just spreading everywhere.,def,DNE,It| was| not| the| case| that| the| surgeon| didn|'t| detect| a| tumor|.| It| was| just| spreading| everywhere|.,"[-2.3792396, -3.646462, -2.5976014, -4.041338, -1.7117422, -1.5121084, -9.422346, -6.157065, -0.62359065, -7.8466053, -2.073403, -2.1878707, -1.4715236, -2.2835221, -0.63055575, -2.950491, -11.583736, -7.7084103, -1.1741499]"
6,NA,"It was not the case that the surgeon didn't detect a tumor. In fact, it was just spreading everywhere.",def,DNE_infact,"It| was| not| the| case| that| the| surgeon| didn|'t| detect| a| tumor|.| In| fact|,| it| was| just| spreading| everywhere|.","[-2.3792396, -3.646462, -2.5976014, -4.041338, -1.7117422, -1.5121084, -9.422346, -6.157065, -0.62359065, -7.8466053, -2.073403, -2.1878707, -1.4715236, -3.3340774, -0.46002454, -0.100301564, -2.6068015, -0.53535014, -4.271846, -10.934521, -7.1453094, -1.079973]"
6,NA,The surgeon didn't detect a tumor. It was spreading everywhere.,def,negation2,The| surgeon| didn|'t| detect| a| tumor|.| It| was| spreading| everywhere|.,"[-10.470804, -6.2235584, -0.7497785, -8.338876, -2.0072582, -2.5484886, -2.1174612, -3.480516, -0.8285179, -10.0395355, -5.925403, -0.9921326]"
6,NA,"The surgeon didn't detect a tumor. In fact, it was spreading everywhere.",def,negation2_infact,"The| surgeon| didn|'t| detect| a| tumor|.| In| fact|,| it| was| spreading| everywhere|.","[-10.470804, -6.2235584, -0.7497785, -8.338876, -2.0072582, -2.5484886, -2.1174612, -4.074203, -0.7227009, -0.06774756, -3.1782274, -0.87917024, -9.787006, -6.0939374, -1.0773289]"
6,NA,The surgeon didn't detect a tumor. It was just spreading everywhere.,def,negation2_just,The| surgeon| didn|'t| detect| a| tumor|.| It| was| just| spreading| everywhere|.,"[-10.470804, -6.2235584, -0.7497785, -8.338876, -2.0072582, -2.5484886, -2.1174612, -3.480516, -0.8285179, -2.4111915, -9.498177, -6.134768, -0.85856616]"
6,NA,"The surgeon didn't detect a tumor. In fact, it was just spreading everywhere.",def,negation2_just_infact,"The| surgeon| didn|'t| detect| a| tumor|.| In| fact|,| it| was| just| spreading| everywhere|.","[-10.470318, -6.223633, -0.75021154, -8.339642, -2.007895, -2.5474856, -2.1177683, -4.074201, -0.7226344, -0.06773142, -3.1775656, -0.87918216, -3.5520208, -9.566131, -6.0636578, -0.94766456]"
6,NA,The surgeon detected a tumor. It was spreading everywhere.,def,existential,The| surgeon| detected| a| tumor|.| It| was| spreading| everywhere|.,"[-10.470804, -9.770666, -1.1119633, -2.5920672, -4.2179713, -3.0970237, -0.49397188, -8.069255, -6.6751957, -0.959302]"
6,NA,"The surgeon detected a tumor. In fact, it was spreading everywhere.",def,existential_infact,"The| surgeon| detected| a| tumor|.| In| fact|,| it| was| spreading| everywhere|.","[-10.470804, -9.770666, -1.1119633, -2.5920672, -4.2179713, -4.044672, -3.5576832, -0.090540394, -1.6502119, -0.29952118, -7.9770145, -5.971751, -0.94888484]"
7,NA,It was not the case that the editor didn't observe a mistake. It was just negligible.,def,DNE,It| was| not| the| case| that| the| editor| didn|'t| observe| a| mistake|.| It| was| just| negligible|.,"[-2.3792396, -3.646462, -2.5976014, -4.041338, -1.7117422, -1.5121084, -9.001101, -5.262701, -0.60617596, -8.547318, -3.402679, -5.6239195, -1.4875143, -2.396845, -0.5313138, -3.5979044, -10.858807, -0.9243293]"
7,NA,"It was not the case that the editor didn't observe a mistake. In fact, it was just negligible.",def,DNE_infact,"It| was| not| the| case| that| the| editor| didn|'t| observe| a| mistake|.| In| fact|,| it| was| just| negligible|.","[-2.3792396, -3.646462, -2.5976014, -4.041338, -1.7117422, -1.5121084, -9.001101, -5.262701, -0.60617596, -8.547318, -3.402679, -5.6239195, -1.4875143, -3.2312148, -0.7010206, -0.12643343, -2.576354, -0.744004, -4.320282, -11.970366, -0.88941634]"
7,NA,The editor didn't observe a mistake. It was negligible.,def,negation2,The| editor| didn|'t| observe| a| mistake|.| It| was| negligible|.,"[-9.065088, -6.5474367, -0.5870529, -9.360132, -2.7112045, -5.9032674, -2.17042, -3.0324206, -1.6652536, -11.14087, -1.1524243]"
7,NA,"The editor didn't observe a mistake. In fact, it was negligible.",def,negation2_infact,"The| editor| didn|'t| observe| a| mistake|.| In| fact|,| it| was| negligible|.","[-9.065088, -6.5474367, -0.5870529, -9.360132, -2.7112045, -5.9032674, -2.17042, -4.2735357, -1.9534296, -0.12858528, -2.3676825, -1.3877128, -11.621307, -0.8870961]"
7,NA,The editor didn't observe a mistake. It was just negligible.,def,negation2_just,The| editor| didn|'t| observe| a| mistake|.| It| was| just| negligible|.,"[-9.065088, -6.5474367, -0.5870529, -9.360132, -2.7112045, -5.9032674, -2.17042, -3.0324206, -1.6652536, -2.7411313, -11.938791, -0.9891703]"
7,NA,"The editor didn't observe a mistake. In fact, it was just negligible.",def,negation2_just_infact,"The| editor| didn|'t| observe| a| mistake|.| In| fact|,| it| was| just| negligible|.","[-9.065088, -6.5474367, -0.5870529, -9.360132, -2.7112045, -5.9032674, -2.17042, -4.2735357, -1.9534296, -0.12858528, -2.3676825, -1.3877128, -3.7617688, -12.958749, -0.88143975]"
7,NA,The editor observed a mistake. It was negligible.,def,existential,The| editor| observed| a| mistake|.| It| was| negligible|.,"[-9.065088, -8.295055, -3.112987, -6.5981326, -3.4501882, -2.7415814, -1.1140552, -11.594659, -1.7625494]"
7,NA,"The editor observed a mistake. In fact, it was negligible.",def,existential_infact,"The| editor| observed| a| mistake|.| In| fact|,| it| was| negligible|.","[-9.065088, -8.295055, -3.112987, -6.5981326, -3.4501882, -3.8976684, -4.3837895, -0.24844584, -2.094689, -0.6838134, -10.883077, -1.0432016]"
8,NA,It was not the case that the chef didn't plant a tomato. It was just not ripe yet.,def,DNE,It| was| not| the| case| that| the| chef| didn|'t| plant| a| tomato|.| It| was| just| not| ripe| yet|.,"[-2.3792396, -3.646462, -2.5976014, -4.041338, -1.7117422, -1.5121084, -11.08663, -4.898829, -0.6695717, -10.082855, -2.6260772, -3.7219877, -1.9225144, -1.982562, -0.40742585, -3.088369, -2.9525206, -2.5605373, -2.1792345, -0.62155664]"
8,NA,"It was not the case that the chef didn't plant a tomato. In fact, it was just not ripe yet.",def,DNE_infact,"It| was| not| the| case| that| the| chef| didn|'t| plant| a| tomato|.| In| fact|,| it| was| just| not| ripe| yet|.","[-2.3792396, -3.646462, -2.5976014, -4.041338, -1.7117422, -1.5121084, -11.08663, -4.898829, -0.6695717, -10.082855, -2.6260772, -3.7219877, -1.9225144, -3.7742414, -0.46859393, -0.11916761, -2.4324956, -0.5100865, -3.5624104, -4.2637625, -2.871601, -2.0604348, -0.5765284]"
8,NA,The chef didn't plant a tomato. It was not ripe yet.,def,negation2,The| chef| didn|'t| plant| a| tomato|.| It| was| not| ripe| yet|.,"[-10.193656, -6.270502, -0.7298152, -10.668772, -2.5252883, -4.0956626, -2.8651872, -2.691517, -0.9662499, -4.7891335, -7.2722063, -2.9268918, -0.57125366]"
8,NA,"The chef didn't plant a tomato. In fact, it was not ripe yet.",def,negation2_infact,"The| chef| didn|'t| plant| a| tomato|.| In| fact|,| it| was| not| ripe| yet|.","[-10.193331, -6.269965, -0.72997314, -10.670469, -2.5264242, -4.0969105, -2.8649883, -5.1730123, -0.7900981, -0.10475583, -2.9516535, -0.9257153, -4.005648, -7.4316688, -2.946589, -0.6823272]"
8,NA,The chef didn't plant a tomato. It was just not ripe yet.,def,negation2_just,The| chef| didn|'t| plant| a| tomato|.| It| was| just| not| ripe| yet|.,"[-10.193656, -6.270502, -0.7298152, -10.668772, -2.5252883, -4.0956626, -2.8651872, -2.691517, -0.9662499, -3.2360673, -6.6049013, -2.2198005, -2.535034, -0.6002389]"
8,NA,"The chef didn't plant a tomato. In fact, it was just not ripe yet.",def,negation2_just_infact,"The| chef| didn|'t| plant| a| tomato|.| In| fact|,| it| was| just| not| ripe| yet|.","[-10.193331, -6.269965, -0.72997314, -10.670469, -2.5264242, -4.0969105, -2.8649883, -5.1730123, -0.7900981, -0.10475583, -2.9516535, -0.9257153, -3.8494844, -6.357419, -3.8684764, -2.8680563, -0.57219005]"
8,NA,The chef planted a tomato. It was not ripe yet.,def,existential,The| chef| planted| a| tomato|.| It| was| not| ripe| yet|.,"[-10.193656, -11.776429, -1.5397824, -4.6637287, -4.4794455, -2.745727, -2.072353, -3.800666, -4.1841116, -1.922008, -0.9268196]"
