frame,gender,sent,subject,sentence_type,tokens,logprobs,slor_nofirst
1,m,"There was no manuscript, or it was hidden by the librarian.",def,disjunction_or,"There| was| no| manuscript|,| or| it| was| hidden| by| the| librarian|.","[-2.7996643, -1.9612105, -11.631311, -2.349634, -3.5464425, -4.583658, -0.701347, -5.2756367, -3.4142013, -0.9966048, -6.035688, -1.5505348]",2.9988796037940815
1,m,"There was no manuscript, and it was hidden by the librarian.",def,conjunction,"There| was| no| manuscript|,| and| it| was| hidden| by| the| librarian|.","[-2.7996643, -1.9612105, -11.631311, -2.349634, -2.4999318, -3.0714617, -0.72207826, -8.663354, -3.2827404, -1.3200265, -5.864666, -2.0228705]",2.7201233816902453
1,f,"Either there was no manuscript, or it was hidden by the librarian.",def,disjunction_eitheror,"Either| there| was| no| manuscript|,| or| it| was| hidden| by| the| librarian|.","[-5.833662, -2.6940677, -1.6776521, -10.888916, -1.7021142, -0.31098554, -1.5252379, -0.4560784, -5.205161, -2.7159488, -0.9601867, -6.6333075, -1.7312368]",3.4754488956763243
1,f,"Either there was a manuscript, or it was hidden by the librarian.",def,disjunction_eitheror_pos,"Either| there| was| a| manuscript|,| or| it| was| hidden| by| the| librarian|.","[-5.833662, -2.6940677, -1.0582054, -10.199748, -2.6141403, -0.55767417, -2.6101973, -0.48263624, -8.112236, -2.932867, -0.9467135, -7.380781, -1.667526]",2.891912242635393
1,f,"There was no manuscript, or it was hidden by the librarian.",def,disjunction_or,"There| was| no| manuscript|,| or| it| was| hidden| by| the| librarian|.","[-2.7996643, -1.9612105, -11.631311, -2.349634, -3.5464425, -4.583658, -0.701347, -5.2756367, -3.4142013, -0.9966048, -6.035688, -1.5505348]",2.9988796037940815
1,f,"There was no manuscript, and it was hidden by the librarian.",def,conjunction,"There| was| no| manuscript|,| and| it| was| hidden| by| the| librarian|.","[-2.7996643, -1.9612105, -11.631311, -2.349634, -2.4999318, -3.0714617, -0.72207826, -8.663354, -3.2827404, -1.3200265, -5.864666, -2.0228705]",2.7201233816902453
2,m,"Either there was no painting, or it was stolen by the thief.",def,disjunction_eitheror,"Either| there| was| no| painting|,| or| it| was| stolen| by| the| thief|.","[-5.833662, -2.6940677, -1.6776521, -10.229719, -1.8964155, -0.4853904, -1.6140231, -0.40512624, -5.30803, -2.776939, -1.202598, -5.3126616, -1.512152]",3.451423439578144
2,m,"Either there was a painting, or it was stolen by the thief.",def,disjunction_eitheror_pos,"Either| there| was| a| painting|,| or| it| was| stolen| by| the| thief|.","[-5.833662, -2.6940677, -1.0582054, -9.86845, -3.0029812, -1.0974302, -2.583648, -0.49914557, -7.575407, -3.0731235, -1.3651919, -4.717045, -1.4601231]",2.9352603280756755
2,m,"There was no painting, or it was stolen by the thief.",def,disjunction_or,"There| was| no| painting|,| or| it| was| stolen| by| the| thief|.","[-2.7996643, -1.9612105, -10.523275, -2.322569, -4.2899876, -5.6344557, -0.67743325, -6.6156464, -3.1723976, -1.1795634, -4.9064302, -1.7025]",2.7790755221877195
2,m,"There was no painting, and it was stolen by the thief.",def,conjunction,"There| was| no| painting|,| and| it| was| stolen| by| the| thief|.","[-2.7996643, -1.9612105, -10.523275, -2.322569, -3.7860394, -3.3885105, -0.6129922, -10.275358, -2.7829812, -1.3662457, -5.218954, -1.7628287]",2.5276126759172164
2,f,"Either there was no painting, or it was stolen by the thief.",def,disjunction_eitheror,"Either| there| was| no| painting|,| or| it| was| stolen| by| the| thief|.","[-5.833662, -2.6940677, -1.6776521, -10.229719, -1.8964155, -0.4853904, -1.6140231, -0.40512624, -5.30803, -2.776939, -1.202598, -5.3126616, -1.512152]",3.451423439578144
2,f,"Either there was a painting, or it was stolen by the thief.",def,disjunction_eitheror_pos,"Either| there| was| a| painting|,| or| it| was| stolen| by| the| thief|.","[-5.833662, -2.6940677, -1.0582054, -9.86845, -3.0029812, -1.0974302, -2.583648, -0.49914557, -7.575407, -3.0731235, -1.3651919, -4.717045, -1.4601231]",2.9352603280756755
2,f,"There was no painting, or it was stolen by the thief.",def,disjunction_or,"There| was| no| painting|,| or| it| was| stolen| by| the| thief|.","[-2.7996643, -1.9612105, -10.523275, -2.322569, -4.2899876, -5.6344557, -0.67743325, -6.6156464, -3.1723976, -1.1795634, -4.9064302, -1.7025]",2.7790755221877195
2,f,"There was no painting, and it was stolen by the thief.",def,conjunction,"There| was| no| painting|,| and| it| was| stolen| by| the| thief|.","[-2.7996643, -1.9612105, -10.523275, -2.322569, -3.7860394, -3.3885105, -0.6129922, -10.275358, -2.7829812, -1.3662457, -5.218954, -1.7628287]",2.5276126759172164
3,m,"Either there was no weapon, or it was secured by the soldier.",def,disjunction_eitheror,"Either| there| was| no| weapon|,| or| it| was| secured| by| the| soldier|.","[-5.833662, -2.6940677, -1.6776521, -8.611515, -1.6205117, -0.5275041, -1.7500857, -0.46058983, -7.670092, -2.43758, -1.3132212, -6.4101152, -1.914564]",3.1350126923742536
3,m,"Either there was a weapon, or it was secured by the soldier.",def,disjunction_eitheror_pos,"Either| there| was| a| weapon|,| or| it| was| secured| by| the| soldier|.","[-5.833662, -2.6940677, -1.0582054, -8.884108, -2.5196235, -0.8059697, -2.7611284, -0.47307444, -9.570836, -2.3494787, -1.625684, -7.1095314, -1.8513507]",2.562271467025631
3,m,"There was no weapon, or it was secured by the soldier.",def,disjunction_or,"There| was| no| weapon|,| or| it| was| secured| by| the| soldier|.","[-2.7996643, -1.9612105, -9.048841, -2.5153356, -3.9735727, -4.5413876, -0.815263, -8.155649, -2.9527764, -1.156657, -7.1040134, -1.876815]",2.507686491050171
3,m,"There was no weapon, and it was secured by the soldier.",def,conjunction,"There| was| no| weapon|,| and| it| was| secured| by| the| soldier|.","[-2.7996643, -1.9612105, -9.048841, -2.5153356, -2.9027061, -3.2751482, -0.7747577, -8.78874, -1.9774612, -2.0112941, -9.030877, -2.0723689]",2.3194133489463353
3,f,"Either there was no weapon, or it was secured by the soldier.",def,disjunction_eitheror,"Either| there| was| no| weapon|,| or| it| was| secured| by| the| soldier|.","[-5.833662, -2.6940677, -1.6776521, -8.611515, -1.6205117, -0.5275041, -1.7500857, -0.46058983, -7.670092, -2.43758, -1.3132212, -6.4101152, -1.914564]",3.1350126923742536
3,f,"Either there was a weapon, or it was secured by the soldier.",def,disjunction_eitheror_pos,"Either| there| was| a| weapon|,| or| it| was| secured| by| the| soldier|.","[-5.833662, -2.6940677, -1.0582054, -8.884108, -2.5196235, -0.8059697, -2.7611284, -0.47307444, -9.570836, -2.3494787, -1.625684, -7.1095314, -1.8513507]",2.562271467025631
3,f,"There was no weapon, or it was secured by the soldier.",def,disjunction_or,"There| was| no| weapon|,| or| it| was| secured| by| the| soldier|.","[-2.7996643, -1.9612105, -9.048841, -2.5153356, -3.9735727, -4.5413876, -0.815263, -8.155649, -2.9527764, -1.156657, -7.1040134, -1.876815]",2.507686491050171
3,f,"There was no weapon, and it was secured by the soldier.",def,conjunction,"There| was| no| weapon|,| and| it| was| secured| by| the| soldier|.","[-2.7996643, -1.9612105, -9.048841, -2.5153356, -2.9027061, -3.2751482, -0.7747577, -8.78874, -1.9774612, -2.0112941, -9.030877, -2.0723689]",2.3194133489463353
4,m,"Either there was no flower, or it was planted by the gardener.",def,disjunction_eitheror,"Either| there| was| no| flower|,| or| it| was| planted| by| the| gard|ener|.","[-5.833662, -2.6940677, -1.6776521, -10.755501, -1.8859278, -0.46766067, -1.3327391, -0.45945486, -6.7698383, -2.89247, -1.9078242, -4.056795, -0.019097727, -1.5685612]",4.059743920652061
4,m,"Either there was a flower, or it was planted by the gardener.",def,disjunction_eitheror_pos,"Either| there| was| a| flower|,| or| it| was| planted| by| the| gard|ener|.","[-5.833662, -2.6940677, -1.0582054, -10.937086, -2.9683368, -1.0819306, -3.0639498, -0.67611927, -6.2337785, -2.2264004, -1.8460561, -4.0421104, -0.02393895, -1.2869542]",3.7396424218997693
4,m,"There was no flower, or it was planted by the gardener.",def,disjunction_or,"There| was| no| flower|,| or| it| was| planted| by| the| gard|ener|.","[-2.7996643, -1.9612105, -10.146242, -2.6910896, -3.7819629, -5.394538, -0.8229177, -6.7572837, -2.8764296, -1.6602471, -4.22216, -0.01280275, -1.9485925]",3.6461249044512014
4,m,"There was no flower, and it was planted by the gardener.",def,conjunction,"There| was| no| flower|,| and| it| was| planted| by| the| gard|ener|.","[-2.7996643, -1.9612105, -10.146242, -2.6910896, -3.2437043, -3.4954271, -0.7353071, -7.1468954, -3.0278811, -1.4819121, -5.3448515, -0.013791693, -1.945326]",3.5722617776630443
4,f,"Either there was no flower, or it was planted by the gardener.",def,disjunction_eitheror,"Either| there| was| no| flower|,| or| it| was| planted| by| the| gard|ener|.","[-5.833662, -2.6940677, -1.6776521, -10.755501, -1.8859278, -0.46766067, -1.3327391, -0.45945486, -6.7698383, -2.89247, -1.9078242, -4.056795, -0.019097727, -1.5685612]",4.059743920652061
4,f,"Either there was a flower, or it was planted by the gardener.",def,disjunction_eitheror_pos,"Either| there| was| a| flower|,| or| it| was| planted| by| the| gard|ener|.","[-5.833662, -2.6940677, -1.0582054, -10.937086, -2.9683368, -1.0819306, -3.0639498, -0.67611927, -6.2337785, -2.2264004, -1.8460561, -4.0421104, -0.02393895, -1.2869542]",3.7396424218997693
4,f,"There was no flower, or it was planted by the gardener.",def,disjunction_or,"There| was| no| flower|,| or| it| was| planted| by| the| gard|ener|.","[-2.7996643, -1.9612105, -10.146242, -2.6910896, -3.7819629, -5.394538, -0.8229177, -6.7572837, -2.8764296, -1.6602471, -4.22216, -0.01280275, -1.9485925]",3.6461249044512014
4,f,"There was no flower, and it was planted by the gardener.",def,conjunction,"There| was| no| flower|,| and| it| was| planted| by| the| gard|ener|.","[-2.7996643, -1.9612105, -10.146242, -2.6910896, -3.2437043, -3.4954271, -0.7353071, -7.1468954, -3.0278811, -1.4819121, -5.3448515, -0.013791693, -1.945326]",3.5722617776630443
5,m,"Either there was no document, or it was destroyed by the fire.",def,disjunction_eitheror,"Either| there| was| no| document|,| or| it| was| destroyed| by| the| fire|.","[-5.833662, -2.6940677, -1.6776521, -7.865521, -2.275711, -0.34438103, -1.5881363, -0.61748576, -6.389881, -2.422986, -1.0448685, -3.4504752, -1.5479115]",3.308903648883548
5,m,"Either there was a document, or it was destroyed by the fire.",def,disjunction_eitheror_pos,"Either| there| was| a| document|,| or| it| was| destroyed| by| the| fire|.","[-5.833662, -2.6940677, -1.0582054, -9.717745, -3.301335, -0.95282847, -2.6872685, -0.6788267, -5.438957, -2.6471407, -1.0335277, -3.8798957, -1.3054539]",2.823807402765695
5,m,"There was no document, or it was destroyed by the fire.",def,disjunction_or,"There| was| no| document|,| or| it| was| destroyed| by| the| fire|.","[-2.7996643, -1.9612105, -9.969119, -3.1181216, -3.7742105, -5.1428766, -0.6152404, -3.2015216, -2.9360995, -1.0656171, -3.5144367, -1.675086]",2.8593650489352407
5,m,"There was no document, and it was destroyed by the fire.",def,conjunction,"There| was| no| document|,| and| it| was| destroyed| by| the| fire|.","[-2.7996643, -1.9612105, -9.969119, -3.1181216, -3.6558318, -3.0937815, -0.7724734, -7.3193073, -2.4653192, -1.1307821, -3.3029091, -1.4616487]",2.586113106831404
5,f,"Either there was no document, or it was destroyed by the fire.",def,disjunction_eitheror,"Either| there| was| no| document|,| or| it| was| destroyed| by| the| fire|.","[-5.833662, -2.6940677, -1.6776521, -7.865521, -2.275711, -0.34438103, -1.5881363, -0.61748576, -6.389881, -2.422986, -1.0448685, -3.4504752, -1.5479115]",3.308903648883548
5,f,"Either there was a document, or it was destroyed by the fire.",def,disjunction_eitheror_pos,"Either| there| was| a| document|,| or| it| was| destroyed| by| the| fire|.","[-5.833662, -2.6940677, -1.0582054, -9.717745, -3.301335, -0.95282847, -2.6872685, -0.6788267, -5.438957, -2.6471407, -1.0335277, -3.8798957, -1.3054539]",2.823807402765695
5,f,"There was no document, or it was destroyed by the fire.",def,disjunction_or,"There| was| no| document|,| or| it| was| destroyed| by| the| fire|.","[-2.7996643, -1.9612105, -9.969119, -3.1181216, -3.7742105, -5.1428766, -0.6152404, -3.2015216, -2.9360995, -1.0656171, -3.5144367, -1.675086]",2.8593650489352407
5,f,"There was no document, and it was destroyed by the fire.",def,conjunction,"There| was| no| document|,| and| it| was| destroyed| by| the| fire|.","[-2.7996643, -1.9612105, -9.969119, -3.1181216, -3.6558318, -3.0937815, -0.7724734, -7.3193073, -2.4653192, -1.1307821, -3.3029091, -1.4616487]",2.586113106831404
6,m,"Either there was no plan, or it was leaked by the reporter.",def,disjunction_eitheror,"Either| there| was| no| plan|,| or| it| was| leaked| by| the| reporter|.","[-5.833662, -2.6940677, -1.6776521, -6.662109, -1.4936625, -0.28893152, -1.7329131, -0.48237726, -6.737165, -2.7858171, -1.6930461, -7.829068, -1.7994367]",3.06710576825205
6,m,"Either there was a plan, or it was leaked by the reporter.",def,disjunction_eitheror_pos,"Either| there| was| a| plan|,| or| it| was| leaked| by| the| reporter|.","[-5.833662, -2.6940677, -1.0582054, -6.8760624, -2.2759318, -0.7539072, -2.3960454, -0.3231526, -10.669405, -2.3848429, -1.7241948, -7.575943, -1.7027423]",2.498772619057274
6,m,"There was no plan, or it was leaked by the reporter.",def,disjunction_or,"There| was| no| plan|,| or| it| was| leaked| by| the| reporter|.","[-2.7996643, -1.9612105, -7.2370644, -2.416608, -5.1363735, -4.593125, -0.6767946, -7.8512106, -2.2960522, -1.7904413, -6.6235247, -1.9158845]",2.4667856107511175
6,m,"There was no plan, and it was leaked by the reporter.",def,conjunction,"There| was| no| plan|,| and| it| was| leaked| by| the| reporter|.","[-2.7996643, -1.9612105, -7.2370644, -2.416608, -2.9524918, -2.6933253, -0.8405216, -11.020511, -2.3134098, -1.6461315, -6.643761, -1.9921643]",2.3650382353139467
6,f,"Either there was no plan, or it was leaked by the reporter.",def,disjunction_eitheror,"Either| there| was| no| plan|,| or| it| was| leaked| by| the| reporter|.","[-5.833662, -2.6940677, -1.6776521, -6.662109, -1.4936625, -0.28893152, -1.7329131, -0.48237726, -6.737165, -2.7858171, -1.6930461, -7.829068, -1.7994367]",3.06710576825205
6,f,"Either there was a plan, or it was leaked by the reporter.",def,disjunction_eitheror_pos,"Either| there| was| a| plan|,| or| it| was| leaked| by| the| reporter|.","[-5.833662, -2.6940677, -1.0582054, -6.8760624, -2.2759318, -0.7539072, -2.3960454, -0.3231526, -10.669405, -2.3848429, -1.7241948, -7.575943, -1.7027423]",2.498772619057274
6,f,"There was no plan, or it was leaked by the reporter.",def,disjunction_or,"There| was| no| plan|,| or| it| was| leaked| by| the| reporter|.","[-2.7996643, -1.9612105, -7.2370644, -2.416608, -5.1363735, -4.593125, -0.6767946, -7.8512106, -2.2960522, -1.7904413, -6.6235247, -1.9158845]",2.4667856107511175
6,f,"There was no plan, and it was leaked by the reporter.",def,conjunction,"There| was| no| plan|,| and| it| was| leaked| by| the| reporter|.","[-2.7996643, -1.9612105, -7.2370644, -2.416608, -2.9524918, -2.6933253, -0.8405216, -11.020511, -2.3134098, -1.6461315, -6.643761, -1.9921643]",2.3650382353139467
7,m,"Either there was no artifact, or it was recovered by the researcher.",def,disjunction_eitheror,"Either| there| was| no| artifact|,| or| it| was| recovered| by| the| researcher|.","[-5.833662, -2.6940677, -1.6776521, -10.68355, -2.0066853, -0.3494465, -1.1795819, -0.5282868, -7.9076815, -2.3185382, -1.1699629, -6.9179497, -1.852568]",3.159750965260959
7,m,"Either there was an artifact, or it was recovered by the researcher.",def,disjunction_eitheror_pos,"Either| there| was| an| artifact|,| or| it| was| recovered| by| the| researcher|.","[-5.833662, -2.6940677, -2.3433053, -8.587492, -2.5897143, -0.66557395, -2.2935557, -0.4784379, -10.051508, -2.1146986, -1.1239718, -7.724242, -1.8015406]",2.8368067406399886
7,m,"There was no artifact, or it was recovered by the researcher.",def,disjunction_or,"There| was| no| artifact|,| or| it| was| recovered| by| the| researcher|.","[-2.7996643, -1.9612105, -12.208688, -2.7572863, -3.858584, -4.076648, -0.7381661, -7.4422827, -2.1951108, -1.0274444, -6.861122, -2.0201504]",2.6305946258441018
7,m,"There was no artifact, and it was recovered by the researcher.",def,conjunction,"There| was| no| artifact|,| and| it| was| recovered| by| the| researcher|.","[-2.7996643, -1.9612105, -12.208688, -2.7572863, -2.7778888, -2.8097284, -0.7865577, -8.454749, -2.4753962, -0.95323145, -6.907425, -1.916807]",2.5585668129069314
7,f,"Either there was no artifact, or it was recovered by the researcher.",def,disjunction_eitheror,"Either| there| was| no| artifact|,| or| it| was| recovered| by| the| researcher|.","[-5.833662, -2.6940677, -1.6776521, -10.68355, -2.0066853, -0.3494465, -1.1795819, -0.5282868, -7.9076815, -2.3185382, -1.1699629, -6.9179497, -1.852568]",3.159750965260959
7,f,"Either there was an artifact, or it was recovered by the researcher.",def,disjunction_eitheror_pos,"Either| there| was| an| artifact|,| or| it| was| recovered| by| the| researcher|.","[-5.833662, -2.6940677, -2.3433053, -8.587492, -2.5897143, -0.66557395, -2.2935557, -0.4784379, -10.051508, -2.1146986, -1.1239718, -7.724242, -1.8015406]",2.8368067406399886
7,f,"There was no artifact, or it was recovered by the researcher.",def,disjunction_or,"There| was| no| artifact|,| or| it| was| recovered| by| the| researcher|.","[-2.7996643, -1.9612105, -12.208688, -2.7572863, -3.858584, -4.076648, -0.7381661, -7.4422827, -2.1951108, -1.0274444, -6.861122, -2.0201504]",2.6305946258441018
7,f,"There was no artifact, and it was recovered by the researcher.",def,conjunction,"There| was| no| artifact|,| and| it| was| recovered| by| the| researcher|.","[-2.7996643, -1.9612105, -12.208688, -2.7572863, -2.7778888, -2.8097284, -0.7865577, -8.454749, -2.4753962, -0.95323145, -6.907425, -1.916807]",2.5585668129069314
8,m,"Either there was no message, or it was intercepted by the spy.",def,disjunction_eitheror,"Either| there| was| no| message|,| or| it| was| intercepted| by| the| spy|.","[-5.833662, -2.6940677, -1.6776521, -6.158882, -1.7745607, -0.20253801, -1.5130776, -0.5769167, -6.126237, -1.3141199, -1.2733316, -6.327468, -3.93048]",3.453437844907251
8,m,"Either there was a message, or it was intercepted by the spy.",def,disjunction_eitheror_pos,"Either| there| was| a| message|,| or| it| was| intercepted| by| the| spy|.","[-5.833662, -2.6940677, -1.0582054, -6.747526, -3.1292882, -0.67136186, -2.524106, -0.49787006, -8.562028, -1.8476784, -1.5168798, -6.802473, -3.131272]",2.8039377195586277
8,m,"There was no message, or it was intercepted by the spy.",def,disjunction_or,"There| was| no| message|,| or| it| was| intercepted| by| the| spy|.","[-2.7996643, -1.9612105, -7.602312, -2.4056206, -3.958716, -4.165203, -0.6125403, -6.0923243, -1.7039396, -1.2344145, -6.424116, -4.0036983]",2.8875853129609177
8,m,"There was no message, and it was intercepted by the spy.",def,conjunction,"There| was| no| message|,| and| it| was| intercepted| by| the| spy|.","[-2.7996643, -1.9612105, -7.602312, -2.4056206, -2.890779, -2.9356012, -0.9477585, -8.649194, -1.1009237, -1.1287842, -6.4458246, -3.7612782]",2.748647812523748
8,f,"Either there was no message, or it was intercepted by the spy.",def,disjunction_eitheror,"Either| there| was| no| message|,| or| it| was| intercepted| by| the| spy|.","[-5.833662, -2.6940677, -1.6776521, -6.158882, -1.7745607, -0.20253801, -1.5130776, -0.5769167, -6.126237, -1.3141199, -1.2733316, -6.327468, -3.93048]",3.453437844907251
8,f,"Either there was a message, or it was intercepted by the spy.",def,disjunction_eitheror_pos,"Either| there| was| a| message|,| or| it| was| intercepted| by| the| spy|.","[-5.833662, -2.6940677, -1.0582054, -6.747526, -3.1292882, -0.67136186, -2.524106, -0.49787006, -8.562028, -1.8476784, -1.5168798, -6.802473, -3.131272]",2.8039377195586277
8,f,"There was no message, or it was intercepted by the spy.",def,disjunction_or,"There| was| no| message|,| or| it| was| intercepted| by| the| spy|.","[-2.7996643, -1.9612105, -7.602312, -2.4056206, -3.958716, -4.165203, -0.6125403, -6.0923243, -1.7039396, -1.2344145, -6.424116, -4.0036983]",2.8875853129609177
8,f,"There was no message, and it was intercepted by the spy.",def,conjunction,"There| was| no| message|,| and| it| was| intercepted| by| the| spy|.","[-2.7996643, -1.9612105, -7.602312, -2.4056206, -2.890779, -2.9356012, -0.9477585, -8.649194, -1.1009237, -1.1287842, -6.4458246, -3.7612782]",2.748647812523748
9,m,"Either there was no bridge, or it was constructed by the engineer.",def,disjunction_eitheror,"Either| there| was| no| bridge|,| or| it| was| constructed| by| the| engineer|.","[-5.833662, -2.6940677, -1.6776521, -8.624697, -1.626586, -0.3167099, -1.3645637, -0.46432632, -6.981089, -2.4459143, -1.2849079, -6.0818367, -3.2512498]",3.18320647859589
9,m,"Either there was a bridge, or it was constructed by the engineer.",def,disjunction_eitheror_pos,"Either| there| was| a| bridge|,| or| it| was| constructed| by| the| engineer|.","[-5.833662, -2.6940677, -1.0582054, -8.758091, -2.457306, -0.8196589, -2.7487373, -0.5023272, -6.848869, -2.4000793, -1.4635015, -5.638596, -2.346917]",2.894527063247269
9,m,"There was no bridge, or it was constructed by the engineer.",def,disjunction_or,"There| was| no| bridge|,| or| it| was| constructed| by| the| engineer|.","[-2.7996643, -1.9612105, -9.165537, -2.2543492, -4.209164, -4.8082824, -0.60646725, -7.6132298, -2.6577702, -1.2370311, -6.4830894, -2.9473455]",2.5502419877902773
9,m,"There was no bridge, and it was constructed by the engineer.",def,conjunction,"There| was| no| bridge|,| and| it| was| constructed| by| the| engineer|.","[-2.7996643, -1.9612105, -9.165537, -2.2543492, -2.176146, -3.0949993, -0.55364037, -8.225767, -1.7234302, -2.2543182, -5.8649454, -4.0125027]",2.6047896440197746
9,f,"Either there was no bridge, or it was constructed by the engineer.",def,disjunction_eitheror,"Either| there| was| no| bridge|,| or| it| was| constructed| by| the| engineer|.","[-5.833662, -2.6940677, -1.6776521, -8.624697, -1.626586, -0.3167099, -1.3645637, -0.46432632, -6.981089, -2.4459143, -1.2849079, -6.0818367, -3.2512498]",3.18320647859589
9,f,"Either there was a bridge, or it was constructed by the engineer.",def,disjunction_eitheror_pos,"Either| there| was| a| bridge|,| or| it| was| constructed| by| the| engineer|.","[-5.833662, -2.6940677, -1.0582054, -8.758091, -2.457306, -0.8196589, -2.7487373, -0.5023272, -6.848869, -2.4000793, -1.4635015, -5.638596, -2.346917]",2.894527063247269
9,f,"There was no bridge, or it was constructed by the engineer.",def,disjunction_or,"There| was| no| bridge|,| or| it| was| constructed| by| the| engineer|.","[-2.7996643, -1.9612105, -9.165537, -2.2543492, -4.209164, -4.8082824, -0.60646725, -7.6132298, -2.6577702, -1.2370311, -6.4830894, -2.9473455]",2.5502419877902773
9,f,"There was no bridge, and it was constructed by the engineer.",def,conjunction,"There| was| no| bridge|,| and| it| was| constructed| by| the| engineer|.","[-2.7996643, -1.9612105, -9.165537, -2.2543492, -2.176146, -3.0949993, -0.55364037, -8.225767, -1.7234302, -2.2543182, -5.8649454, -4.0125027]",2.6047896440197746
10,m,"Either there was no letter, or it was delivered by the postman.",def,disjunction_eitheror,"Either| there| was| no| letter|,| or| it| was| delivered| by| the| post|man|.","[-5.833662, -2.6940677, -1.6776521, -8.602053, -1.7607343, -0.29527873, -1.1406543, -0.5001264, -4.046709, -3.4766629, -2.2171082, -2.4007256, -0.26515925, -2.0201726]",3.631987081133572
10,m,"Either there was a letter, or it was delivered by the postman.",def,disjunction_eitheror_pos,"Either| there| was| a| letter|,| or| it| was| delivered| by| the| post|man|.","[-5.833662, -2.6940677, -1.0582054, -8.979851, -3.3653283, -1.0815434, -3.0022478, -0.5535371, -5.4122696, -1.7497314, -2.5558848, -2.3254676, -0.23212785, -1.2380085]",3.204755446166993
10,m,"There was no letter, or it was delivered by the postman.",def,disjunction_or,"There| was| no| letter|,| or| it| was| delivered| by| the| post|man|.","[-2.7996643, -1.9612105, -8.561619, -2.409485, -4.033438, -4.6168714, -0.75959724, -4.0754204, -3.7973106, -2.2848392, -2.128361, -0.209497, -2.3267708]",3.163969125969751
10,m,"There was no letter, and it was delivered by the postman.",def,conjunction,"There| was| no| letter|,| and| it| was| delivered| by| the| post|man|.","[-2.7996643, -1.9612105, -8.561619, -2.409485, -3.1513107, -3.5316725, -0.8492716, -5.8899674, -2.4668443, -1.9529911, -1.9740901, -0.15834251, -1.3999178]",3.229787512489288
