frame,gender,sent,sentence_type,scope,tokens,logprobs
0,p,Every farmer worked in the field before they dreamed of the harvest.,uni,inScope,Every| farmer| worked| in| the| field| before| they| dreamed| of| the| harvest|.,"[-10.915002, -8.639566, -2.8651109, -1.1317517, -1.6110889, -6.6978645, -3.134951, -9.137952, -0.38313305, -2.7867577, -4.752802, -0.9595497]"
0,p,Every farmer worked in the field. They dreamed of the harvest.,uni,outScope,Every| farmer| worked| in| the| field|.| They| dreamed| of| the| harvest|.,"[-10.915002, -8.639566, -2.8651109, -1.1317517, -1.6110889, -2.1085217, -2.468866, -8.307087, -0.44818035, -1.7407742, -3.0972538, -1.2773645]"
0,p,No farmer worked in the field before they dreamed of the harvest.,no,inScope,No| farmer| worked| in| the| field| before| they| dreamed| of| the| harvest|.,"[-13.116762, -9.594614, -2.5844693, -1.171264, -2.0113568, -4.681517, -3.5333695, -8.607106, -0.56376654, -2.6747787, -5.328578, -1.5158148]"
0,p,No farmer worked in the field. They dreamed of the harvest.,no,outScope,No| farmer| worked| in| the| field|.| They| dreamed| of| the| harvest|.,"[-13.116762, -9.594614, -2.5844693, -1.171264, -2.0113568, -2.718361, -2.4572062, -9.659786, -0.6591551, -1.6358513, -3.7781472, -1.307802]"
1,m,A pirate sailed across the ocean before he laughed as the waves crashed around.,ext,inScope,A| pirate| sailed| across| the| ocean| before| he| laughed| as| the| waves| crashed| around|.,"[-12.613175, -8.3151655, -4.0982056, -0.23918855, -1.7539697, -7.065043, -3.268574, -9.901323, -4.616624, -1.9903533, -3.0869918, -1.4289416, -3.431025, -4.5963993]"
1,m,A pirate sailed across the ocean. He laughed as the waves crashed around.,ext,outScope,A| pirate| sailed| across| the| ocean|.| He| laughed| as| the| waves| crashed| around|.,"[-12.613175, -8.3151655, -4.0982056, -0.23918855, -1.7539697, -2.8120809, -1.0345777, -8.218766, -2.4075696, -2.349082, -1.7540722, -1.3159244, -3.4927053, -4.9607954]"
1,m,Every pirate sailed across the ocean before he laughed as the waves crashed around.,uni,inScope,Every| pirate| sailed| across| the| ocean| before| he| laughed| as| the| waves| crashed| around|.,"[-11.730354, -8.372118, -4.3675656, -0.2171606, -1.901473, -5.8513675, -2.5354915, -9.302698, -4.9922314, -2.1480856, -3.8595877, -1.6216382, -3.2604647, -4.7078934]"
1,m,Every pirate sailed across the ocean. He laughed as the waves crashed around.,uni,outScope,Every| pirate| sailed| across| the| ocean|.| He| laughed| as| the| waves| crashed| around|.,"[-11.730354, -8.372118, -4.3675656, -0.2171606, -1.901473, -2.8087935, -2.8923314, -7.4783163, -3.0283494, -2.1884375, -2.0253348, -1.270973, -3.9193687, -3.6544676]"
1,m,No pirate sailed across the ocean before he laughed as the waves crashed around.,no,inScope,No| pirate| sailed| across| the| ocean| before| he| laughed| as| the| waves| crashed| around|.,"[-11.672806, -9.089467, -3.9982238, -0.33588913, -1.8295919, -4.9154067, -4.444624, -9.639837, -4.1753964, -2.2364182, -4.502616, -1.4924219, -3.3916965, -5.2814283]"
1,m,No pirate sailed across the ocean. He laughed as the waves crashed around.,no,outScope,No| pirate| sailed| across| the| ocean|.| He| laughed| as| the| waves| crashed| around|.,"[-11.672806, -9.089467, -3.9982238, -0.33588913, -1.8295919, -2.9029207, -2.929638, -7.8320446, -3.1169589, -1.9487829, -4.104386, -1.358375, -3.5821404, -4.1831584]"
1,f,A pirate sailed across the ocean before she laughed as the waves crashed around.,ext,inScope,A| pirate| sailed| across| the| ocean| before| she| laughed| as| the| waves| crashed| around|.,"[-12.613175, -8.3151655, -4.0982056, -0.23918855, -1.7539697, -7.065043, -5.1656866, -9.351099, -4.4785366, -2.102256, -2.7703755, -1.3472922, -3.4844124, -4.547262]"
1,f,A pirate sailed across the ocean. She laughed as the waves crashed around.,ext,outScope,A| pirate| sailed| across| the| ocean|.| She| laughed| as| the| waves| crashed| around|.,"[-12.613175, -8.3151655, -4.0982056, -0.23918855, -1.7539697, -2.8120809, -3.646953, -7.5756106, -2.3353171, -1.9787531, -1.6393425, -1.2448969, -3.5946264, -4.7087283]"
1,f,Every pirate sailed across the ocean before she laughed as the waves crashed around.,uni,inScope,Every| pirate| sailed| across| the| ocean| before| she| laughed| as| the| waves| crashed| around|.,"[-11.730354, -8.372118, -4.3675656, -0.2171606, -1.901473, -5.8513675, -4.4384494, -9.105435, -5.032897, -2.0789301, -2.854241, -1.2413747, -3.3653831, -4.438509]"
1,f,Every pirate sailed across the ocean. She laughed as the waves crashed around.,uni,outScope,Every| pirate| sailed| across| the| ocean|.| She| laughed| as| the| waves| crashed| around|.,"[-11.730354, -8.372118, -4.3675656, -0.2171606, -1.901473, -2.8087935, -5.3218937, -7.0025434, -2.6617484, -1.9380258, -2.0975802, -1.192076, -3.9046, -3.6791918]"
1,f,No pirate sailed across the ocean before she laughed as the waves crashed around.,no,inScope,No| pirate| sailed| across| the| ocean| before| she| laughed| as| the| waves| crashed| around|.,"[-11.672806, -9.089467, -3.9982238, -0.33588913, -1.8295919, -4.9154067, -5.3852024, -9.7275305, -4.3776236, -2.5683002, -3.4245393, -1.2767015, -3.4485333, -5.0566487]"
1,f,No pirate sailed across the ocean. She laughed as the waves crashed around.,no,outScope,No| pirate| sailed| across| the| ocean|.| She| laughed| as| the| waves| crashed| around|.,"[-11.672806, -9.089467, -3.9982238, -0.33588913, -1.8295919, -2.9029207, -4.5550976, -7.2171655, -2.8712397, -2.1684532, -3.9368222, -1.3234063, -3.546514, -4.4545226]"
1,p,A pirate sailed across the ocean before they laughed as the waves crashed around.,ext,inScope,A| pirate| sailed| across| the| ocean| before| they| laughed| as| the| waves| crashed| around|.,"[-12.613175, -8.3151655, -4.0982056, -0.23918855, -1.7539697, -7.065043, -5.2874994, -9.753103, -4.478722, -1.9216887, -3.5111017, -1.3004005, -3.7357945, -4.3212647]"
1,p,A pirate sailed across the ocean. They laughed as the waves crashed around.,ext,outScope,A| pirate| sailed| across| the| ocean|.| They| laughed| as| the| waves| crashed| around|.,"[-12.613175, -8.3151655, -4.0982056, -0.23918855, -1.7539697, -2.8120809, -5.145411, -7.4449844, -2.7778592, -2.0549908, -2.2020915, -1.0734494, -3.8252354, -4.2123528]"
1,p,Every pirate sailed across the ocean before they laughed as the waves crashed around.,uni,inScope,Every| pirate| sailed| across| the| ocean| before| they| laughed| as| the| waves| crashed| around|.,"[-11.730354, -8.372118, -4.3675656, -0.2171606, -1.901473, -5.8513675, -3.372767, -9.111698, -4.9733224, -2.225889, -3.901919, -1.4051696, -3.6614437, -4.424386]"
1,p,Every pirate sailed across the ocean. They laughed as the waves crashed around.,uni,outScope,Every| pirate| sailed| across| the| ocean|.| They| laughed| as| the| waves| crashed| around|.,"[-11.730354, -8.372118, -4.3675656, -0.2171606, -1.901473, -2.8087935, -2.9358094, -7.0218906, -3.6099617, -2.2429495, -1.9885068, -1.0035859, -4.342884, -3.2834785]"
1,p,No pirate sailed across the ocean before they laughed as the waves crashed around.,no,inScope,No| pirate| sailed| across| the| ocean| before| they| laughed| as| the| waves| crashed| around|.,"[-11.672806, -9.089467, -3.9982238, -0.33588913, -1.8295919, -4.9154067, -5.199642, -9.521142, -4.497608, -2.1994002, -4.6000786, -1.3325533, -3.7496214, -5.028788]"
1,p,No pirate sailed across the ocean. They laughed as the waves crashed around.,no,outScope,No| pirate| sailed| across| the| ocean|.| They| laughed| as| the| waves| crashed| around|.,"[-11.672806, -9.089467, -3.9982238, -0.33588913, -1.8295919, -2.9029207, -3.2443914, -8.315884, -3.369699, -1.9388907, -3.5339248, -1.2477322, -3.9941945, -3.986672]"
2,m,A kid played in the park before he shouted with joy.,ext,inScope,A| kid| played| in| the| park| before| he| shouted| with| joy|.,"[-8.625775, -7.9515004, -2.7243848, -0.8088998, -3.9759061, -5.854961, -2.8589683, -9.548552, -6.1473045, -1.964638, -1.8548762]"
2,m,A kid played in the park. He shouted with joy.,ext,outScope,A| kid| played| in| the| park|.| He| shouted| with| joy|.,"[-8.625775, -7.9515004, -2.7243848, -0.8088998, -3.9759061, -2.3980098, -2.183271, -7.279638, -5.712788, -1.8008927, -1.511798]"
2,m,Every kid played in the park before he shouted with joy.,uni,inScope,Every| kid| played| in| the| park| before| he| shouted| with| joy|.,"[-7.2489433, -7.7492027, -2.7272735, -0.5584095, -3.3907332, -5.479884, -3.5766354, -10.729113, -5.3091254, -2.3256035, -1.669628]"
2,m,Every kid played in the park. He shouted with joy.,uni,outScope,Every| kid| played| in| the| park|.| He| shouted| with| joy|.,"[-7.2489433, -7.7492027, -2.7272735, -0.5584095, -3.3907332, -1.783003, -4.569462, -8.69327, -4.7968516, -1.9816488, -1.3068355]"
2,m,No kid played in the park before he shouted with joy.,no,inScope,No| kid| played| in| the| park| before| he| shouted| with| joy|.,"[-8.70114, -9.753189, -2.1918561, -0.889721, -5.0713234, -4.7489147, -3.9574833, -9.53575, -5.2316046, -2.045447, -1.7266924]"
2,m,No kid played in the park. He shouted with joy.,no,outScope,No| kid| played| in| the| park|.| He| shouted| with| joy|.,"[-8.70114, -9.753189, -2.1918561, -0.889721, -5.0713234, -2.0513077, -3.9476926, -8.517822, -5.041224, -2.2825506, -1.46994]"
2,f,A kid played in the park before she shouted with joy.,ext,inScope,A| kid| played| in| the| park| before| she| shouted| with| joy|.,"[-8.625775, -7.9515004, -2.7243848, -0.8088998, -3.9759061, -5.854961, -4.8312926, -10.024491, -5.966435, -1.8653464, -1.7509577]"
2,f,A kid played in the park. She shouted with joy.,ext,outScope,A| kid| played| in| the| park|.| She| shouted| with| joy|.,"[-8.625775, -7.9515004, -2.7243848, -0.8088998, -3.9759061, -2.3980098, -3.933269, -7.5695333, -5.2973986, -1.6502918, -1.5427692]"
2,f,Every kid played in the park before she shouted with joy.,uni,inScope,Every| kid| played| in| the| park| before| she| shouted| with| joy|.,"[-7.2489433, -7.7492027, -2.7272735, -0.5584095, -3.3907332, -5.479884, -6.1429567, -11.014061, -5.403646, -2.3383389, -1.3138318]"
2,f,Every kid played in the park. She shouted with joy.,uni,outScope,Every| kid| played| in| the| park|.| She| shouted| with| joy|.,"[-7.2489433, -7.7492027, -2.7272735, -0.5584095, -3.3907332, -1.783003, -5.957221, -9.212607, -4.509407, -1.9212371, -1.1253862]"
2,f,No kid played in the park before she shouted with joy.,no,inScope,No| kid| played| in| the| park| before| she| shouted| with| joy|.,"[-8.70114, -9.753189, -2.1918561, -0.889721, -5.0713234, -4.7489147, -5.2407303, -10.404676, -5.153654, -1.9702889, -1.4354771]"
2,f,No kid played in the park. She shouted with joy.,no,outScope,No| kid| played| in| the| park|.| She| shouted| with| joy|.,"[-8.70114, -9.753189, -2.1918561, -0.889721, -5.0713234, -2.0513077, -5.2717314, -8.7112255, -4.813743, -2.1851418, -1.3671682]"
2,p,A kid played in the park before they shouted with joy.,ext,inScope,A| kid| played| in| the| park| before| they| shouted| with| joy|.,"[-8.625775, -7.9515004, -2.7243848, -0.8088998, -3.9759061, -5.854961, -4.2363133, -9.804197, -6.7879767, -1.8057724, -1.6681992]"
2,p,A kid played in the park. They shouted with joy.,ext,outScope,A| kid| played| in| the| park|.| They| shouted| with| joy|.,"[-8.625775, -7.9515004, -2.7243848, -0.8088998, -3.9759061, -2.3980098, -4.1170115, -7.9174414, -6.0948014, -1.607219, -1.1208949]"
2,p,Every kid played in the park before they shouted with joy.,uni,inScope,Every| kid| played| in| the| park| before| they| shouted| with| joy|.,"[-7.2489433, -7.7492027, -2.7272735, -0.5584095, -3.3907332, -5.479884, -2.454445, -11.68473, -5.479519, -2.270438, -1.8180214]"
2,p,Every kid played in the park. They shouted with joy.,uni,outScope,Every| kid| played| in| the| park|.| They| shouted| with| joy|.,"[-7.2489433, -7.7492027, -2.7272735, -0.5584095, -3.3907332, -1.783003, -3.2251358, -8.40058, -5.057236, -1.6414491, -1.3929999]"
2,p,No kid played in the park before they shouted with joy.,no,inScope,No| kid| played| in| the| park| before| they| shouted| with| joy|.,"[-8.70114, -9.753189, -2.1918561, -0.889721, -5.0713234, -4.7489147, -4.440157, -10.480141, -5.722554, -1.6693416, -1.8507645]"
2,p,No kid played in the park. They shouted with joy.,no,outScope,No| kid| played| in| the| park|.| They| shouted| with| joy|.,"[-8.70114, -9.753189, -2.1918561, -0.889721, -5.0713234, -2.0513077, -3.3450077, -9.633865, -5.5813713, -2.1233735, -1.5735936]"
3,m,A student studied in the library before he stared at the pages.,ext,inScope,A| student| studied| in| the| library| before| he| stared| at| the| pages|.,"[-7.552205, -9.821405, -2.8217137, -1.6024036, -5.8078117, -4.8531, -3.4253898, -9.976158, -2.906833, -0.74314356, -5.8456545, -2.007813]"
3,m,A student studied in the library. He stared at the pages.,ext,outScope,A| student| studied| in| the| library|.| He| stared| at| the| pages|.,"[-7.552205, -9.821405, -2.8217137, -1.6024036, -5.8078117, -2.1854553, -2.2253766, -8.029969, -0.34695882, -0.52811515, -3.9568732, -2.5848281]"
3,m,Every student studied in the library before he stared at the pages.,uni,inScope,Every| student| studied| in| the| library| before| he| stared| at| the| pages|.,"[-7.271144, -8.665402, -2.4598546, -1.166315, -5.426882, -5.0240993, -4.190772, -10.071417, -2.1553917, -0.49793175, -6.061246, -1.8907659]"
3,m,Every student studied in the library. He stared at the pages.,uni,outScope,Every| student| studied| in| the| library|.| He| stared| at| the| pages|.,"[-7.271144, -8.665402, -2.4598546, -1.166315, -5.426882, -2.187499, -3.9967322, -7.9127083, -0.5111131, -0.46753109, -3.888932, -2.3094234]"
3,m,No student studied in the library before he stared at the pages.,no,inScope,No| student| studied| in| the| library| before| he| stared| at| the| pages|.,"[-10.95909, -9.259679, -2.3696053, -1.5040871, -5.428933, -3.7434006, -4.1969824, -9.824793, -1.1749755, -0.6685032, -4.7743893, -2.037182]"
3,m,No student studied in the library. He stared at the pages.,no,outScope,No| student| studied| in| the| library|.| He| stared| at| the| pages|.,"[-10.95909, -9.259679, -2.3696053, -1.5040871, -5.428933, -2.2924232, -4.0801725, -7.490078, -0.60106134, -0.51579946, -4.9234676, -2.3033526]"
3,f,A student studied in the library before she stared at the pages.,ext,inScope,A| student| studied| in| the| library| before| she| stared| at| the| pages|.,"[-7.552205, -9.821405, -2.8217137, -1.6024036, -5.8078117, -4.8531, -4.3944116, -10.275889, -2.8152306, -0.848874, -5.6832695, -1.8914042]"
3,f,A student studied in the library. She stared at the pages.,ext,outScope,A| student| studied| in| the| library|.| She| stared| at| the| pages|.,"[-7.552205, -9.821405, -2.8217137, -1.6024036, -5.8078117, -2.1854553, -2.7384562, -8.108613, -0.3546817, -0.53736866, -3.9151828, -2.657501]"
3,f,Every student studied in the library before she stared at the pages.,uni,inScope,Every| student| studied| in| the| library| before| she| stared| at| the| pages|.,"[-7.271144, -8.665402, -2.4598546, -1.166315, -5.426882, -5.0240993, -6.0694327, -9.805784, -2.359656, -0.5980791, -5.869881, -1.7845922]"
3,f,Every student studied in the library. She stared at the pages.,uni,outScope,Every| student| studied| in| the| library|.| She| stared| at| the| pages|.,"[-7.271144, -8.665402, -2.4598546, -1.166315, -5.426882, -2.187499, -4.9165864, -7.447288, -0.44113, -0.50253236, -3.8942475, -2.3706038]"
3,f,No student studied in the library before she stared at the pages.,no,inScope,No| student| studied| in| the| library| before| she| stared| at| the| pages|.,"[-10.95909, -9.259679, -2.3696053, -1.5040871, -5.428933, -3.7434006, -5.6989107, -9.663237, -0.999206, -0.6868796, -4.587635, -1.7497058]"
3,f,No student studied in the library. She stared at the pages.,no,outScope,No| student| studied| in| the| library|.| She| stared| at| the| pages|.,"[-10.95909, -9.259679, -2.3696053, -1.5040871, -5.428933, -2.2924232, -4.935521, -7.076704, -0.570562, -0.565203, -4.9222784, -2.3319838]"
3,p,A student studied in the library before they stared at the pages.,ext,inScope,A| student| studied| in| the| library| before| they| stared| at| the| pages|.,"[-7.552205, -9.821405, -2.8217137, -1.6024036, -5.8078117, -4.8531, -4.2976565, -10.241845, -2.7791939, -0.8823852, -6.3100653, -1.728]"
3,p,A student studied in the library. They stared at the pages.,ext,outScope,A| student| studied| in| the| library|.| They| stared| at| the| pages|.,"[-7.552205, -9.821405, -2.8217137, -1.6024036, -5.8078117, -2.1854553, -4.0310016, -8.321955, -0.39267302, -0.6171854, -4.038124, -2.5868294]"
3,p,Every student studied in the library before they stared at the pages.,uni,inScope,Every| student| studied| in| the| library| before| they| stared| at| the| pages|.,"[-7.271144, -8.665402, -2.4598546, -1.166315, -5.426882, -5.0240993, -3.6783814, -10.442309, -2.84131, -0.6059044, -6.9218264, -1.8149254]"
3,p,Every student studied in the library. They stared at the pages.,uni,outScope,Every| student| studied| in| the| library|.| They| stared| at| the| pages|.,"[-7.271144, -8.665402, -2.4598546, -1.166315, -5.426882, -2.187499, -3.0999217, -8.912149, -0.41569662, -0.5687596, -3.7347202, -2.2698843]"
3,p,No student studied in the library before they stared at the pages.,no,inScope,No| student| studied| in| the| library| before| they| stared| at| the| pages|.,"[-10.95909, -9.259679, -2.3696053, -1.5040871, -5.428933, -3.7434006, -4.250703, -10.120103, -1.6251937, -0.82346195, -5.120876, -1.9117807]"
3,p,No student studied in the library. They stared at the pages.,no,outScope,No| student| studied| in| the| library|.| They| stared| at| the| pages|.,"[-10.95909, -9.259679, -2.3696053, -1.5040871, -5.428933, -2.2924232, -3.9093113, -8.830253, -0.47577122, -0.7997796, -4.944395, -2.208656]"
4,m,A doctor waited in the hallway before he spoke to the nurse.,ext,inScope,A| doctor| waited| in| the| hallway| before| he| spoke| to| the| nurse|.,"[-8.57483, -10.792044, -2.5623837, -0.55634516, -2.9567835, -4.4740047, -2.5289266, -4.8401313, -1.3446639, -1.2722036, -5.7768984, -1.1702567]"
4,m,A doctor waited in the hallway. He spoke to the nurse.,ext,outScope,A| doctor| waited| in| the| hallway|.| He| spoke| to| the| nurse|.,"[-8.57483, -10.792044, -2.5623837, -0.55634516, -2.9567835, -2.7363474, -1.6365726, -5.5640974, -1.2892696, -1.2775346, -3.2569458, -1.9408318]"
4,m,Every doctor waited in the hallway before he spoke to the nurse.,uni,inScope,Every| doctor| waited| in| the| hallway| before| he| spoke| to| the| nurse|.,"[-9.111985, -11.166773, -2.3294253, -1.1604981, -2.8976943, -4.318011, -3.307908, -5.0380716, -1.2119726, -1.3306577, -5.278579, -0.94283766]"
4,m,Every doctor waited in the hallway. He spoke to the nurse.,uni,outScope,Every| doctor| waited| in| the| hallway|.| He| spoke| to| the| nurse|.,"[-9.111985, -11.166773, -2.3294253, -1.1604981, -2.8976943, -2.4317508, -3.1680584, -5.728844, -1.1546007, -1.4587959, -2.7568393, -2.1431227]"
4,m,No doctor waited in the hallway before he spoke to the nurse.,no,inScope,No| doctor| waited| in| the| hallway| before| he| spoke| to| the| nurse|.,"[-9.724495, -11.345671, -2.7993078, -0.599476, -3.6777442, -4.2996464, -2.8251088, -4.641123, -1.376577, -1.5564625, -5.9009356, -1.1515464]"
4,m,No doctor waited in the hallway. He spoke to the nurse.,no,outScope,No| doctor| waited| in| the| hallway|.| He| spoke| to| the| nurse|.,"[-9.724495, -11.345671, -2.7993078, -0.599476, -3.6777442, -2.0251052, -2.4279547, -5.531886, -1.1466727, -1.7023218, -3.5002856, -2.5465364]"
4,f,A doctor waited in the hallway before she spoke to the nurse.,ext,inScope,A| doctor| waited| in| the| hallway| before| she| spoke| to| the| nurse|.,"[-8.57483, -10.792044, -2.5623837, -0.55634516, -2.9567835, -4.4740047, -3.2670505, -4.9796724, -1.475539, -1.4689072, -5.539592, -1.1922919]"
4,f,A doctor waited in the hallway. She spoke to the nurse.,ext,outScope,A| doctor| waited| in| the| hallway|.| She| spoke| to| the| nurse|.,"[-8.57483, -10.792044, -2.5623837, -0.55634516, -2.9567835, -2.7363474, -2.702871, -5.750663, -1.3224583, -1.4213479, -2.9756858, -2.036718]"
4,f,Every doctor waited in the hallway before she spoke to the nurse.,uni,inScope,Every| doctor| waited| in| the| hallway| before| she| spoke| to| the| nurse|.,"[-9.111985, -11.166773, -2.3294253, -1.1604981, -2.8976943, -4.318011, -4.14334, -5.1292653, -1.4799868, -1.6745474, -4.664183, -0.98020995]"
4,f,Every doctor waited in the hallway. She spoke to the nurse.,uni,outScope,Every| doctor| waited| in| the| hallway|.| She| spoke| to| the| nurse|.,"[-9.111985, -11.166773, -2.3294253, -1.1604981, -2.8976943, -2.4317508, -4.2621574, -5.990667, -1.1944424, -1.5628636, -2.1456897, -2.2604032]"
4,f,No doctor waited in the hallway before she spoke to the nurse.,no,inScope,No| doctor| waited| in| the| hallway| before| she| spoke| to| the| nurse|.,"[-9.724495, -11.345671, -2.7993078, -0.599476, -3.6777442, -4.2996464, -3.5161898, -4.799694, -1.589731, -1.8580694, -5.247759, -1.1326288]"
4,f,No doctor waited in the hallway. She spoke to the nurse.,no,outScope,No| doctor| waited| in| the| hallway|.| She| spoke| to| the| nurse|.,"[-9.724495, -11.345671, -2.7993078, -0.599476, -3.6777442, -2.0251052, -3.5394382, -5.6225142, -1.1438104, -1.8400987, -2.9217112, -2.6430407]"
4,p,A doctor waited in the hallway before they spoke to the nurse.,ext,inScope,A| doctor| waited| in| the| hallway| before| they| spoke| to| the| nurse|.,"[-8.57483, -10.792044, -2.5623837, -0.55634516, -2.9567835, -4.4740047, -4.5564823, -6.1241636, -0.8734864, -1.5865946, -5.5927143, -1.1378932]"
4,p,A doctor waited in the hallway. They spoke to the nurse.,ext,outScope,A| doctor| waited| in| the| hallway|.| They| spoke| to| the| nurse|.,"[-8.57483, -10.792044, -2.5623837, -0.55634516, -2.9567835, -2.7363474, -4.843672, -5.7540684, -1.6242856, -1.5624115, -2.9481153, -2.1221294]"
4,p,Every doctor waited in the hallway before they spoke to the nurse.,uni,inScope,Every| doctor| waited| in| the| hallway| before| they| spoke| to| the| nurse|.,"[-9.111985, -11.166773, -2.3294253, -1.1604981, -2.8976943, -4.318011, -2.6172256, -6.062582, -0.7053003, -1.5569261, -5.2726746, -0.95481056]"
4,p,Every doctor waited in the hallway. They spoke to the nurse.,uni,outScope,Every| doctor| waited| in| the| hallway|.| They| spoke| to| the| nurse|.,"[-9.111985, -11.166773, -2.3294253, -1.1604981, -2.8976943, -2.4317508, -2.777855, -6.540313, -1.6512852, -1.7112458, -3.3879013, -2.1293814]"
4,p,No doctor waited in the hallway before they spoke to the nurse.,no,inScope,No| doctor| waited| in| the| hallway| before| they| spoke| to| the| nurse|.,"[-9.724495, -11.345671, -2.7993078, -0.599476, -3.6777442, -4.2996464, -3.3903458, -5.707702, -0.7992111, -2.0967078, -5.5744586, -1.0781839]"
4,p,No doctor waited in the hallway. They spoke to the nurse.,no,outScope,No| doctor| waited| in| the| hallway|.| They| spoke| to| the| nurse|.,"[-9.724495, -11.345671, -2.7993078, -0.599476, -3.6777442, -2.0251052, -2.995967, -6.7025967, -0.99811447, -1.8367624, -3.3498561, -2.4032917]"
5,m,A photographer stood by the fountain before he waited for the shot.,ext,inScope,A| photographer| stood| by| the| fountain| before| he| waited| for| the| shot|.,"[-10.304098, -7.115156, -2.6322498, -1.0834465, -6.7392206, -6.5107503, -3.9502897, -6.747349, -0.56291735, -0.8391768, -4.8739567, -1.006109]"
5,m,A photographer stood by the fountain. He waited for the shot.,ext,outScope,A| photographer| stood| by| the| fountain|.| He| waited| for| the| shot|.,"[-10.304098, -7.115156, -2.6322498, -1.0834465, -6.7392206, -2.9985166, -2.147001, -5.765878, -0.862924, -0.9973926, -5.6091566, -1.2584999]"
