frame,gender,sent,subject,sentence_type,tokens,logprobs
2,NA,The kid had a dog. It was out for a walk.,def,existential,The| kid| had| a| dog|.| It| was| out| for| a| walk|.,"[-9.415127, -4.1919575, -1.4223012, -7.121846, -2.4175253, -2.8826585, -0.48743513, -7.347081, -3.38406, -0.1678715, -0.1358961, -1.0612959]"
2,NA,"The kid had a dog. In fact, it was out for a walk.",def,existential_infact,"The| kid| had| a| dog|.| In| fact|,| it| was| out| for| a| walk|.","[-9.415127, -4.1919575, -1.4223012, -7.121846, -2.4175253, -5.6898293, -2.3233583, -0.17006978, -2.9110866, -0.4073022, -8.458977, -3.9716525, -0.18079741, -0.16851261, -2.0334282]"
3,NA,It was not the case that the student didn't discover a problem. It was just too hard to solve.,def,DNE,It| was| not| the| case| that| the| student| didn|'t| discover| a| problem|.| It| was| just| too| hard| to| solve|.,"[-2.3120632, -3.7709918, -2.6325545, -4.126794, -1.1438602, -1.4009677, -6.665003, -5.657842, -1.0456176, -9.590566, -3.6602206, -2.8480244, -1.9822901, -1.820883, -0.24724153, -3.792626, -6.1086445, -2.246081, -0.64250076, -2.4301746, -1.245565]"
3,NA,"It was not the case that the student didn't discover a problem. In fact, it was just too hard to solve.",def,DNE_infact,"It| was| not| the| case| that| the| student| didn|'t| discover| a| problem|.| In| fact|,| it| was| just| too| hard| to| solve|.","[-2.3120632, -3.7709918, -2.6325545, -4.126794, -1.1438602, -1.4009677, -6.665003, -5.657842, -1.0456176, -9.590566, -3.6602206, -2.8480244, -1.9822901, -3.7764704, -0.47003797, -0.18360618, -2.5647743, -0.41324446, -3.3783755, -8.624564, -2.839014, -0.74629205, -2.9470768, -1.3839867]"
3,NA,The student didn't discover a problem. It was too hard to solve.,def,negation2,The| student| didn|'t| discover| a| problem|.| It| was| too| hard| to| solve|.,"[-7.7348766, -7.267782, -0.8694188, -8.393644, -3.4180307, -3.8767362, -2.6348948, -2.6208487, -0.4612445, -8.282907, -3.4095411, -0.79855573, -3.6662154, -1.3591677]"
3,NA,"The student didn't discover a problem. In fact, it was too hard to solve.",def,negation2_infact,"The| student| didn|'t| discover| a| problem|.| In| fact|,| it| was| too| hard| to| solve|.","[-7.734894, -7.268779, -0.8695182, -8.392759, -3.41755, -3.8760338, -2.6362572, -4.1393023, -0.6299263, -0.1353235, -2.5700603, -0.614332, -7.577832, -2.9334066, -0.752448, -3.583902, -1.1849693]"
3,NA,The student didn't discover a problem. It was just too hard to solve.,def,negation2_just,The| student| didn|'t| discover| a| problem|.| It| was| just| too| hard| to| solve|.,"[-7.7348766, -7.267782, -0.8694188, -8.393644, -3.4180307, -3.8767362, -2.6348948, -2.6208487, -0.4612445, -4.9974747, -5.2120376, -2.6371324, -0.64509225, -3.6227107, -1.4095212]"
3,NA,"The student didn't discover a problem. In fact, it was just too hard to solve.",def,negation2_just_infact,"The| student| didn|'t| discover| a| problem|.| In| fact|,| it| was| just| too| hard| to| solve|.","[-7.734894, -7.268779, -0.8695182, -8.392759, -3.41755, -3.8760338, -2.6362572, -4.1393023, -0.6299263, -0.1353235, -2.5700603, -0.614332, -4.384918, -8.757343, -2.7813802, -0.5304421, -3.913723, -1.2934664]"
3,NA,The student discovered a problem. It was too hard to solve.,def,existential,The| student| discovered| a| problem|.| It| was| too| hard| to| solve|.,"[-7.7348766, -9.577386, -2.4127655, -3.956887, -4.6240277, -3.2289739, -1.259469, -4.8800898, -2.8134031, -0.55955297, -5.463654, -0.8476207]"
3,NA,"The student discovered a problem. In fact, it was too hard to solve.",def,existential_infact,"The| student| discovered| a| problem|.| In| fact|,| it| was| too| hard| to| solve|.","[-7.7348766, -9.577386, -2.4127655, -3.956887, -4.6240277, -3.6035085, -3.5273895, -0.111396104, -2.20367, -0.66096884, -6.8026505, -3.8953333, -0.65255874, -4.3656354, -1.0821874]"
4,NA,It was not the case that the doctor didn't find a bone. It was just stored in formalin.,def,DNE,It| was| not| the| case| that| the| doctor| didn|'t| find| a| bone|.| It| was| just| stored| in| formal|in|.,"[-2.3120632, -3.7709918, -2.6325545, -4.126794, -1.1438602, -1.4009677, -7.0433292, -5.099196, -0.858973, -5.3814006, -2.7105088, -6.102784, -2.3941655, -2.2109566, -0.2467305, -2.88932, -11.902211, -0.8545662, -10.458951, -0.40831065, -1.4996129]"
4,NA,"It was not the case that the doctor didn't find a bone. In fact, it was just stored in formalin.",def,DNE_infact,"It| was| not| the| case| that| the| doctor| didn|'t| find| a| bone|.| In| fact|,| it| was| just| stored| in| formal|in|.","[-2.3120632, -3.7709918, -2.6325545, -4.126794, -1.1438602, -1.4009677, -7.0433292, -5.099196, -0.858973, -5.3814006, -2.7105088, -6.102784, -2.3941655, -4.5245857, -0.39916104, -0.17851004, -3.2884402, -0.41754892, -3.94487, -11.851461, -0.81439245, -10.822997, -0.35195807, -1.3636509]"
4,NA,The doctor didn't find a bone. It was stored in formalin.,def,negation2,The| doctor| didn|'t| find| a| bone|.| It| was| stored| in| formal|in|.,"[-8.326321, -5.379961, -0.7432779, -4.477173, -2.988309, -6.047749, -3.5371368, -3.0754697, -0.7855529, -11.486645, -0.7237022, -8.937581, -1.2355318, -1.4340632]"
4,NA,"The doctor didn't find a bone. In fact, it was stored in formalin.",def,negation2_infact,"The| doctor| didn|'t| find| a| bone|.| In| fact|,| it| was| stored| in| formal|in|.","[-8.327308, -5.38066, -0.7436721, -4.476158, -2.9886658, -6.047702, -3.53842, -5.509796, -0.7143643, -0.155878, -3.1644235, -0.96157527, -11.801563, -0.82722825, -9.379201, -1.4591678, -1.4533788]"
4,NA,The doctor didn't find a bone. It was just stored in formalin.,def,negation2_just,The| doctor| didn|'t| find| a| bone|.| It| was| just| stored| in| formal|in|.,"[-8.326321, -5.379961, -0.7432779, -4.477173, -2.988309, -6.047749, -3.5371368, -3.0754697, -0.7855529, -1.9428365, -12.2442875, -1.3084105, -11.348094, -1.5032476, -1.2436713]"
4,NA,"The doctor didn't find a bone. In fact, it was just stored in formalin.",def,negation2_just_infact,"The| doctor| didn|'t| find| a| bone|.| In| fact|,| it| was| just| stored| in| formal|in|.","[-8.327308, -5.38066, -0.7436721, -4.476158, -2.9886658, -6.047702, -3.53842, -5.509796, -0.7143643, -0.155878, -3.1644235, -0.96157527, -2.2754898, -12.307466, -1.548656, -11.175587, -1.5395586, -1.2448081]"
4,NA,The doctor found a bone. It was stored in formalin.,def,existential,The| doctor| found| a| bone|.| It| was| stored| in| formal|in|.,"[-8.326321, -6.2801905, -1.8751028, -5.9541597, -5.3877363, -3.068067, -0.73844737, -11.153081, -0.5719195, -8.796858, -1.5263337, -1.3051943]"
4,NA,"The doctor found a bone. In fact, it was stored in formalin.",def,existential_infact,"The| doctor| found| a| bone|.| In| fact|,| it| was| stored| in| formal|in|.","[-8.326321, -6.2801905, -1.8751028, -5.9541597, -5.3877363, -4.887548, -2.4302819, -0.15981944, -2.0263472, -0.32548273, -13.303461, -0.5431478, -9.550315, -1.4390095, -1.4032198]"
5,NA,It was not the case that the photographer didn't capture a moment. It was just gone in a flash.,def,DNE,It| was| not| the| case| that| the| photographer| didn|'t| capture| a| moment|.| It| was| just| gone| in| a| flash|.,"[-2.3120632, -3.7709918, -2.6325545, -4.126794, -1.1438602, -1.4009677, -9.280969, -4.627972, -1.0366588, -5.3736105, -2.9084983, -2.9963953, -2.042284, -1.5558867, -0.32686543, -3.0403814, -9.813799, -2.9019132, -0.9143416, -1.0222746, -0.94705945]"
5,NA,"It was not the case that the photographer didn't capture a moment. In fact, it was just gone in a flash.",def,DNE_infact,"It| was| not| the| case| that| the| photographer| didn|'t| capture| a| moment|.| In| fact|,| it| was| just| gone| in| a| flash|.","[-2.3120632, -3.7709918, -2.6325545, -4.126794, -1.1438602, -1.4009677, -9.280969, -4.627972, -1.0366588, -5.3736105, -2.9084983, -2.9963953, -2.042284, -4.20721, -0.6300888, -0.19801737, -2.6695864, -0.658514, -3.2013075, -10.994181, -3.1687539, -0.77939487, -0.9866845, -0.7807486]"
5,NA,The photographer didn't capture a moment. It was gone in a flash.,def,negation2,The| photographer| didn|'t| capture| a| moment|.| It| was| gone| in| a| flash|.,"[-9.7335205, -5.7616005, -0.87584513, -4.229816, -3.0574186, -3.0809531, -2.192616, -1.558678, -0.85259664, -7.306675, -1.1968112, -0.6892942, -0.8709292, -0.82457316]"
5,NA,"The photographer didn't capture a moment. In fact, it was gone in a flash.",def,negation2_infact,"The| photographer| didn|'t| capture| a| moment|.| In| fact|,| it| was| gone| in| a| flash|.","[-9.735217, -5.7622232, -0.8758931, -4.2293653, -3.055669, -3.0821586, -2.1936107, -5.5267177, -0.8414497, -0.17368327, -2.787962, -0.82215, -8.316034, -1.3366872, -0.775333, -1.0490949, -0.6240468]"
5,NA,The photographer didn't capture a moment. It was just gone in a flash.,def,negation2_just,The| photographer| didn|'t| capture| a| moment|.| It| was| just| gone| in| a| flash|.,"[-9.7335205, -5.7616005, -0.87584513, -4.229816, -3.0574186, -3.0809531, -2.192616, -1.558678, -0.85259664, -3.4817197, -8.27214, -3.1890452, -0.80233645, -0.863167, -0.7741228]"
5,NA,"The photographer didn't capture a moment. In fact, it was just gone in a flash.",def,negation2_just_infact,"The| photographer| didn|'t| capture| a| moment|.| In| fact|,| it| was| just| gone| in| a| flash|.","[-9.735217, -5.7622232, -0.8758931, -4.2293653, -3.055669, -3.0821586, -2.1936107, -5.5267177, -0.8414497, -0.17368327, -2.787962, -0.82215, -3.8960848, -9.324154, -2.620428, -0.78680336, -0.8779099, -0.65781975]"
5,NA,The photographer captured a moment. It was gone in a flash.,def,existential,The| photographer| captured| a| moment|.| It| was| gone| in| a| flash|.,"[-9.7335205, -5.038574, -2.1321929, -3.040296, -4.346048, -2.794391, -1.2364265, -8.309451, -0.86865926, -0.663984, -0.8541688, -0.79400766]"
5,NA,"The photographer captured a moment. In fact, it was gone in a flash.",def,existential_infact,"The| photographer| captured| a| moment|.| In| fact|,| it| was| gone| in| a| flash|.","[-9.7335205, -5.038574, -2.1321929, -3.040296, -4.346048, -4.4012117, -3.6254768, -0.19535269, -2.255021, -0.7308623, -11.05524, -1.085597, -0.7462812, -1.00752, -0.698156]"
6,NA,It was not the case that the surgeon didn't detect a tumor. It was just spreading everywhere.,def,DNE,It| was| not| the| case| that| the| surgeon| didn|'t| detect| a| tumor|.| It| was| just| spreading| everywhere|.,"[-2.3120632, -3.7709918, -2.6325545, -4.126794, -1.1438602, -1.4009677, -8.930584, -5.96032, -0.91876256, -7.7855453, -2.586038, -3.9038334, -1.6035631, -1.81451, -0.20588179, -3.6482055, -11.604428, -4.834059, -1.2429347]"
6,NA,"It was not the case that the surgeon didn't detect a tumor. In fact, it was just spreading everywhere.",def,DNE_infact,"It| was| not| the| case| that| the| surgeon| didn|'t| detect| a| tumor|.| In| fact|,| it| was| just| spreading| everywhere|.","[-2.3120632, -3.7709918, -2.6325545, -4.126794, -1.1438602, -1.4009677, -8.930584, -5.96032, -0.91876256, -7.7855453, -2.586038, -3.9038334, -1.6035631, -4.040787, -0.38435137, -0.16476442, -2.9010024, -0.3318543, -4.8978596, -12.345621, -3.4773004, -1.0016448]"
6,NA,The surgeon didn't detect a tumor. It was spreading everywhere.,def,negation2,The| surgeon| didn|'t| detect| a| tumor|.| It| was| spreading| everywhere|.,"[-10.448328, -5.9631553, -0.83777744, -7.925378, -2.3956492, -3.502242, -2.235919, -3.121831, -0.7425672, -10.321393, -4.544589, -0.93212295]"
6,NA,"The surgeon didn't detect a tumor. In fact, it was spreading everywhere.",def,negation2_infact,"The| surgeon| didn|'t| detect| a| tumor|.| In| fact|,| it| was| spreading| everywhere|.","[-10.448328, -5.9631553, -0.83777744, -7.925378, -2.3956492, -3.502242, -2.235919, -4.672904, -0.6288659, -0.083947964, -3.3774455, -0.85751855, -9.420192, -4.802615, -1.0513775]"
6,NA,The surgeon didn't detect a tumor. It was just spreading everywhere.,def,negation2_just,The| surgeon| didn|'t| detect| a| tumor|.| It| was| just| spreading| everywhere|.,"[-10.448328, -5.9631553, -0.83777744, -7.925378, -2.3956492, -3.502242, -2.235919, -3.121831, -0.7425672, -3.382519, -10.024549, -3.6715353, -1.0183135]"
6,NA,"The surgeon didn't detect a tumor. In fact, it was just spreading everywhere.",def,negation2_just_infact,"The| surgeon| didn|'t| detect| a| tumor|.| In| fact|,| it| was| just| spreading| everywhere|.","[-10.451123, -5.9648495, -0.83773947, -7.9269314, -2.3971515, -3.50067, -2.2352698, -4.672345, -0.6304568, -0.083912335, -3.377052, -0.8572393, -3.6110954, -11.180091, -4.5052085, -1.0951543]"
6,NA,The surgeon detected a tumor. It was spreading everywhere.,def,existential,The| surgeon| detected| a| tumor|.| It| was| spreading| everywhere|.,"[-10.448328, -9.525181, -1.4032202, -3.6523073, -3.8416083, -2.9116864, -0.5227431, -7.3105726, -5.7383313, -0.7092738]"
6,NA,"The surgeon detected a tumor. In fact, it was spreading everywhere.",def,existential_infact,"The| surgeon| detected| a| tumor|.| In| fact|,| it| was| spreading| everywhere|.","[-10.448328, -9.525181, -1.4032202, -3.6523073, -3.8416083, -4.1204553, -3.7514892, -0.09371158, -1.5329499, -0.2654374, -8.323917, -4.5571594, -0.9293964]"
7,NA,It was not the case that the editor didn't observe a mistake. It was just negligible.,def,DNE,It| was| not| the| case| that| the| editor| didn|'t| observe| a| mistake|.| It| was| just| negligible|.,"[-2.3120632, -3.7709918, -2.6325545, -4.126794, -1.1438602, -1.4009677, -9.11594, -5.550459, -0.94025165, -9.396252, -3.507865, -5.245738, -1.7500635, -1.9173437, -0.34106037, -3.3672907, -12.207742, -1.567636]"
7,NA,"It was not the case that the editor didn't observe a mistake. In fact, it was just negligible.",def,DNE_infact,"It| was| not| the| case| that| the| editor| didn|'t| observe| a| mistake|.| In| fact|,| it| was| just| negligible|.","[-2.3120632, -3.7709918, -2.6325545, -4.126794, -1.1438602, -1.4009677, -9.11594, -5.550459, -0.94025165, -9.396252, -3.507865, -5.245738, -1.7500635, -3.634543, -0.75734764, -0.2744667, -3.0230455, -0.56449866, -4.100416, -13.11123, -1.2852206]"
7,NA,The editor didn't observe a mistake. It was negligible.,def,negation2,The| editor| didn|'t| observe| a| mistake|.| It| was| negligible|.,"[-8.918953, -6.549228, -0.82147044, -9.091103, -3.3014321, -4.5906124, -2.3437562, -3.0780342, -1.8160746, -11.721649, -1.1781691]"
7,NA,"The editor didn't observe a mistake. In fact, it was negligible.",def,negation2_infact,"The| editor| didn|'t| observe| a| mistake|.| In| fact|,| it| was| negligible|.","[-8.918953, -6.549228, -0.82147044, -9.091103, -3.3014321, -4.5906124, -2.3437562, -4.2198954, -2.4078987, -0.19187844, -2.406233, -1.2500325, -12.766774, -0.9223444]"
7,NA,The editor didn't observe a mistake. It was just negligible.,def,negation2_just,The| editor| didn|'t| observe| a| mistake|.| It| was| just| negligible|.,"[-8.918953, -6.549228, -0.82147044, -9.091103, -3.3014321, -4.5906124, -2.3437562, -3.0780342, -1.8160746, -2.909958, -12.035433, -1.1552432]"
7,NA,"The editor didn't observe a mistake. In fact, it was just negligible.",def,negation2_just_infact,"The| editor| didn|'t| observe| a| mistake|.| In| fact|,| it| was| just| negligible|.","[-8.918953, -6.549228, -0.82147044, -9.091103, -3.3014321, -4.5906124, -2.3437562, -4.2198954, -2.4078987, -0.19187844, -2.406233, -1.2500325, -4.2584696, -12.6702585, -0.9615642]"
7,NA,The editor observed a mistake. It was negligible.,def,existential,The| editor| observed| a| mistake|.| It| was| negligible|.,"[-8.918953, -9.006245, -3.697291, -6.481191, -3.6089911, -2.8944194, -1.209737, -11.059654, -1.2688233]"
7,NA,"The editor observed a mistake. In fact, it was negligible.",def,existential_infact,"The| editor| observed| a| mistake|.| In| fact|,| it| was| negligible|.","[-8.918953, -9.006245, -3.697291, -6.481191, -3.6089911, -3.818342, -4.1000457, -0.33708847, -2.399109, -0.8546791, -11.85944, -1.2053472]"
8,NA,It was not the case that the chef didn't plant a tomato. It was just not ripe yet.,def,DNE,It| was| not| the| case| that| the| chef| didn|'t| plant| a| tomato|.| It| was| just| not| ripe| yet|.,"[-2.3120632, -3.7709918, -2.6325545, -4.126794, -1.1438602, -1.4009677, -10.054888, -4.458309, -0.8259446, -11.359153, -3.013272, -5.075695, -2.018469, -1.8779272, -0.22145186, -3.0968447, -3.0017514, -3.740231, -1.5959377, -0.72309834]"
8,NA,"It was not the case that the chef didn't plant a tomato. In fact, it was just not ripe yet.",def,DNE_infact,"It| was| not| the| case| that| the| chef| didn|'t| plant| a| tomato|.| In| fact|,| it| was| just| not| ripe| yet|.","[-2.3120632, -3.7709918, -2.6325545, -4.126794, -1.1438602, -1.4009677, -10.054888, -4.458309, -0.8259446, -11.359153, -3.013272, -5.075695, -2.018469, -4.8459563, -0.5031971, -0.18507145, -2.909882, -0.3848827, -3.7142968, -5.136615, -3.5451288, -1.5793227, -0.6991973]"
8,NA,The chef didn't plant a tomato. It was not ripe yet.,def,negation2,The| chef| didn|'t| plant| a| tomato|.| It| was| not| ripe| yet|.,"[-10.594553, -6.2839513, -0.82062227, -10.264464, -2.6364474, -5.2504025, -2.394411, -2.7504957, -1.2173697, -4.4051013, -5.066378, -2.2246068, -0.74207824]"
8,NA,"The chef didn't plant a tomato. In fact, it was not ripe yet.",def,negation2_infact,"The| chef| didn|'t| plant| a| tomato|.| In| fact|,| it| was| not| ripe| yet|.","[-10.596105, -6.284411, -0.82192594, -10.264715, -2.6370318, -5.2527475, -2.3935382, -5.5443277, -0.6768281, -0.11852935, -3.277771, -1.1407629, -3.8832443, -6.799958, -1.8888042, -0.68275857]"
8,NA,The chef didn't plant a tomato. It was just not ripe yet.,def,negation2_just,The| chef| didn|'t| plant| a| tomato|.| It| was| just| not| ripe| yet|.,"[-10.594553, -6.2839513, -0.82062227, -10.264464, -2.6364474, -5.2504025, -2.394411, -2.7504957, -1.2173697, -3.4534373, -5.9742937, -2.373293, -1.66948, -0.76759505]"
8,NA,"The chef didn't plant a tomato. In fact, it was just not ripe yet.",def,negation2_just_infact,"The| chef| didn|'t| plant| a| tomato|.| In| fact|,| it| was| just| not| ripe| yet|.","[-10.596105, -6.284411, -0.82192594, -10.264715, -2.6370318, -5.2527475, -2.3935382, -5.5443277, -0.6768281, -0.11852935, -3.277771, -1.1407629, -3.8086898, -7.1989317, -3.4424195, -1.6914117, -0.64340913]"
8,NA,The chef planted a tomato. It was not ripe yet.,def,existential,The| chef| planted| a| tomato|.| It| was| not| ripe| yet|.,"[-10.594553, -11.198648, -1.2823788, -6.026285, -4.5329685, -3.1471655, -1.5776953, -3.4550571, -3.110012, -2.1961136, -0.9340291]"
