frame,gender,sent,sentence_type,scope,tokens,logprobs
1,m,A pirate sailed across the ocean. He laughed as the waves crashed around.,ext,outScope,A| pirate| sailed| across| the| ocean|.| He| laughed| as| the| waves| crashed| around|.,"[-11.745735, -7.932889, -3.298327, -0.14903495, -1.7505463, -2.7782984, -1.7179723, -8.249816, -2.2249475, -2.5365713, -1.7921511, -1.3353921, -2.247786, -4.2567897]"
1,m,Every pirate sailed across the ocean before he laughed as the waves crashed around.,uni,inScope,Every| pirate| sailed| across| the| ocean| before| he| laughed| as| the| waves| crashed| around|.,"[-10.971675, -8.571095, -4.9086432, -0.20622279, -2.0703669, -7.1591825, -2.1159797, -10.777254, -5.581848, -2.025901, -2.709243, -2.0508986, -2.7249627, -4.5631733]"
1,m,Every pirate sailed across the ocean. He laughed as the waves crashed around.,uni,outScope,Every| pirate| sailed| across| the| ocean|.| He| laughed| as| the| waves| crashed| around|.,"[-10.971675, -8.571095, -4.9086432, -0.20622279, -2.0703669, -3.2083611, -3.8643186, -7.841813, -2.8160658, -2.4071712, -2.5072064, -1.6101962, -2.4841316, -3.8881269]"
1,m,No pirate sailed across the ocean before he laughed as the waves crashed around.,no,inScope,No| pirate| sailed| across| the| ocean| before| he| laughed| as| the| waves| crashed| around|.,"[-12.16747, -9.399966, -4.7012234, -0.18869928, -2.0503547, -7.0867605, -3.4335508, -9.885179, -5.893497, -2.2592344, -3.0393255, -1.9789746, -2.378533, -5.1719546]"
1,m,No pirate sailed across the ocean. He laughed as the waves crashed around.,no,outScope,No| pirate| sailed| across| the| ocean|.| He| laughed| as| the| waves| crashed| around|.,"[-12.16747, -9.399966, -4.7012234, -0.18869928, -2.0503547, -3.090042, -2.734355, -9.387299, -3.3838286, -2.7310965, -4.707568, -1.8652627, -2.333549, -4.788678]"
1,f,A pirate sailed across the ocean before she laughed as the waves crashed around.,ext,inScope,A| pirate| sailed| across| the| ocean| before| she| laughed| as| the| waves| crashed| around|.,"[-11.745735, -7.932889, -3.298327, -0.14903495, -1.7505463, -8.007868, -5.019778, -10.307018, -4.914411, -1.9903982, -2.5448232, -1.8958125, -2.430074, -4.5391374]"
1,f,A pirate sailed across the ocean. She laughed as the waves crashed around.,ext,outScope,A| pirate| sailed| across| the| ocean|.| She| laughed| as| the| waves| crashed| around|.,"[-11.745735, -7.932889, -3.298327, -0.14903495, -1.7505463, -2.7782984, -4.4161086, -7.9649296, -2.1518972, -1.8766474, -1.7136737, -1.3342565, -2.213312, -4.1924324]"
1,f,Every pirate sailed across the ocean before she laughed as the waves crashed around.,uni,inScope,Every| pirate| sailed| across| the| ocean| before| she| laughed| as| the| waves| crashed| around|.,"[-10.971675, -8.571095, -4.9086432, -0.20622279, -2.0703669, -7.1591825, -5.1903253, -10.527069, -5.8002653, -1.9696122, -2.924254, -1.903674, -2.3341599, -4.6722245]"
1,f,Every pirate sailed across the ocean. She laughed as the waves crashed around.,uni,outScope,Every| pirate| sailed| across| the| ocean|.| She| laughed| as| the| waves| crashed| around|.,"[-10.971675, -8.571095, -4.9086432, -0.20622279, -2.0703669, -3.2083611, -5.701803, -7.3394737, -2.6683795, -2.3750916, -2.7229807, -1.660166, -2.4433556, -3.826554]"
1,f,No pirate sailed across the ocean before she laughed as the waves crashed around.,no,inScope,No| pirate| sailed| across| the| ocean| before| she| laughed| as| the| waves| crashed| around|.,"[-12.16747, -9.399966, -4.7012234, -0.18869928, -2.0503547, -7.0867605, -6.6410127, -9.927902, -5.7292986, -2.1851025, -3.2575083, -1.9610234, -2.2661104, -5.0982]"
1,f,No pirate sailed across the ocean. She laughed as the waves crashed around.,no,outScope,No| pirate| sailed| across| the| ocean|.| She| laughed| as| the| waves| crashed| around|.,"[-12.16747, -9.399966, -4.7012234, -0.18869928, -2.0503547, -3.090042, -4.826641, -8.861542, -3.2772985, -2.732526, -4.3613434, -1.9149122, -2.2620363, -4.599388]"
1,p,A pirate sailed across the ocean before they laughed as the waves crashed around.,ext,inScope,A| pirate| sailed| across| the| ocean| before| they| laughed| as| the| waves| crashed| around|.,"[-11.745735, -7.932889, -3.298327, -0.14903495, -1.7505463, -8.007868, -4.2878118, -10.577407, -5.7570686, -2.181471, -3.3609765, -2.1836843, -2.8092098, -3.716048]"
1,p,A pirate sailed across the ocean. They laughed as the waves crashed around.,ext,outScope,A| pirate| sailed| across| the| ocean|.| They| laughed| as| the| waves| crashed| around|.,"[-11.745735, -7.932889, -3.298327, -0.14903495, -1.7505463, -2.7782984, -5.068625, -7.395937, -3.2300239, -2.0168293, -2.8088481, -1.7006127, -2.5955062, -3.677966]"
1,p,Every pirate sailed across the ocean before they laughed as the waves crashed around.,uni,inScope,Every| pirate| sailed| across| the| ocean| before| they| laughed| as| the| waves| crashed| around|.,"[-10.971675, -8.571095, -4.9086432, -0.20622279, -2.0703669, -7.1591825, -1.8175741, -10.401475, -5.9783416, -1.7835816, -2.956262, -2.0830743, -3.1958475, -4.1587543]"
1,p,Every pirate sailed across the ocean. They laughed as the waves crashed around.,uni,outScope,Every| pirate| sailed| across| the| ocean|.| They| laughed| as| the| waves| crashed| around|.,"[-10.971675, -8.571095, -4.9086432, -0.20622279, -2.0703669, -3.2083611, -3.3857725, -6.962611, -3.8380504, -1.7100347, -2.0822923, -1.7414886, -2.8368428, -2.945293]"
1,p,No pirate sailed across the ocean before they laughed as the waves crashed around.,no,inScope,No| pirate| sailed| across| the| ocean| before| they| laughed| as| the| waves| crashed| around|.,"[-12.16747, -9.399966, -4.7012234, -0.18869928, -2.0503547, -7.0867605, -4.575205, -11.001477, -6.539006, -2.1039467, -3.6207945, -2.0333037, -2.7281058, -4.27367]"
1,p,No pirate sailed across the ocean. They laughed as the waves crashed around.,no,outScope,No| pirate| sailed| across| the| ocean|.| They| laughed| as| the| waves| crashed| around|.,"[-12.16747, -9.399966, -4.7012234, -0.18869928, -2.0503547, -3.090042, -3.7787123, -10.092296, -4.1445885, -2.3478289, -4.9254494, -1.7826245, -2.3531876, -4.6804767]"
2,m,A kid played in the park before he shouted with joy.,ext,inScope,A| kid| played| in| the| park| before| he| shouted| with| joy|.,"[-9.961636, -8.48355, -3.331335, -1.1169133, -3.9128144, -6.3424983, -2.3360589, -10.661135, -5.432578, -1.3772744, -1.9378228]"
2,m,A kid played in the park. He shouted with joy.,ext,outScope,A| kid| played| in| the| park|.| He| shouted| with| joy|.,"[-9.961636, -8.48355, -3.331335, -1.1169133, -3.9128144, -2.1888876, -1.9725643, -6.946176, -3.5647354, -0.81660676, -1.3914164]"
2,m,Every kid played in the park before he shouted with joy.,uni,inScope,Every| kid| played| in| the| park| before| he| shouted| with| joy|.,"[-6.719356, -8.009062, -3.0340831, -0.7193463, -3.0929675, -5.5488997, -4.476432, -11.653103, -5.8461137, -1.7374208, -1.8641685]"
2,m,Every kid played in the park. He shouted with joy.,uni,outScope,Every| kid| played| in| the| park|.| He| shouted| with| joy|.,"[-6.719356, -8.009062, -3.0340831, -0.7193463, -3.0929675, -1.7710464, -4.1312065, -8.755798, -3.5542388, -1.1975213, -1.5931542]"
2,m,No kid played in the park before he shouted with joy.,no,inScope,No| kid| played| in| the| park| before| he| shouted| with| joy|.,"[-10.526786, -10.1652975, -2.6047843, -0.89971983, -3.464332, -5.71765, -4.3229475, -10.000143, -5.0933332, -1.3043048, -1.698309]"
2,m,No kid played in the park. He shouted with joy.,no,outScope,No| kid| played| in| the| park|.| He| shouted| with| joy|.,"[-10.526786, -10.1652975, -2.6047843, -0.89971983, -3.464332, -1.9631476, -3.3331447, -7.4757996, -4.371498, -1.6797576, -1.8605938]"
2,f,A kid played in the park before she shouted with joy.,ext,inScope,A| kid| played| in| the| park| before| she| shouted| with| joy|.,"[-9.961636, -8.48355, -3.331335, -1.1169133, -3.9128144, -6.3424983, -4.399617, -10.403944, -5.79552, -1.5303047, -1.7988732]"
2,f,A kid played in the park. She shouted with joy.,ext,outScope,A| kid| played| in| the| park|.| She| shouted| with| joy|.,"[-9.961636, -8.48355, -3.331335, -1.1169133, -3.9128144, -2.1888876, -4.4333453, -7.329096, -3.584313, -0.87533325, -1.411312]"
2,f,Every kid played in the park before she shouted with joy.,uni,inScope,Every| kid| played| in| the| park| before| she| shouted| with| joy|.,"[-6.719356, -8.009062, -3.0340831, -0.7193463, -3.0929675, -5.5488997, -6.6537657, -10.665281, -6.411152, -1.9462812, -1.8441817]"
2,f,Every kid played in the park. She shouted with joy.,uni,outScope,Every| kid| played| in| the| park|.| She| shouted| with| joy|.,"[-6.719356, -8.009062, -3.0340831, -0.7193463, -3.0929675, -1.7710464, -5.988268, -9.006781, -4.1010027, -1.3688933, -1.7618082]"
2,f,No kid played in the park before she shouted with joy.,no,inScope,No| kid| played| in| the| park| before| she| shouted| with| joy|.,"[-10.526786, -10.1652975, -2.6047843, -0.89971983, -3.464332, -5.71765, -5.254524, -9.104059, -5.771413, -1.8385581, -1.5697415]"
2,f,No kid played in the park. She shouted with joy.,no,outScope,No| kid| played| in| the| park|.| She| shouted| with| joy|.,"[-10.526786, -10.1652975, -2.6047843, -0.89971983, -3.464332, -1.9631476, -5.2574353, -7.9162593, -5.1042414, -1.9738064, -1.8355123]"
2,p,A kid played in the park before they shouted with joy.,ext,inScope,A| kid| played| in| the| park| before| they| shouted| with| joy|.,"[-9.961636, -8.48355, -3.331335, -1.1169133, -3.9128144, -6.3424983, -3.7967007, -11.12736, -7.098905, -1.7032992, -1.8092597]"
2,p,A kid played in the park. They shouted with joy.,ext,outScope,A| kid| played| in| the| park|.| They| shouted| with| joy|.,"[-9.961636, -8.48355, -3.331335, -1.1169133, -3.9128144, -2.1888876, -3.830604, -7.079892, -4.409359, -1.0683784, -1.2493321]"
2,p,Every kid played in the park before they shouted with joy.,uni,inScope,Every| kid| played| in| the| park| before| they| shouted| with| joy|.,"[-6.719356, -8.009062, -3.0340831, -0.7193463, -3.0929675, -5.5488997, -2.3522358, -12.395316, -6.525028, -1.5508401, -2.204217]"
2,p,Every kid played in the park. They shouted with joy.,uni,outScope,Every| kid| played| in| the| park|.| They| shouted| with| joy|.,"[-6.719356, -8.009062, -3.0340831, -0.7193463, -3.0929675, -1.7710464, -3.0463922, -8.566075, -4.1073346, -1.0389712, -1.4195569]"
2,p,No kid played in the park before they shouted with joy.,no,inScope,No| kid| played| in| the| park| before| they| shouted| with| joy|.,"[-10.526786, -10.1652975, -2.6047843, -0.89971983, -3.464332, -5.71765, -3.5698252, -10.654561, -5.852107, -1.4995964, -1.7379452]"
2,p,No kid played in the park. They shouted with joy.,no,outScope,No| kid| played| in| the| park|.| They| shouted| with| joy|.,"[-10.526786, -10.1652975, -2.6047843, -0.89971983, -3.464332, -1.9631476, -3.0964694, -8.228496, -4.670209, -1.6770191, -2.117258]"
3,m,A student studied in the library before he stared at the pages.,ext,inScope,A| student| studied| in| the| library| before| he| stared| at| the| pages|.,"[-7.5291247, -10.1453085, -5.341745, -1.3482826, -2.7582955, -4.670377, -4.7774267, -10.380558, -1.124365, -0.7949957, -7.0178766, -2.8129284]"
3,m,A student studied in the library. He stared at the pages.,ext,outScope,A| student| studied| in| the| library|.| He| stared| at| the| pages|.,"[-7.5291247, -10.1453085, -5.341745, -1.3482826, -2.7582955, -2.1919653, -2.1338134, -6.602028, -0.43336233, -0.4766065, -3.7521632, -3.4854171]"
3,m,Every student studied in the library before he stared at the pages.,uni,inScope,Every| student| studied| in| the| library| before| he| stared| at| the| pages|.,"[-5.1346655, -9.150858, -2.6752677, -1.4331241, -5.5339875, -5.078599, -4.9929447, -9.497366, -1.7768239, -0.71248084, -6.8873196, -2.2462344]"
3,m,Every student studied in the library. He stared at the pages.,uni,outScope,Every| student| studied| in| the| library|.| He| stared| at| the| pages|.,"[-5.1346655, -9.150858, -2.6752677, -1.4331241, -5.5339875, -2.608404, -4.1157284, -7.1936665, -0.41278005, -0.68982744, -4.484784, -3.4469125]"
3,m,No student studied in the library before he stared at the pages.,no,inScope,No| student| studied| in| the| library| before| he| stared| at| the| pages|.,"[-9.338873, -10.256246, -2.18253, -1.2032064, -4.126481, -4.6006956, -5.1706667, -9.229545, -1.1755677, -0.9115826, -6.2692394, -2.1332893]"
3,m,No student studied in the library. He stared at the pages.,no,outScope,No| student| studied| in| the| library|.| He| stared| at| the| pages|.,"[-9.338873, -10.256246, -2.18253, -1.2032064, -4.126481, -2.0756338, -4.097066, -7.2217646, -0.5267815, -0.6172351, -4.8651614, -3.4934683]"
3,f,A student studied in the library before she stared at the pages.,ext,inScope,A| student| studied| in| the| library| before| she| stared| at| the| pages|.,"[-7.5291247, -10.1453085, -5.341745, -1.3482826, -2.7582955, -4.670377, -4.895481, -10.048302, -1.2199169, -0.78437287, -6.811513, -2.7817101]"
3,f,A student studied in the library. She stared at the pages.,ext,outScope,A| student| studied| in| the| library|.| She| stared| at| the| pages|.,"[-7.5291247, -10.1453085, -5.341745, -1.3482826, -2.7582955, -2.1919653, -2.1367583, -6.65269, -0.45608845, -0.47625887, -3.859589, -3.5649147]"
3,f,Every student studied in the library before she stared at the pages.,uni,inScope,Every| student| studied| in| the| library| before| she| stared| at| the| pages|.,"[-5.1346655, -9.150858, -2.6752677, -1.4331241, -5.5339875, -5.078599, -6.4002876, -9.104266, -1.8039715, -0.76312554, -6.669937, -2.2173023]"
3,f,Every student studied in the library. She stared at the pages.,uni,outScope,Every| student| studied| in| the| library|.| She| stared| at| the| pages|.,"[-5.1346655, -9.150858, -2.6752677, -1.4331241, -5.5339875, -2.608404, -4.631074, -6.4313736, -0.43790203, -0.7250457, -4.4828444, -3.4183846]"
3,f,No student studied in the library before she stared at the pages.,no,inScope,No| student| studied| in| the| library| before| she| stared| at| the| pages|.,"[-9.338873, -10.256246, -2.18253, -1.2032064, -4.126481, -4.6006956, -5.5523167, -9.291636, -1.7502275, -1.0679475, -6.0465584, -1.9224172]"
3,f,No student studied in the library. She stared at the pages.,no,outScope,No| student| studied| in| the| library|.| She| stared| at| the| pages|.,"[-9.338873, -10.256246, -2.18253, -1.2032064, -4.126481, -2.0756338, -4.8440256, -6.629345, -0.48664173, -0.6997493, -4.9259953, -3.448079]"
3,p,A student studied in the library before they stared at the pages.,ext,inScope,A| student| studied| in| the| library| before| they| stared| at| the| pages|.,"[-7.5291247, -10.1453085, -5.341745, -1.3482826, -2.7582955, -4.670377, -5.830984, -9.685965, -1.8758652, -0.8294514, -6.4457507, -2.694757]"
3,p,A student studied in the library. They stared at the pages.,ext,outScope,A| student| studied| in| the| library|.| They| stared| at| the| pages|.,"[-7.5291247, -10.1453085, -5.341745, -1.3482826, -2.7582955, -2.1919653, -4.268748, -7.3394628, -0.52715427, -0.59237564, -4.0436287, -3.4337485]"
3,p,Every student studied in the library before they stared at the pages.,uni,inScope,Every| student| studied| in| the| library| before| they| stared| at| the| pages|.,"[-5.1346655, -9.150858, -2.6752677, -1.4331241, -5.5339875, -5.078599, -3.761378, -9.292514, -2.8276331, -0.75310487, -7.097995, -2.4022927]"
3,p,Every student studied in the library. They stared at the pages.,uni,outScope,Every| student| studied| in| the| library|.| They| stared| at| the| pages|.,"[-5.1346655, -9.150858, -2.6752677, -1.4331241, -5.5339875, -2.608404, -3.6806364, -7.6334147, -0.29728633, -0.6955354, -4.6164846, -3.276198]"
3,p,No student studied in the library before they stared at the pages.,no,inScope,No| student| studied| in| the| library| before| they| stared| at| the| pages|.,"[-9.338873, -10.256246, -2.18253, -1.2032064, -4.126481, -4.6006956, -4.793844, -9.346659, -1.4938247, -0.8755747, -6.448624, -2.196865]"
3,p,No student studied in the library. They stared at the pages.,no,outScope,No| student| studied| in| the| library|.| They| stared| at| the| pages|.,"[-9.338873, -10.256246, -2.18253, -1.2032064, -4.126481, -2.0756338, -3.7804673, -7.7039146, -0.41833937, -0.9248283, -5.326466, -3.5149214]"
4,m,A doctor waited in the hallway before he spoke to the nurse.,ext,inScope,A| doctor| waited| in| the| hallway| before| he| spoke| to| the| nurse|.,"[-8.87473, -11.299118, -2.441693, -0.57032865, -2.881446, -5.960787, -2.847094, -4.477794, -1.760447, -1.8782885, -4.6559296, -0.9954839]"
4,m,A doctor waited in the hallway. He spoke to the nurse.,ext,outScope,A| doctor| waited| in| the| hallway|.| He| spoke| to| the| nurse|.,"[-8.87473, -11.299118, -2.441693, -0.57032865, -2.881446, -2.10348, -1.9100349, -4.9205055, -1.3355768, -1.8218343, -2.8126562, -1.982686]"
4,m,Every doctor waited in the hallway before he spoke to the nurse.,uni,inScope,Every| doctor| waited| in| the| hallway| before| he| spoke| to| the| nurse|.,"[-7.8578367, -12.014815, -2.7001352, -1.3055674, -2.4710236, -5.0528855, -3.9173982, -4.771632, -2.296905, -2.0358615, -3.8409374, -1.0408651]"
4,m,Every doctor waited in the hallway. He spoke to the nurse.,uni,outScope,Every| doctor| waited| in| the| hallway|.| He| spoke| to| the| nurse|.,"[-7.8578367, -12.014815, -2.7001352, -1.3055674, -2.4710236, -2.4465518, -2.8781807, -5.584489, -1.015586, -2.0292044, -2.85054, -2.107676]"
4,m,No doctor waited in the hallway before he spoke to the nurse.,no,inScope,No| doctor| waited| in| the| hallway| before| he| spoke| to| the| nurse|.,"[-9.961928, -13.596701, -3.230431, -0.4404425, -3.1947632, -6.2799797, -3.413179, -4.7773676, -2.2801826, -2.5264173, -3.8408923, -1.0246719]"
4,m,No doctor waited in the hallway. He spoke to the nurse.,no,outScope,No| doctor| waited| in| the| hallway|.| He| spoke| to| the| nurse|.,"[-9.961928, -13.596701, -3.230431, -0.4404425, -3.1947632, -1.7551374, -2.4345114, -5.820776, -1.228161, -1.8603382, -2.1673908, -2.0288186]"
4,f,A doctor waited in the hallway before she spoke to the nurse.,ext,inScope,A| doctor| waited| in| the| hallway| before| she| spoke| to| the| nurse|.,"[-8.87473, -11.299118, -2.441693, -0.57032865, -2.881446, -5.960787, -3.6642156, -4.6733704, -1.6231118, -2.2879848, -4.0115776, -1.0301065]"
4,f,A doctor waited in the hallway. She spoke to the nurse.,ext,outScope,A| doctor| waited| in| the| hallway|.| She| spoke| to| the| nurse|.,"[-8.87473, -11.299118, -2.441693, -0.57032865, -2.881446, -2.10348, -2.7185447, -4.9139237, -1.3123657, -1.8830153, -2.7444093, -2.0484695]"
4,f,Every doctor waited in the hallway before she spoke to the nurse.,uni,inScope,Every| doctor| waited| in| the| hallway| before| she| spoke| to| the| nurse|.,"[-7.8578367, -12.014815, -2.7001352, -1.3055674, -2.4710236, -5.0528855, -4.8368254, -5.0874634, -2.0999246, -2.4180646, -3.718945, -1.1224582]"
4,f,Every doctor waited in the hallway. She spoke to the nurse.,uni,outScope,Every| doctor| waited| in| the| hallway|.| She| spoke| to| the| nurse|.,"[-7.8578367, -12.014815, -2.7001352, -1.3055674, -2.4710236, -2.4465518, -4.0441847, -5.8876944, -1.0382572, -2.006495, -2.856845, -2.277525]"
4,f,No doctor waited in the hallway before she spoke to the nurse.,no,inScope,No| doctor| waited| in| the| hallway| before| she| spoke| to| the| nurse|.,"[-9.961928, -13.596701, -3.230431, -0.4404425, -3.1947632, -6.2799797, -3.6648593, -4.9380417, -2.527717, -2.7810373, -3.3074474, -1.037078]"
4,f,No doctor waited in the hallway. She spoke to the nurse.,no,outScope,No| doctor| waited| in| the| hallway|.| She| spoke| to| the| nurse|.,"[-9.961928, -13.596701, -3.230431, -0.4404425, -3.1947632, -1.7551374, -3.130854, -5.939576, -1.155677, -1.9798661, -1.9776212, -1.9816403]"
4,p,A doctor waited in the hallway before they spoke to the nurse.,ext,inScope,A| doctor| waited| in| the| hallway| before| they| spoke| to| the| nurse|.,"[-8.87473, -11.299118, -2.441693, -0.57032865, -2.881446, -5.960787, -3.8169217, -6.1545544, -1.6538391, -2.1929636, -4.081732, -1.0293572]"
4,p,A doctor waited in the hallway. They spoke to the nurse.,ext,outScope,A| doctor| waited| in| the| hallway|.| They| spoke| to| the| nurse|.,"[-8.87473, -11.299118, -2.441693, -0.57032865, -2.881446, -2.10348, -4.1110487, -4.195785, -2.329589, -2.4263191, -3.3661747, -2.0031157]"
4,p,Every doctor waited in the hallway before they spoke to the nurse.,uni,inScope,Every| doctor| waited| in| the| hallway| before| they| spoke| to| the| nurse|.,"[-7.8578367, -12.014815, -2.7001352, -1.3055674, -2.4710236, -5.0528855, -2.5576513, -6.6284194, -0.73951924, -2.0060873, -4.274288, -0.9749891]"
4,p,Every doctor waited in the hallway. They spoke to the nurse.,uni,outScope,Every| doctor| waited| in| the| hallway|.| They| spoke| to| the| nurse|.,"[-7.8578367, -12.014815, -2.7001352, -1.3055674, -2.4710236, -2.4465518, -2.9307473, -5.590048, -1.9892132, -2.447238, -2.7694263, -2.357824]"
4,p,No doctor waited in the hallway before they spoke to the nurse.,no,inScope,No| doctor| waited| in| the| hallway| before| they| spoke| to| the| nurse|.,"[-9.961928, -13.596701, -3.230431, -0.4404425, -3.1947632, -6.2799797, -3.5935988, -6.09795, -1.0327166, -2.6604545, -4.3581095, -1.1109662]"
4,p,No doctor waited in the hallway. They spoke to the nurse.,no,outScope,No| doctor| waited| in| the| hallway|.| They| spoke| to| the| nurse|.,"[-9.961928, -13.596701, -3.230431, -0.4404425, -3.1947632, -1.7551374, -3.1571944, -6.3519564, -1.2830994, -2.36623, -2.9352603, -2.093842]"
5,m,A photographer stood by the fountain before he waited for the shot.,ext,inScope,A| photographer| stood| by| the| fountain| before| he| waited| for| the| shot|.,"[-10.47616, -8.461481, -2.8266854, -1.2773055, -7.0138006, -7.025814, -3.942958, -8.605836, -0.4622757, -0.8618087, -6.470808, -1.0623604]"
5,m,A photographer stood by the fountain. He waited for the shot.,ext,outScope,A| photographer| stood| by| the| fountain|.| He| waited| for| the| shot|.,"[-10.47616, -8.461481, -2.8266854, -1.2773055, -7.0138006, -2.9126744, -1.7994356, -5.447688, -0.8223393, -1.0881042, -6.072584, -1.0714864]"
