frame,gender,sent,sentence_type,scope,tokens,logprobs
0,f,No farmer worked in the field. She dreamed of the harvest.,no,outScope,No|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠShe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-16.799121856689453, -8.132861137390137, -2.3495872020721436, -0.8758998513221741, -2.0222673416137695, -2.119072437286377, -5.472357749938965, -8.565049171447754, -0.3651581108570099, -3.0582520961761475, -4.919053077697754, -2.1972849369049072]"
0,p,A farmer worked in the field before they dreamed of the harvest.,ext,inScope,A|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġthey|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-21.354290008544922, -7.272557258605957, -1.4201582670211792, -0.9566023349761963, -1.0835117101669312, -7.337531566619873, -6.822987079620361, -9.565569877624512, -0.7245550155639648, -2.4192209243774414, -3.70328950881958, -0.9184421896934509]"
0,p,A farmer worked in the field. They dreamed of the harvest.,ext,outScope,A|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠThey|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-21.354290008544922, -7.272557258605957, -1.4201582670211792, -0.9566023349761963, -1.0835117101669312, -3.132390260696411, -6.08552360534668, -9.182467460632324, -0.14171235263347626, -3.5421974658966064, -3.9061245918273926, -1.7526973485946655]"
0,p,Every farmer worked in the field before they dreamed of the harvest.,uni,inScope,Every|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġthey|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-10.313337326049805, -8.90302562713623, -2.9903624057769775, -1.2548271417617798, -2.105567455291748, -5.918346405029297, -4.47450065612793, -9.491539001464844, -0.7738859057426453, -2.529994249343872, -2.8788483142852783, -1.0749093294143677]"
0,p,Every farmer worked in the field. They dreamed of the harvest.,uni,outScope,Every|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠThey|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-10.313337326049805, -8.90302562713623, -2.9903624057769775, -1.2548271417617798, -2.105567455291748, -2.5089266300201416, -2.405238151550293, -8.594478607177734, -0.21953099966049194, -2.8174171447753906, -3.201815128326416, -1.5442606210708618]"
0,p,No farmer worked in the field before they dreamed of the harvest.,no,inScope,No|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġthey|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-16.799121856689453, -8.132861137390137, -2.3495872020721436, -0.8758998513221741, -2.0222673416137695, -5.586019039154053, -4.509207725524902, -8.368219375610352, -0.9043895602226257, -2.0656089782714844, -2.6486763954162598, -1.3178448677062988]"
0,p,No farmer worked in the field. They dreamed of the harvest.,no,outScope,No|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠThey|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-16.799121856689453, -8.132861137390137, -2.3495872020721436, -0.8758998513221741, -2.0222673416137695, -2.119072437286377, -3.228350877761841, -9.907652854919434, -0.3886353671550751, -2.7634987831115723, -3.950839042663574, -2.002523183822632]"
1,m,A pirate sailed across the ocean before he laughed as the waves crashed around.,ext,inScope,A|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġhe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-21.28310203552246, -7.4193291664123535, -2.1726996898651123, -0.13607904314994812, -1.7595638036727905, -7.611323356628418, -2.629293441772461, -8.748981475830078, -5.690163612365723, -2.46325421333313, -3.0245919227600098, -1.7077343463897705, -4.403835296630859, -5.475478649139404]"
1,m,A pirate sailed across the ocean. He laughed as the waves crashed around.,ext,outScope,A|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠHe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-21.28310203552246, -7.4193291664123535, -2.1726996898651123, -0.13607904314994812, -1.7595638036727905, -3.0702085494995117, -0.9767501354217529, -8.15090560913086, -2.529390335083008, -1.4648752212524414, -2.023069381713867, -0.30533847212791443, -4.161647796630859, -7.684082984924316]"
1,m,Every pirate sailed across the ocean before he laughed as the waves crashed around.,uni,inScope,Every|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġhe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-11.812227249145508, -7.6766510009765625, -4.706895351409912, -0.3610438406467438, -2.376634120941162, -6.764607906341553, -3.7030792236328125, -8.537981033325195, -5.585466384887695, -2.4313104152679443, -3.394221305847168, -1.4483869075775146, -4.527243614196777, -5.200141906738281]"
1,m,Every pirate sailed across the ocean. He laughed as the waves crashed around.,uni,outScope,Every|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠHe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-11.812227249145508, -7.6766510009765625, -4.706895351409912, -0.3610438406467438, -2.376634120941162, -3.048919200897217, -3.1396243572235107, -7.0121564865112305, -2.6168525218963623, -1.5603744983673096, -2.378324508666992, -0.4035027325153351, -4.156000137329102, -7.2758073806762695]"
1,m,No pirate sailed across the ocean before he laughed as the waves crashed around.,no,inScope,No|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġhe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-16.839153289794922, -7.8430986404418945, -3.858368158340454, -0.5141556262969971, -2.652585983276367, -5.911623001098633, -3.7302284240722656, -8.333349227905273, -5.278092384338379, -2.603853702545166, -3.036062717437744, -1.3456507921218872, -4.490960121154785, -5.62416410446167]"
1,m,No pirate sailed across the ocean. He laughed as the waves crashed around.,no,outScope,No|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠHe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-16.839153289794922, -7.8430986404418945, -3.858368158340454, -0.5141556262969971, -2.652585983276367, -3.253293752670288, -3.275892972946167, -7.658473014831543, -3.300187826156616, -2.5755162239074707, -2.604559898376465, -0.5144447684288025, -3.9810237884521484, -6.922897815704346]"
1,f,A pirate sailed across the ocean before she laughed as the waves crashed around.,ext,inScope,A|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġshe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-21.28310203552246, -7.4193291664123535, -2.1726996898651123, -0.13607904314994812, -1.7595638036727905, -7.611323356628418, -6.975030899047852, -8.697603225708008, -5.2870941162109375, -2.539189100265503, -3.0720555782318115, -1.3231085538864136, -4.238228797912598, -5.456667900085449]"
1,f,A pirate sailed across the ocean. She laughed as the waves crashed around.,ext,outScope,A|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠShe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-21.28310203552246, -7.4193291664123535, -2.1726996898651123, -0.13607904314994812, -1.7595638036727905, -3.0702085494995117, -5.196700096130371, -7.9409637451171875, -2.46640944480896, -0.7654377222061157, -2.4952495098114014, -0.3066367208957672, -4.074376583099365, -7.995244979858398]"
1,f,Every pirate sailed across the ocean before she laughed as the waves crashed around.,uni,inScope,Every|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġshe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-11.812227249145508, -7.6766510009765625, -4.706895351409912, -0.3610438406467438, -2.376634120941162, -6.764607906341553, -6.83907413482666, -8.715737342834473, -5.147805213928223, -2.62788462638855, -3.3692240715026855, -1.1616523265838623, -4.196929454803467, -5.341037750244141]"
1,f,Every pirate sailed across the ocean. She laughed as the waves crashed around.,uni,outScope,Every|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠShe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-11.812227249145508, -7.6766510009765625, -4.706895351409912, -0.3610438406467438, -2.376634120941162, -3.048919200897217, -6.128251075744629, -6.07663106918335, -2.799099922180176, -1.7511003017425537, -2.547229051589966, -0.5145633816719055, -3.9808785915374756, -7.341927528381348]"
1,f,No pirate sailed across the ocean before she laughed as the waves crashed around.,no,inScope,No|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġshe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-16.839153289794922, -7.8430986404418945, -3.858368158340454, -0.5141556262969971, -2.652585983276367, -5.911623001098633, -7.578115463256836, -9.010254859924316, -5.208142280578613, -2.704636573791504, -3.0768845081329346, -0.9897316694259644, -4.320102691650391, -5.70354700088501]"
1,f,No pirate sailed across the ocean. She laughed as the waves crashed around.,no,outScope,No|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠShe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-16.839153289794922, -7.8430986404418945, -3.858368158340454, -0.5141556262969971, -2.652585983276367, -3.253293752670288, -4.975441932678223, -7.025528907775879, -3.4495325088500977, -2.5641849040985107, -2.9521591663360596, -0.6863828301429749, -3.896709680557251, -7.416044235229492]"
1,p,A pirate sailed across the ocean before they laughed as the waves crashed around.,ext,inScope,A|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġthey|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-21.28310203552246, -7.4193291664123535, -2.1726996898651123, -0.13607904314994812, -1.7595638036727905, -7.611323356628418, -4.921436309814453, -9.750014305114746, -5.1022796630859375, -2.512671947479248, -3.6384658813476562, -1.2585405111312866, -4.536475658416748, -4.622497081756592]"
1,p,A pirate sailed across the ocean. They laughed as the waves crashed around.,ext,outScope,A|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠThey|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-21.28310203552246, -7.4193291664123535, -2.1726996898651123, -0.13607904314994812, -1.7595638036727905, -3.0702085494995117, -6.036561012268066, -8.398639678955078, -3.61358642578125, -2.303192615509033, -2.3367860317230225, -0.5030406713485718, -3.782992124557495, -6.00842809677124]"
1,p,Every pirate sailed across the ocean before they laughed as the waves crashed around.,uni,inScope,Every|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġthey|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-11.812227249145508, -7.6766510009765625, -4.706895351409912, -0.3610438406467438, -2.376634120941162, -6.764607906341553, -3.565885543823242, -9.824029922485352, -4.894491195678711, -2.3366503715515137, -3.6830883026123047, -1.131591796875, -4.627054214477539, -4.698034286499023]"
1,p,Every pirate sailed across the ocean. They laughed as the waves crashed around.,uni,outScope,Every|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠThey|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-11.812227249145508, -7.6766510009765625, -4.706895351409912, -0.3610438406467438, -2.376634120941162, -3.048919200897217, -2.653790235519409, -7.154716491699219, -3.885411024093628, -2.5207977294921875, -2.492443561553955, -0.52787184715271, -4.070594310760498, -6.812676429748535]"
1,p,No pirate sailed across the ocean before they laughed as the waves crashed around.,no,inScope,No|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġthey|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-16.839153289794922, -7.8430986404418945, -3.858368158340454, -0.5141556262969971, -2.652585983276367, -5.911623001098633, -4.079874038696289, -9.001002311706543, -5.1923394203186035, -2.6350152492523193, -3.173504114151001, -1.0503414869308472, -4.572268962860107, -4.973812580108643]"
1,p,No pirate sailed across the ocean. They laughed as the waves crashed around.,no,outScope,No|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠThey|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-16.839153289794922, -7.8430986404418945, -3.858368158340454, -0.5141556262969971, -2.652585983276367, -3.253293752670288, -2.9720618724823, -8.237325668334961, -3.9106333255767822, -2.8194775581359863, -2.8308968544006348, -0.6074546575546265, -4.327432155609131, -6.415835857391357]"
2,m,A kid played in the park before he shouted with joy.,ext,inScope,A|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|Ġbefore|Ġhe|Ġshouted|Ġwith|Ġjoy|.,"[-25.001358032226562, -7.893912315368652, -3.555922269821167, -0.756544828414917, -2.370201349258423, -5.524709701538086, -3.8058767318725586, -10.076587677001953, -4.397964000701904, -1.6494663953781128, -2.049069881439209]"
2,m,A kid played in the park. He shouted with joy.,ext,outScope,A|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|.|ĠHe|Ġshouted|Ġwith|Ġjoy|.,"[-25.001358032226562, -7.893912315368652, -3.555922269821167, -0.756544828414917, -2.370201349258423, -2.3124523162841797, -1.7333393096923828, -7.529237270355225, -2.3437299728393555, -0.5431735515594482, -1.6334903240203857]"
2,m,Every kid played in the park before he shouted with joy.,uni,inScope,Every|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|Ġbefore|Ġhe|Ġshouted|Ġwith|Ġjoy|.,"[-12.332000732421875, -9.12352180480957, -2.87965726852417, -0.4215123653411865, -1.7699921131134033, -5.165690898895264, -6.069899559020996, -12.608368873596191, -5.610454559326172, -2.5614700317382812, -1.5620191097259521]"
2,m,Every kid played in the park. He shouted with joy.,uni,outScope,Every|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|.|ĠHe|Ġshouted|Ġwith|Ġjoy|.,"[-12.332000732421875, -9.12352180480957, -2.87965726852417, -0.4215123653411865, -1.7699921131134033, -1.7708182334899902, -5.1774396896362305, -9.476991653442383, -2.229708433151245, -1.2315869331359863, -2.1908624172210693]"
2,m,No kid played in the park before he shouted with joy.,no,inScope,No|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|Ġbefore|Ġhe|Ġshouted|Ġwith|Ġjoy|.,"[-19.944473266601562, -11.480607986450195, -3.2368974685668945, -1.237773060798645, -3.3608851432800293, -5.444923400878906, -4.913597106933594, -8.751723289489746, -4.688565731048584, -1.815645694732666, -1.5597516298294067]"
2,m,No kid played in the park. He shouted with joy.,no,outScope,No|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|.|ĠHe|Ġshouted|Ġwith|Ġjoy|.,"[-19.944473266601562, -11.480607986450195, -3.2368974685668945, -1.237773060798645, -3.3608851432800293, -2.046743392944336, -4.712335586547852, -8.407855033874512, -3.8946890830993652, -1.6715929508209229, -2.264646291732788]"
2,f,A kid played in the park before she shouted with joy.,ext,inScope,A|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|Ġbefore|Ġshe|Ġshouted|Ġwith|Ġjoy|.,"[-25.001358032226562, -7.893912315368652, -3.555922269821167, -0.756544828414917, -2.370201349258423, -5.524709701538086, -5.446537017822266, -9.950069427490234, -4.444211006164551, -1.866267204284668, -1.9199538230895996]"
2,f,A kid played in the park. She shouted with joy.,ext,outScope,A|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|.|ĠShe|Ġshouted|Ġwith|Ġjoy|.,"[-25.001358032226562, -7.893912315368652, -3.555922269821167, -0.756544828414917, -2.370201349258423, -2.3124523162841797, -3.712179183959961, -7.617240905761719, -2.2880091667175293, -0.634393572807312, -1.7099817991256714]"
2,f,Every kid played in the park before she shouted with joy.,uni,inScope,Every|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|Ġbefore|Ġshe|Ġshouted|Ġwith|Ġjoy|.,"[-12.332000732421875, -9.12352180480957, -2.87965726852417, -0.4215123653411865, -1.7699921131134033, -5.165690898895264, -7.366725921630859, -11.175691604614258, -5.874218940734863, -2.931722402572632, -1.510947585105896]"
2,f,Every kid played in the park. She shouted with joy.,uni,outScope,Every|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|.|ĠShe|Ġshouted|Ġwith|Ġjoy|.,"[-12.332000732421875, -9.12352180480957, -2.87965726852417, -0.4215123653411865, -1.7699921131134033, -1.7708182334899902, -4.9067487716674805, -9.821218490600586, -2.6669888496398926, -1.8140250444412231, -2.217078685760498]"
2,f,No kid played in the park before she shouted with joy.,no,inScope,No|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|Ġbefore|Ġshe|Ġshouted|Ġwith|Ġjoy|.,"[-19.944473266601562, -11.480607986450195, -3.2368974685668945, -1.237773060798645, -3.3608851432800293, -5.444923400878906, -5.635817527770996, -8.165745735168457, -5.031447887420654, -2.175736904144287, -1.436318278312683]"
2,f,No kid played in the park. She shouted with joy.,no,outScope,No|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|.|ĠShe|Ġshouted|Ġwith|Ġjoy|.,"[-19.944473266601562, -11.480607986450195, -3.2368974685668945, -1.237773060798645, -3.3608851432800293, -2.046743392944336, -5.081958770751953, -8.479063034057617, -4.0547027587890625, -2.134945869445801, -2.1270017623901367]"
2,p,A kid played in the park before they shouted with joy.,ext,inScope,A|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|Ġbefore|Ġthey|Ġshouted|Ġwith|Ġjoy|.,"[-25.001358032226562, -7.893912315368652, -3.555922269821167, -0.756544828414917, -2.370201349258423, -5.524709701538086, -4.725981712341309, -10.601724624633789, -5.32786750793457, -1.8869420289993286, -1.8578215837478638]"
2,p,A kid played in the park. They shouted with joy.,ext,outScope,A|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|.|ĠThey|Ġshouted|Ġwith|Ġjoy|.,"[-25.001358032226562, -7.893912315368652, -3.555922269821167, -0.756544828414917, -2.370201349258423, -2.3124523162841797, -4.570903778076172, -7.255612373352051, -2.1833298206329346, -0.7394751310348511, -1.7362443208694458]"
2,p,Every kid played in the park before they shouted with joy.,uni,inScope,Every|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|Ġbefore|Ġthey|Ġshouted|Ġwith|Ġjoy|.,"[-12.332000732421875, -9.12352180480957, -2.87965726852417, -0.4215123653411865, -1.7699921131134033, -5.165690898895264, -3.7600505352020264, -14.447081565856934, -4.859174728393555, -1.8373112678527832, -1.7692104578018188]"
2,p,Every kid played in the park. They shouted with joy.,uni,outScope,Every|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|.|ĠThey|Ġshouted|Ġwith|Ġjoy|.,"[-12.332000732421875, -9.12352180480957, -2.87965726852417, -0.4215123653411865, -1.7699921131134033, -1.7708182334899902, -3.12069034576416, -9.248746871948242, -3.377814292907715, -0.9585905075073242, -2.4282333850860596]"
2,p,No kid played in the park before they shouted with joy.,no,inScope,No|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|Ġbefore|Ġthey|Ġshouted|Ġwith|Ġjoy|.,"[-19.944473266601562, -11.480607986450195, -3.2368974685668945, -1.237773060798645, -3.3608851432800293, -5.444923400878906, -4.38533878326416, -9.644681930541992, -4.578725814819336, -1.4349263906478882, -1.746929407119751]"
2,p,No kid played in the park. They shouted with joy.,no,outScope,No|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|.|ĠThey|Ġshouted|Ġwith|Ġjoy|.,"[-19.944473266601562, -11.480607986450195, -3.2368974685668945, -1.237773060798645, -3.3608851432800293, -2.046743392944336, -3.6759655475616455, -8.898463249206543, -3.9409098625183105, -1.3147079944610596, -2.358327627182007]"
3,m,A student studied in the library before he stared at the pages.,ext,inScope,A|Ġstudent|Ġstudied|Ġin|Ġthe|Ġlibrary|Ġbefore|Ġhe|Ġstared|Ġat|Ġthe|Ġpages|.,"[-25.963844299316406, -9.158151626586914, -3.223907947540283, -1.8785868883132935, -1.951514482498169, -5.041112899780273, -4.30975341796875, -8.299176216125488, -0.9363936185836792, -0.8020023107528687, -6.593249797821045, -2.9039721488952637]"
3,m,A student studied in the library. He stared at the pages.,ext,outScope,A|Ġstudent|Ġstudied|Ġin|Ġthe|Ġlibrary|.|ĠHe|Ġstared|Ġat|Ġthe|Ġpages|.,"[-25.963844299316406, -9.158151626586914, -3.223907947540283, -1.8785868883132935, -1.951514482498169, -2.3207406997680664, -2.7049145698547363, -5.851510047912598, -0.5803365707397461, -0.8884958028793335, -3.4314541816711426, -4.698895454406738]"
3,m,Every student studied in the library before he stared at the pages.,uni,inScope,Every|Ġstudent|Ġstudied|Ġin|Ġthe|Ġlibrary|Ġbefore|Ġhe|Ġstared|Ġat|Ġthe|Ġpages|.,"[-11.890480041503906, -9.48864459991455, -2.4913079738616943, -1.301629662513733, -5.107542991638184, -4.892069339752197, -5.22485876083374, -8.690733909606934, -0.9360523819923401, -0.5692574977874756, -6.759853839874268, -2.841264247894287]"
3,m,Every student studied in the library. He stared at the pages.,uni,outScope,Every|Ġstudent|Ġstudied|Ġin|Ġthe|Ġlibrary|.|ĠHe|Ġstared|Ġat|Ġthe|Ġpages|.,"[-11.890480041503906, -9.48864459991455, -2.4913079738616943, -1.301629662513733, -5.107542991638184, -2.3500962257385254, -5.245303153991699, -5.925587177276611, -0.6195712089538574, -0.694187343120575, -3.4216232299804688, -3.6941795349121094]"
3,m,No student studied in the library before he stared at the pages.,no,inScope,No|Ġstudent|Ġstudied|Ġin|Ġthe|Ġlibrary|Ġbefore|Ġhe|Ġstared|Ġat|Ġthe|Ġpages|.,"[-19.738197326660156, -9.499704360961914, -2.9534189701080322, -1.732547402381897, -4.427212715148926, -4.9859700202941895, -5.541922569274902, -8.485780715942383, -0.664935290813446, -0.6086904406547546, -5.423197269439697, -2.671696186065674]"
3,m,No student studied in the library. He stared at the pages.,no,outScope,No|Ġstudent|Ġstudied|Ġin|Ġthe|Ġlibrary|.|ĠHe|Ġstared|Ġat|Ġthe|Ġpages|.,"[-19.738197326660156, -9.499704360961914, -2.9534189701080322, -1.732547402381897, -4.427212715148926, -2.439598560333252, -5.2042717933654785, -6.420040130615234, -0.9892007112503052, -0.6643719673156738, -4.964714050292969, -3.7216477394104004]"
3,f,A student studied in the library before she stared at the pages.,ext,inScope,A|Ġstudent|Ġstudied|Ġin|Ġthe|Ġlibrary|Ġbefore|Ġshe|Ġstared|Ġat|Ġthe|Ġpages|.,"[-25.963844299316406, -9.158151626586914, -3.223907947540283, -1.8785868883132935, -1.951514482498169, -5.041112899780273, -4.552553176879883, -8.57021427154541, -0.9698890447616577, -0.7759189009666443, -6.790266036987305, -2.951848030090332]"
