frame,gender,sent,subject,sentence_type,tokens,logprobs,slor_nofirst
4,f,"Either there was a flower, or it was planted by the gardener.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġflower|,|Ġor|Ġit|Ġwas|Ġplanted|Ġby|Ġthe|Ġgard|ener|.","[-7.433967590332031, -1.9269226789474487, -0.9533094763755798, -9.97172737121582, -2.8131465911865234, -0.3609626889228821, -2.662653923034668, -0.6325290203094482, -7.200740814208984, -2.6138389110565186, -1.498900294303894, -3.9939661026000977, -0.015955274924635887, -1.6048941612243652]",3.759389932979881
4,f,"There was no flower, or it was planted by the gardener.",def,disjunction_or,"There|Ġwas|Ġno|Ġflower|,|Ġor|Ġit|Ġwas|Ġplanted|Ġby|Ġthe|Ġgard|ener|.","[-2.7972724437713623, -1.7473255395889282, -10.935506820678711, -2.938723564147949, -3.7944722175598145, -5.1029253005981445, -0.8972406387329102, -6.100100517272949, -3.45430326461792, -1.418025255203247, -3.5105466842651367, -0.017774345353245735, -1.8897454738616943]",3.6814695429632063
4,f,"There was no flower, and it was planted by the gardener.",def,conjunction,"There|Ġwas|Ġno|Ġflower|,|Ġand|Ġit|Ġwas|Ġplanted|Ġby|Ġthe|Ġgard|ener|.","[-2.7972724437713623, -1.7473255395889282, -10.935506820678711, -2.938723564147949, -2.7752623558044434, -3.454014778137207, -0.7284551858901978, -8.099141120910645, -2.9806032180786133, -1.5892924070358276, -4.605830192565918, -0.014196122996509075, -1.7923507690429688]",3.5386944669498064
5,m,"Either there was no document, or it was destroyed by the fire.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġdocument|,|Ġor|Ġit|Ġwas|Ġdestroyed|Ġby|Ġthe|Ġfire|.","[-7.433967590332031, -1.9269226789474487, -2.151702404022217, -8.157106399536133, -1.6338950395584106, -0.19589883089065552, -1.3204329013824463, -0.6118432879447937, -2.5963051319122314, -2.2748379707336426, -0.8442718982696533, -3.229761838912964, -1.8344475030899048]",3.580414982020127
5,m,"Either there was a document, or it was destroyed by the fire.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġdocument|,|Ġor|Ġit|Ġwas|Ġdestroyed|Ġby|Ġthe|Ġfire|.","[-7.433967590332031, -1.9269226789474487, -0.9533094763755798, -9.329290390014648, -2.699982166290283, -0.4955514669418335, -3.730107545852661, -0.8102251291275024, -3.887187957763672, -2.5629689693450928, -0.9547345638275146, -3.426952838897705, -1.4990358352661133]",2.939728355344484
5,m,"There was no document, or it was destroyed by the fire.",def,disjunction_or,"There|Ġwas|Ġno|Ġdocument|,|Ġor|Ġit|Ġwas|Ġdestroyed|Ġby|Ġthe|Ġfire|.","[-2.7972724437713623, -1.7473255395889282, -9.79163646697998, -3.1992907524108887, -4.126162052154541, -5.225162506103516, -0.5911307334899902, -2.62996244430542, -2.3719124794006348, -0.7650220990180969, -2.7936604022979736, -1.5503333806991577]",3.0404938410043627
5,m,"There was no document, and it was destroyed by the fire.",def,conjunction,"There|Ġwas|Ġno|Ġdocument|,|Ġand|Ġit|Ġwas|Ġdestroyed|Ġby|Ġthe|Ġfire|.","[-2.7972724437713623, -1.7473255395889282, -9.79163646697998, -3.1992907524108887, -2.871793270111084, -3.2897722721099854, -0.7419583201408386, -7.776002883911133, -2.180948257446289, -0.9979155659675598, -2.6089088916778564, -1.4619699716567993]",2.7173282684436004
5,f,"Either there was no document, or it was destroyed by the fire.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġdocument|,|Ġor|Ġit|Ġwas|Ġdestroyed|Ġby|Ġthe|Ġfire|.","[-7.433967590332031, -1.9269226789474487, -2.151702404022217, -8.157106399536133, -1.6338950395584106, -0.19589883089065552, -1.3204329013824463, -0.6118432879447937, -2.5963051319122314, -2.2748379707336426, -0.8442718982696533, -3.229761838912964, -1.8344475030899048]",3.580414982020127
5,f,"Either there was a document, or it was destroyed by the fire.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġdocument|,|Ġor|Ġit|Ġwas|Ġdestroyed|Ġby|Ġthe|Ġfire|.","[-7.433967590332031, -1.9269226789474487, -0.9533094763755798, -9.329290390014648, -2.699982166290283, -0.4955514669418335, -3.730107545852661, -0.8102251291275024, -3.887187957763672, -2.5629689693450928, -0.9547345638275146, -3.426952838897705, -1.4990358352661133]",2.939728355344484
5,f,"There was no document, or it was destroyed by the fire.",def,disjunction_or,"There|Ġwas|Ġno|Ġdocument|,|Ġor|Ġit|Ġwas|Ġdestroyed|Ġby|Ġthe|Ġfire|.","[-2.7972724437713623, -1.7473255395889282, -9.79163646697998, -3.1992907524108887, -4.126162052154541, -5.225162506103516, -0.5911307334899902, -2.62996244430542, -2.3719124794006348, -0.7650220990180969, -2.7936604022979736, -1.5503333806991577]",3.0404938410043627
5,f,"There was no document, and it was destroyed by the fire.",def,conjunction,"There|Ġwas|Ġno|Ġdocument|,|Ġand|Ġit|Ġwas|Ġdestroyed|Ġby|Ġthe|Ġfire|.","[-2.7972724437713623, -1.7473255395889282, -9.79163646697998, -3.1992907524108887, -2.871793270111084, -3.2897722721099854, -0.7419583201408386, -7.776002883911133, -2.180948257446289, -0.9979155659675598, -2.6089088916778564, -1.4619699716567993]",2.7173282684436004
6,m,"Either there was no plan, or it was leaked by the reporter.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġplan|,|Ġor|Ġit|Ġwas|Ġleaked|Ġby|Ġthe|Ġreporter|.","[-7.433967590332031, -1.9269226789474487, -2.151702404022217, -5.869915962219238, -1.4330613613128662, -0.24088363349437714, -1.6315268278121948, -0.5728965997695923, -6.228306293487549, -3.0662331581115723, -1.48858642578125, -8.265036582946777, -1.7320648431777954]",3.040729263243832
6,m,"Either there was a plan, or it was leaked by the reporter.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġplan|,|Ġor|Ġit|Ġwas|Ġleaked|Ġby|Ġthe|Ġreporter|.","[-7.433967590332031, -1.9269226789474487, -0.9533094763755798, -6.387462615966797, -2.0097954273223877, -0.3994356393814087, -2.8265881538391113, -0.4533359408378601, -12.070180892944336, -2.8832297325134277, -1.7450017929077148, -7.4486494064331055, -1.421889305114746]",2.3677487013334573
6,m,"There was no plan, or it was leaked by the reporter.",def,disjunction_or,"There|Ġwas|Ġno|Ġplan|,|Ġor|Ġit|Ġwas|Ġleaked|Ġby|Ġthe|Ġreporter|.","[-2.7972724437713623, -1.7473255395889282, -7.253787994384766, -2.4485363960266113, -4.254039287567139, -4.994398593902588, -0.7002199292182922, -7.429583549499512, -3.4484593868255615, -1.3838099241256714, -7.382204055786133, -1.6529967784881592]",2.4496633379065536
6,m,"There was no plan, and it was leaked by the reporter.",def,conjunction,"There|Ġwas|Ġno|Ġplan|,|Ġand|Ġit|Ġwas|Ġleaked|Ġby|Ġthe|Ġreporter|.","[-2.7972724437713623, -1.7473255395889282, -7.253787994384766, -2.4485363960266113, -2.7886557579040527, -3.13946533203125, -0.846332311630249, -12.1091890335083, -2.499636650085449, -1.410630702972412, -7.293341636657715, -2.3484628200531006]",2.1836578150226864
6,f,"Either there was no plan, or it was leaked by the reporter.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġplan|,|Ġor|Ġit|Ġwas|Ġleaked|Ġby|Ġthe|Ġreporter|.","[-7.433967590332031, -1.9269226789474487, -2.151702404022217, -5.869915962219238, -1.4330613613128662, -0.24088363349437714, -1.6315268278121948, -0.5728965997695923, -6.228306293487549, -3.0662331581115723, -1.48858642578125, -8.265036582946777, -1.7320648431777954]",3.040729263243832
6,f,"Either there was a plan, or it was leaked by the reporter.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġplan|,|Ġor|Ġit|Ġwas|Ġleaked|Ġby|Ġthe|Ġreporter|.","[-7.433967590332031, -1.9269226789474487, -0.9533094763755798, -6.387462615966797, -2.0097954273223877, -0.3994356393814087, -2.8265881538391113, -0.4533359408378601, -12.070180892944336, -2.8832297325134277, -1.7450017929077148, -7.4486494064331055, -1.421889305114746]",2.3677487013334573
6,f,"There was no plan, or it was leaked by the reporter.",def,disjunction_or,"There|Ġwas|Ġno|Ġplan|,|Ġor|Ġit|Ġwas|Ġleaked|Ġby|Ġthe|Ġreporter|.","[-2.7972724437713623, -1.7473255395889282, -7.253787994384766, -2.4485363960266113, -4.254039287567139, -4.994398593902588, -0.7002199292182922, -7.429583549499512, -3.4484593868255615, -1.3838099241256714, -7.382204055786133, -1.6529967784881592]",2.4496633379065536
6,f,"There was no plan, and it was leaked by the reporter.",def,conjunction,"There|Ġwas|Ġno|Ġplan|,|Ġand|Ġit|Ġwas|Ġleaked|Ġby|Ġthe|Ġreporter|.","[-2.7972724437713623, -1.7473255395889282, -7.253787994384766, -2.4485363960266113, -2.7886557579040527, -3.13946533203125, -0.846332311630249, -12.1091890335083, -2.499636650085449, -1.410630702972412, -7.293341636657715, -2.3484628200531006]",2.1836578150226864
7,m,"Either there was no artifact, or it was recovered by the researcher.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġartifact|,|Ġor|Ġit|Ġwas|Ġrecovered|Ġby|Ġthe|Ġresearcher|.","[-7.433967590332031, -1.9269226789474487, -2.151702404022217, -10.537935256958008, -1.586728811264038, -0.2544582784175873, -1.0732169151306152, -0.5591301321983337, -6.209829807281494, -1.6305413246154785, -1.2145105600357056, -8.83179759979248, -2.012981414794922]",3.135459545454628
7,m,"Either there was an artifact, or it was recovered by the researcher.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġan|Ġartifact|,|Ġor|Ġit|Ġwas|Ġrecovered|Ġby|Ġthe|Ġresearcher|.","[-7.433967590332031, -1.9269226789474487, -2.7146830558776855, -7.985038757324219, -2.536949396133423, -0.3936344385147095, -2.7724156379699707, -0.4706715941429138, -9.580647468566895, -2.285738706588745, -1.3429937362670898, -8.370134353637695, -1.5781980752944946]",2.7520428867205267
