frame,gender,sent,subject,sentence_type,tokens,logprobs,slor_nofirst
1,m,"There was no manuscript, or it was hid by the librarian.",def,disjunction_or,"There|Ġwas|Ġno|Ġmanuscript|,|Ġor|Ġit|Ġwas|Ġhid|Ġby|Ġthe|Ġlibrarian|.","[-5.6566162109375, -1.7209906578063965, -11.403185844421387, -2.3737950325012207, -4.4447221755981445, -5.489358901977539, -0.7081815004348755, -9.383832931518555, -3.151341676712036, -0.8989114761352539, -6.366264343261719, -1.4756001234054565]",2.474121268617823
1,m,"There was no manuscript, and it was hid by the librarian.",def,conjunction,"There|Ġwas|Ġno|Ġmanuscript|,|Ġand|Ġit|Ġwas|Ġhid|Ġby|Ġthe|Ġlibrarian|.","[-5.6566162109375, -1.7209906578063965, -11.403185844421387, -2.3737950325012207, -2.4501850605010986, -3.354919910430908, -0.7084314823150635, -14.52608871459961, -2.6451845169067383, -1.0448070764541626, -5.7657790184021, -1.8208707571029663]",2.2741115233806575
1,f,"Either there was no manuscript, or it was hid by the librarian.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġmanuscript|,|Ġor|Ġit|Ġwas|Ġhid|Ġby|Ġthe|Ġlibrarian|.","[-7.686661720275879, -1.9512999057769775, -1.7119423151016235, -9.575626373291016, -1.4040321111679077, -0.35344740748405457, -1.2587178945541382, -0.6812785863876343, -10.395435333251953, -2.488640785217285, -1.1509809494018555, -6.490362644195557, -2.055189609527588]",3.2492793316932187
1,f,"Either there was a manuscript, or it was hid by the librarian.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġmanuscript|,|Ġor|Ġit|Ġwas|Ġhid|Ġby|Ġthe|Ġlibrarian|.","[-7.686661720275879, -1.9512999057769775, -1.050012230873108, -9.74589729309082, -2.492032766342163, -1.05587899684906, -3.060275077819824, -0.6119369864463806, -13.188919067382812, -2.70992112159729, -1.2829337120056152, -6.219521522521973, -1.8615615367889404]",2.5921009228108214
1,f,"There was no manuscript, or it was hid by the librarian.",def,disjunction_or,"There|Ġwas|Ġno|Ġmanuscript|,|Ġor|Ġit|Ġwas|Ġhid|Ġby|Ġthe|Ġlibrarian|.","[-5.6566162109375, -1.7209906578063965, -11.403185844421387, -2.3737950325012207, -4.4447221755981445, -5.489358901977539, -0.7081815004348755, -9.383832931518555, -3.151341676712036, -0.8989114761352539, -6.366264343261719, -1.4756001234054565]",2.474121268617823
1,f,"There was no manuscript, and it was hid by the librarian.",def,conjunction,"There|Ġwas|Ġno|Ġmanuscript|,|Ġand|Ġit|Ġwas|Ġhid|Ġby|Ġthe|Ġlibrarian|.","[-5.6566162109375, -1.7209906578063965, -11.403185844421387, -2.3737950325012207, -2.4501850605010986, -3.354919910430908, -0.7084314823150635, -14.52608871459961, -2.6451845169067383, -1.0448070764541626, -5.7657790184021, -1.8208707571029663]",2.2741115233806575
2,m,"Either there was no painting, or it was stolen by the thief.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġpainting|,|Ġor|Ġit|Ġwas|Ġstolen|Ġby|Ġthe|Ġthief|.","[-7.686661720275879, -1.9512999057769775, -1.7119423151016235, -9.539327621459961, -1.7237478494644165, -0.40862035751342773, -1.158259391784668, -0.5045453310012817, -4.397588729858398, -2.508283853530884, -1.2158244848251343, -5.533819198608398, -2.086812973022461]",3.490654564507726
2,m,"Either there was a painting, or it was stolen by the thief.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġpainting|,|Ġor|Ġit|Ġwas|Ġstolen|Ġby|Ġthe|Ġthief|.","[-7.686661720275879, -1.9512999057769775, -1.050012230873108, -9.810914993286133, -2.780467987060547, -0.9305567741394043, -2.9716665744781494, -0.4704633951187134, -6.64655876159668, -3.2385432720184326, -1.434585690498352, -4.41256856918335, -1.7291516065597534]",2.9124391212788194
2,m,"There was no painting, or it was stolen by the thief.",def,disjunction_or,"There|Ġwas|Ġno|Ġpainting|,|Ġor|Ġit|Ġwas|Ġstolen|Ġby|Ġthe|Ġthief|.","[-5.6566162109375, -1.7209906578063965, -9.864917755126953, -2.152268886566162, -4.087202072143555, -7.1137237548828125, -0.4777425527572632, -6.893502235412598, -2.901580810546875, -0.8598245978355408, -5.152755260467529, -1.5715696811676025]",2.5558798121376505
2,m,"There was no painting, and it was stolen by the thief.",def,conjunction,"There|Ġwas|Ġno|Ġpainting|,|Ġand|Ġit|Ġwas|Ġstolen|Ġby|Ġthe|Ġthief|.","[-5.6566162109375, -1.7209906578063965, -9.864917755126953, -2.152268886566162, -3.0563466548919678, -3.513151168823242, -0.6781280636787415, -10.962209701538086, -3.088634490966797, -1.396619439125061, -4.64405632019043, -1.592340111732483]",2.399575768728487
2,f,"Either there was no painting, or it was stolen by the thief.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġpainting|,|Ġor|Ġit|Ġwas|Ġstolen|Ġby|Ġthe|Ġthief|.","[-7.686661720275879, -1.9512999057769775, -1.7119423151016235, -9.539327621459961, -1.7237478494644165, -0.40862035751342773, -1.158259391784668, -0.5045453310012817, -4.397588729858398, -2.508283853530884, -1.2158244848251343, -5.533819198608398, -2.086812973022461]",3.490654564507726
2,f,"Either there was a painting, or it was stolen by the thief.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġpainting|,|Ġor|Ġit|Ġwas|Ġstolen|Ġby|Ġthe|Ġthief|.","[-7.686661720275879, -1.9512999057769775, -1.050012230873108, -9.810914993286133, -2.780467987060547, -0.9305567741394043, -2.9716665744781494, -0.4704633951187134, -6.64655876159668, -3.2385432720184326, -1.434585690498352, -4.41256856918335, -1.7291516065597534]",2.9124391212788194
2,f,"There was no painting, or it was stolen by the thief.",def,disjunction_or,"There|Ġwas|Ġno|Ġpainting|,|Ġor|Ġit|Ġwas|Ġstolen|Ġby|Ġthe|Ġthief|.","[-5.6566162109375, -1.7209906578063965, -9.864917755126953, -2.152268886566162, -4.087202072143555, -7.1137237548828125, -0.4777425527572632, -6.893502235412598, -2.901580810546875, -0.8598245978355408, -5.152755260467529, -1.5715696811676025]",2.5558798121376505
2,f,"There was no painting, and it was stolen by the thief.",def,conjunction,"There|Ġwas|Ġno|Ġpainting|,|Ġand|Ġit|Ġwas|Ġstolen|Ġby|Ġthe|Ġthief|.","[-5.6566162109375, -1.7209906578063965, -9.864917755126953, -2.152268886566162, -3.0563466548919678, -3.513151168823242, -0.6781280636787415, -10.962209701538086, -3.088634490966797, -1.396619439125061, -4.64405632019043, -1.592340111732483]",2.399575768728487
3,m,"Either there was no weapon, or it was secured by the soldier.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġweapon|,|Ġor|Ġit|Ġwas|Ġsecured|Ġby|Ġthe|Ġsoldier|.","[-7.686661720275879, -1.9512999057769775, -1.7119423151016235, -7.352217674255371, -1.4580703973770142, -0.3302168548107147, -1.3476322889328003, -0.5677362680435181, -8.724342346191406, -2.537508964538574, -1.2842364311218262, -6.663670063018799, -2.137686014175415]",3.070108154119496
3,m,"Either there was a weapon, or it was secured by the soldier.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġweapon|,|Ġor|Ġit|Ġwas|Ġsecured|Ġby|Ġthe|Ġsoldier|.","[-7.686661720275879, -1.9512999057769775, -1.050012230873108, -8.178922653198242, -2.2795357704162598, -0.9247660636901855, -2.7775797843933105, -0.41785234212875366, -11.258968353271484, -2.069061279296875, -2.121058702468872, -7.741436004638672, -2.1777119636535645]",2.3230521122890284
3,m,"There was no weapon, or it was secured by the soldier.",def,disjunction_or,"There|Ġwas|Ġno|Ġweapon|,|Ġor|Ġit|Ġwas|Ġsecured|Ġby|Ġthe|Ġsoldier|.","[-5.6566162109375, -1.7209906578063965, -8.818228721618652, -2.1164822578430176, -4.514750003814697, -6.3377156257629395, -0.5987483859062195, -8.226640701293945, -2.455328941345215, -0.7507790923118591, -7.289830207824707, -1.5934579372406006]",2.2419223044955223
3,m,"There was no weapon, and it was secured by the soldier.",def,conjunction,"There|Ġwas|Ġno|Ġweapon|,|Ġand|Ġit|Ġwas|Ġsecured|Ġby|Ġthe|Ġsoldier|.","[-5.6566162109375, -1.7209906578063965, -8.818228721618652, -2.1164822578430176, -2.6621248722076416, -3.5139825344085693, -0.6756842732429504, -11.309649467468262, -2.060922384262085, -1.8645107746124268, -8.25396728515625, -1.9586420059204102]",2.03073095141591
3,f,"Either there was no weapon, or it was secured by the soldier.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġweapon|,|Ġor|Ġit|Ġwas|Ġsecured|Ġby|Ġthe|Ġsoldier|.","[-7.686661720275879, -1.9512999057769775, -1.7119423151016235, -7.352217674255371, -1.4580703973770142, -0.3302168548107147, -1.3476322889328003, -0.5677362680435181, -8.724342346191406, -2.537508964538574, -1.2842364311218262, -6.663670063018799, -2.137686014175415]",3.070108154119496
3,f,"Either there was a weapon, or it was secured by the soldier.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġweapon|,|Ġor|Ġit|Ġwas|Ġsecured|Ġby|Ġthe|Ġsoldier|.","[-7.686661720275879, -1.9512999057769775, -1.050012230873108, -8.178922653198242, -2.2795357704162598, -0.9247660636901855, -2.7775797843933105, -0.41785234212875366, -11.258968353271484, -2.069061279296875, -2.121058702468872, -7.741436004638672, -2.1777119636535645]",2.3230521122890284
3,f,"There was no weapon, or it was secured by the soldier.",def,disjunction_or,"There|Ġwas|Ġno|Ġweapon|,|Ġor|Ġit|Ġwas|Ġsecured|Ġby|Ġthe|Ġsoldier|.","[-5.6566162109375, -1.7209906578063965, -8.818228721618652, -2.1164822578430176, -4.514750003814697, -6.3377156257629395, -0.5987483859062195, -8.226640701293945, -2.455328941345215, -0.7507790923118591, -7.289830207824707, -1.5934579372406006]",2.2419223044955223
3,f,"There was no weapon, and it was secured by the soldier.",def,conjunction,"There|Ġwas|Ġno|Ġweapon|,|Ġand|Ġit|Ġwas|Ġsecured|Ġby|Ġthe|Ġsoldier|.","[-5.6566162109375, -1.7209906578063965, -8.818228721618652, -2.1164822578430176, -2.6621248722076416, -3.5139825344085693, -0.6756842732429504, -11.309649467468262, -2.060922384262085, -1.8645107746124268, -8.25396728515625, -1.9586420059204102]",2.03073095141591
4,m,"Either there was no flower, or it was planted by the gardener.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġflower|,|Ġor|Ġit|Ġwas|Ġplanted|Ġby|Ġthe|Ġgard|ener|.","[-7.686661720275879, -1.9512999057769775, -1.7119423151016235, -10.384269714355469, -1.7004895210266113, -0.5281659364700317, -1.4122475385665894, -0.42170464992523193, -6.915475845336914, -2.154808521270752, -1.617396354675293, -3.7052152156829834, -0.007900773547589779, -2.0589940547943115]",4.063463207634913
4,m,"Either there was a flower, or it was planted by the gardener.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġflower|,|Ġor|Ġit|Ġwas|Ġplanted|Ġby|Ġthe|Ġgard|ener|.","[-7.686661720275879, -1.9512999057769775, -1.050012230873108, -10.7559814453125, -2.706343173980713, -0.8042360544204712, -2.8964943885803223, -0.48225098848342896, -7.33488130569458, -2.6860833168029785, -1.4941092729568481, -3.254249095916748, -0.008833852596580982, -1.587889552116394]",3.6868319754695498
4,m,"There was no flower, or it was planted by the gardener.",def,disjunction_or,"There|Ġwas|Ġno|Ġflower|,|Ġor|Ġit|Ġwas|Ġplanted|Ġby|Ġthe|Ġgard|ener|.","[-5.6566162109375, -1.7209906578063965, -10.19349479675293, -2.39286208152771, -4.1908278465271, -7.005223274230957, -0.42894747853279114, -7.591583728790283, -3.1178629398345947, -1.2974425554275513, -3.9787988662719727, -0.008048010058701038, -1.9323686361312866]",3.3036922339495325
4,m,"There was no flower, and it was planted by the gardener.",def,conjunction,"There|Ġwas|Ġno|Ġflower|,|Ġand|Ġit|Ġwas|Ġplanted|Ġby|Ġthe|Ġgard|ener|.","[-5.6566162109375, -1.7209906578063965, -10.19349479675293, -2.39286208152771, -2.952216863632202, -3.584674835205078, -0.606102705001831, -8.41003704071045, -2.891289710998535, -1.471277117729187, -5.1928300857543945, -0.006235786247998476, -1.7251235246658325]",3.3582500901559014
4,f,"Either there was no flower, or it was planted by the gardener.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġflower|,|Ġor|Ġit|Ġwas|Ġplanted|Ġby|Ġthe|Ġgard|ener|.","[-7.686661720275879, -1.9512999057769775, -1.7119423151016235, -10.384269714355469, -1.7004895210266113, -0.5281659364700317, -1.4122475385665894, -0.42170464992523193, -6.915475845336914, -2.154808521270752, -1.617396354675293, -3.7052152156829834, -0.007900773547589779, -2.0589940547943115]",4.063463207634913
4,f,"Either there was a flower, or it was planted by the gardener.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġflower|,|Ġor|Ġit|Ġwas|Ġplanted|Ġby|Ġthe|Ġgard|ener|.","[-7.686661720275879, -1.9512999057769775, -1.050012230873108, -10.7559814453125, -2.706343173980713, -0.8042360544204712, -2.8964943885803223, -0.48225098848342896, -7.33488130569458, -2.6860833168029785, -1.4941092729568481, -3.254249095916748, -0.008833852596580982, -1.587889552116394]",3.6868319754695498
4,f,"There was no flower, or it was planted by the gardener.",def,disjunction_or,"There|Ġwas|Ġno|Ġflower|,|Ġor|Ġit|Ġwas|Ġplanted|Ġby|Ġthe|Ġgard|ener|.","[-5.6566162109375, -1.7209906578063965, -10.19349479675293, -2.39286208152771, -4.1908278465271, -7.005223274230957, -0.42894747853279114, -7.591583728790283, -3.1178629398345947, -1.2974425554275513, -3.9787988662719727, -0.008048010058701038, -1.9323686361312866]",3.3036922339495325
4,f,"There was no flower, and it was planted by the gardener.",def,conjunction,"There|Ġwas|Ġno|Ġflower|,|Ġand|Ġit|Ġwas|Ġplanted|Ġby|Ġthe|Ġgard|ener|.","[-5.6566162109375, -1.7209906578063965, -10.19349479675293, -2.39286208152771, -2.952216863632202, -3.584674835205078, -0.606102705001831, -8.41003704071045, -2.891289710998535, -1.471277117729187, -5.1928300857543945, -0.006235786247998476, -1.7251235246658325]",3.3582500901559014
5,m,"Either there was no document, or it was destroyed by the fire.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġdocument|,|Ġor|Ġit|Ġwas|Ġdestroyed|Ġby|Ġthe|Ġfire|.","[-7.686661720275879, -1.9512999057769775, -1.7119423151016235, -8.271885871887207, -1.8390069007873535, -0.3628425598144531, -1.237230658531189, -0.5928109884262085, -2.3129470348358154, -2.10855770111084, -1.0132681131362915, -2.3712644577026367, -1.7537174224853516]",3.657180968609412
5,m,"Either there was a document, or it was destroyed by the fire.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġdocument|,|Ġor|Ġit|Ġwas|Ġdestroyed|Ġby|Ġthe|Ġfire|.","[-7.686661720275879, -1.9512999057769775, -1.050012230873108, -8.461524963378906, -3.120347023010254, -0.9801379442214966, -2.962357759475708, -0.7612051963806152, -4.5292863845825195, -2.470034599304199, -1.0758395195007324, -2.175767660140991, -1.6567416191101074]",3.003499130956068
5,m,"There was no document, or it was destroyed by the fire.",def,disjunction_or,"There|Ġwas|Ġno|Ġdocument|,|Ġor|Ġit|Ġwas|Ġdestroyed|Ġby|Ġthe|Ġfire|.","[-5.6566162109375, -1.7209906578063965, -9.273330688476562, -2.912985324859619, -4.171240329742432, -5.367589950561523, -0.6161691546440125, -2.6467509269714355, -2.441730499267578, -0.7330169677734375, -2.0511207580566406, -1.329304575920105]",2.9294959456046334
5,m,"There was no document, and it was destroyed by the fire.",def,conjunction,"There|Ġwas|Ġno|Ġdocument|,|Ġand|Ġit|Ġwas|Ġdestroyed|Ġby|Ġthe|Ġfire|.","[-5.6566162109375, -1.7209906578063965, -9.273330688476562, -2.912985324859619, -3.152688503265381, -3.4235191345214844, -0.6884950399398804, -8.757155418395996, -2.3215744495391846, -0.890302300453186, -2.09140682220459, -1.4184702634811401]",2.4804332536012494
5,f,"Either there was no document, or it was destroyed by the fire.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġdocument|,|Ġor|Ġit|Ġwas|Ġdestroyed|Ġby|Ġthe|Ġfire|.","[-7.686661720275879, -1.9512999057769775, -1.7119423151016235, -8.271885871887207, -1.8390069007873535, -0.3628425598144531, -1.237230658531189, -0.5928109884262085, -2.3129470348358154, -2.10855770111084, -1.0132681131362915, -2.3712644577026367, -1.7537174224853516]",3.657180968609412
5,f,"Either there was a document, or it was destroyed by the fire.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġdocument|,|Ġor|Ġit|Ġwas|Ġdestroyed|Ġby|Ġthe|Ġfire|.","[-7.686661720275879, -1.9512999057769775, -1.050012230873108, -8.461524963378906, -3.120347023010254, -0.9801379442214966, -2.962357759475708, -0.7612051963806152, -4.5292863845825195, -2.470034599304199, -1.0758395195007324, -2.175767660140991, -1.6567416191101074]",3.003499130956068
5,f,"There was no document, or it was destroyed by the fire.",def,disjunction_or,"There|Ġwas|Ġno|Ġdocument|,|Ġor|Ġit|Ġwas|Ġdestroyed|Ġby|Ġthe|Ġfire|.","[-5.6566162109375, -1.7209906578063965, -9.273330688476562, -2.912985324859619, -4.171240329742432, -5.367589950561523, -0.6161691546440125, -2.6467509269714355, -2.441730499267578, -0.7330169677734375, -2.0511207580566406, -1.329304575920105]",2.9294959456046334
5,f,"There was no document, and it was destroyed by the fire.",def,conjunction,"There|Ġwas|Ġno|Ġdocument|,|Ġand|Ġit|Ġwas|Ġdestroyed|Ġby|Ġthe|Ġfire|.","[-5.6566162109375, -1.7209906578063965, -9.273330688476562, -2.912985324859619, -3.152688503265381, -3.4235191345214844, -0.6884950399398804, -8.757155418395996, -2.3215744495391846, -0.890302300453186, -2.09140682220459, -1.4184702634811401]",2.4804332536012494
6,m,"Either there was no plan, or it was leaked by the reporter.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġplan|,|Ġor|Ġit|Ġwas|Ġleaked|Ġby|Ġthe|Ġreporter|.","[-7.686661720275879, -1.9512999057769775, -1.7119423151016235, -6.207736015319824, -1.6407411098480225, -0.40990158915519714, -1.386662244796753, -0.4924161434173584, -5.722568511962891, -2.622915267944336, -1.6620872020721436, -8.018209457397461, -1.702505111694336]",3.104226014524763
6,m,"Either there was a plan, or it was leaked by the reporter.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġplan|,|Ġor|Ġit|Ġwas|Ġleaked|Ġby|Ġthe|Ġreporter|.","[-7.686661720275879, -1.9512999057769775, -1.050012230873108, -6.573228359222412, -2.0946600437164307, -1.1733496189117432, -2.481661319732666, -0.36833932995796204, -11.098847389221191, -2.357421398162842, -1.987444519996643, -8.15750789642334, -1.7658498287200928]",2.307247554558432
6,m,"There was no plan, or it was leaked by the reporter.",def,disjunction_or,"There|Ġwas|Ġno|Ġplan|,|Ġor|Ġit|Ġwas|Ġleaked|Ġby|Ġthe|Ġreporter|.","[-5.6566162109375, -1.7209906578063965, -7.049773216247559, -2.322664260864258, -4.258127212524414, -5.171744346618652, -0.3855043053627014, -7.87050724029541, -3.2414398193359375, -1.1316777467727661, -8.492185592651367, -1.6281009912490845]",2.1632718611164434
6,m,"There was no plan, and it was leaked by the reporter.",def,conjunction,"There|Ġwas|Ġno|Ġplan|,|Ġand|Ġit|Ġwas|Ġleaked|Ġby|Ġthe|Ġreporter|.","[-5.6566162109375, -1.7209906578063965, -7.049773216247559, -2.322664260864258, -2.666006088256836, -3.0443530082702637, -0.7965123653411865, -10.779354095458984, -2.4627819061279297, -1.552006721496582, -7.439084529876709, -2.2300987243652344]",2.0971907178197498
6,f,"Either there was no plan, or it was leaked by the reporter.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġplan|,|Ġor|Ġit|Ġwas|Ġleaked|Ġby|Ġthe|Ġreporter|.","[-7.686661720275879, -1.9512999057769775, -1.7119423151016235, -6.207736015319824, -1.6407411098480225, -0.40990158915519714, -1.386662244796753, -0.4924161434173584, -5.722568511962891, -2.622915267944336, -1.6620872020721436, -8.018209457397461, -1.702505111694336]",3.104226014524763
6,f,"Either there was a plan, or it was leaked by the reporter.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġplan|,|Ġor|Ġit|Ġwas|Ġleaked|Ġby|Ġthe|Ġreporter|.","[-7.686661720275879, -1.9512999057769775, -1.050012230873108, -6.573228359222412, -2.0946600437164307, -1.1733496189117432, -2.481661319732666, -0.36833932995796204, -11.098847389221191, -2.357421398162842, -1.987444519996643, -8.15750789642334, -1.7658498287200928]",2.307247554558432
6,f,"There was no plan, or it was leaked by the reporter.",def,disjunction_or,"There|Ġwas|Ġno|Ġplan|,|Ġor|Ġit|Ġwas|Ġleaked|Ġby|Ġthe|Ġreporter|.","[-5.6566162109375, -1.7209906578063965, -7.049773216247559, -2.322664260864258, -4.258127212524414, -5.171744346618652, -0.3855043053627014, -7.87050724029541, -3.2414398193359375, -1.1316777467727661, -8.492185592651367, -1.6281009912490845]",2.1632718611164434
6,f,"There was no plan, and it was leaked by the reporter.",def,conjunction,"There|Ġwas|Ġno|Ġplan|,|Ġand|Ġit|Ġwas|Ġleaked|Ġby|Ġthe|Ġreporter|.","[-5.6566162109375, -1.7209906578063965, -7.049773216247559, -2.322664260864258, -2.666006088256836, -3.0443530082702637, -0.7965123653411865, -10.779354095458984, -2.4627819061279297, -1.552006721496582, -7.439084529876709, -2.2300987243652344]",2.0971907178197498
7,m,"Either there was no artifact, or it was recovered by the researcher.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġartifact|,|Ġor|Ġit|Ġwas|Ġrecovered|Ġby|Ġthe|Ġresearcher|.","[-7.686661720275879, -1.9512999057769775, -1.7119423151016235, -9.277334213256836, -1.5432568788528442, -0.48756176233291626, -1.043688416481018, -0.468097984790802, -7.6024580001831055, -1.5377830266952515, -1.2561428546905518, -8.677485466003418, -2.1982617378234863]",3.134055583264294
7,m,"Either there was an artifact, or it was recovered by the researcher.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġan|Ġartifact|,|Ġor|Ġit|Ġwas|Ġrecovered|Ġby|Ġthe|Ġresearcher|.","[-7.686661720275879, -1.9512999057769775, -2.696195125579834, -6.738468170166016, -2.3890204429626465, -0.7884998321533203, -2.64475679397583, -0.5079733729362488, -9.617008209228516, -1.796100378036499, -1.4714828729629517, -8.474081039428711, -1.860196828842163]",2.8112929480491213
